,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index
,open,high,low,close,volume,num_trds,value
2022-09-23 11:18:00-04:00,544.72,544.72,544.49,544.72,0,4,0.0
2022-09-23 11:19:00-04:00,544.78,544.86,544.61,544.67,0,4,0.0
2022-09-23 11:20:00-04:00,544.7,544.7,544.26,544.26,0,4,0.0
2022-09-23 11:21:00-04:00,544.23,544.91,544.23,544.91,0,4,0.0
2022-09-23 11:22:00-04:00,544.9,544.9,544.48,544.58,0,4,0.0
2022-09-23 11:23:00-04:00,544.64,544.8,544.44,544.44,0,4,0.0
2022-09-23 11:24:00-04:00,544.63,544.63,544.41,544.41,0,4,0.0
2022-09-23 11:25:00-04:00,544.31,544.31,543.98,544.11,0,4,0.0
2022-09-23 11:26:00-04:00,544.36,544.83,544.36,544.83,0,4,0.0
2022-09-23 11:27:00-04:00,544.94,545.4,544.94,545.27,0,4,0.0
2022-09-23 11:28:00-04:00,545.62,546.11,545.59,546.11,0,4,0.0
2022-09-23 11:29:00-04:00,546.24,546.57,546.19,546.57,0,4,0.0
2022-09-23 11:30:00-04:00,546.65,546.72,546.44,546.72,0,4,0.0
2022-09-23 11:31:00-04:00,546.7,546.94,546.7,546.94,0,4,0.0
2022-09-23 11:32:00-04:00,546.58,546.58,546.12,546.12,0,4,0.0
2022-09-23 11:33:00-04:00,546.01,546.01,545.83,545.88,0,4,0.0
2022-09-23 11:34:00-04:00,545.81,546.18,545.81,546.14,0,4,0.0
2022-09-23 11:35:00-04:00,546.67,546.67,545.58,545.59,0,4,0.0
2022-09-23 11:36:00-04:00,545.53,546.16,545.53,546.16,0,4,0.0
2022-09-23 11:37:00-04:00,546.1,546.1,545.66,545.67,0,4,0.0
2022-09-23 11:38:00-04:00,545.7,546.21,545.7,546.21,0,4,0.0
2022-09-23 11:39:00-04:00,545.97,545.97,545.61,545.61,0,4,0.0
2022-09-23 11:40:00-04:00,545.6,545.6,545.28,545.28,0,4,0.0
2022-09-23 11:41:00-04:00,545.33,545.33,544.71,544.71,0,4,0.0
2022-09-23 11:42:00-04:00,544.74,544.82,544.71,544.71,0,4,0.0
2022-09-23 11:43:00-04:00,544.51,544.51,544.01,544.01,0,4,0.0
2022-09-23 11:44:00-04:00,543.94,543.94,543.31,543.31,0,4,0.0
2022-09-23 11:45:00-04:00,543.13,543.13,542.86,542.89,0,4,0.0
2022-09-23 11:46:00-04:00,542.9,542.9,542.54,542.68,0,4,0.0
2022-09-23 11:47:00-04:00,542.91,542.91,542.8,542.83,0,4,0.0
2022-09-23 11:48:00-04:00,542.96,543.31,542.95,543.31,0,4,0.0
2022-09-23 11:49:00-04:00,543.3,543.6,543.24,543.6,0,4,0.0
2022-09-23 11:50:00-04:00,543.88,543.88,543.53,543.64,0,4,0.0
2022-09-23 11:51:00-04:00,543.74,543.74,543.14,543.14,0,4,0.0
2022-09-23 11:52:00-04:00,543.03,543.48,543.03,543.48,0,4,0.0
2022-09-23 11:53:00-04:00,543.59,544.0,543.59,543.81,0,4,0.0
2022-09-23 11:54:00-04:00,543.71,543.8,543.71,543.75,0,4,0.0
2022-09-23 11:55:00-04:00,543.89,544.01,543.73,543.73,0,4,0.0
2022-09-23 11:56:00-04:00,543.66,543.9,543.66,543.9,0,4,0.0
2022-09-23 11:57:00-04:00,543.95,544.08,543.73,544.08,0,4,0.0
2022-09-23 11:58:00-04:00,543.97,543.97,543.68,543.68,0,4,0.0
2022-09-23 11:59:00-04:00,543.68,543.8,543.68,543.72,0,4,0.0
2022-09-23 12:00:00-04:00,543.75,543.99,543.75,543.99,0,4,0.0
2022-09-23 12:01:00-04:00,543.95,543.95,543.82,543.86,0,4,0.0
2022-09-23 12:02:00-04:00,543.99,543.99,543.69,543.69,0,4,0.0
2022-09-23 12:03:00-04:00,543.57,543.61,543.46,543.61,0,4,0.0
2022-09-23 12:04:00-04:00,543.63,544.08,543.63,544.08,0,4,0.0
2022-09-23 12:05:00-04:00,543.89,543.89,543.64,543.83,0,4,0.0
2022-09-23 12:06:00-04:00,543.68,543.68,542.82,542.82,0,4,0.0
2022-09-23 12:07:00-04:00,542.88,542.88,542.35,542.35,0,4,0.0
2022-09-23 12:08:00-04:00,542.49,542.55,542.4,542.4,0,4,0.0
2022-09-23 12:09:00-04:00,542.32,542.53,542.32,542.53,0,4,0.0
2022-09-23 12:10:00-04:00,542.48,542.48,542.14,542.14,0,4,0.0
2022-09-23 12:11:00-04:00,542.12,542.12,541.37,541.37,0,4,0.0
2022-09-23 12:12:00-04:00,541.46,541.6,541.37,541.37,0,4,0.0
2022-09-23 12:13:00-04:00,541.65,542.25,541.65,542.25,0,4,0.0
2022-09-23 12:14:00-04:00,542.54,542.72,542.35,542.35,0,4,0.0
2022-09-23 12:15:00-04:00,542.07,542.5,541.93,542.5,0,4,0.0
2022-09-23 12:16:00-04:00,542.57,542.74,542.52,542.74,0,4,0.0
2022-09-23 12:17:00-04:00,542.87,542.87,542.53,542.53,0,4,0.0
2022-09-23 12:18:00-04:00,542.49,542.49,541.67,541.67,0,4,0.0
2022-09-23 12:19:00-04:00,541.6,541.83,541.37,541.71,0,4,0.0
2022-09-23 12:20:00-04:00,541.62,542.15,541.53,542.15,0,4,0.0
2022-09-23 12:21:00-04:00,542.13,542.68,542.13,542.33,0,4,0.0
2022-09-23 12:22:00-04:00,542.33,542.33,542.03,542.03,0,4,0.0
2022-09-23 12:23:00-04:00,541.96,542.04,541.57,541.57,0,4,0.0
2022-09-23 12:24:00-04:00,541.66,541.66,541.5,541.58,0,4,0.0
2022-09-23 12:25:00-04:00,541.62,541.86,541.62,541.81,0,4,0.0
2022-09-23 12:26:00-04:00,541.82,541.93,541.82,541.93,0,4,0.0
2022-09-23 12:27:00-04:00,541.85,541.85,541.65,541.65,0,4,0.0
2022-09-23 12:28:00-04:00,541.51,541.51,541.42,541.49,0,4,0.0
2022-09-23 12:29:00-04:00,541.41,541.41,541.11,541.11,0,4,0.0
2022-09-23 12:30:00-04:00,541.02,541.13,540.86,541.13,0,4,0.0
2022-09-23 12:31:00-04:00,541.14,541.14,540.8,540.88,0,4,0.0
2022-09-23 12:32:00-04:00,541.08,541.17,541.03,541.17,0,4,0.0
2022-09-23 12:33:00-04:00,541.01,541.01,540.9,540.95,0,4,0.0
2022-09-23 12:34:00-04:00,541.34,541.5,541.34,541.34,0,4,0.0
2022-09-23 12:35:00-04:00,541.33,541.46,541.32,541.32,0,4,0.0
2022-09-23 12:36:00-04:00,541.26,541.26,541.05,541.09,0,4,0.0
2022-09-23 12:37:00-04:00,541.22,541.4,541.22,541.37,0,4,0.0
2022-09-23 12:38:00-04:00,541.38,541.7,541.38,541.7,0,4,0.0
2022-09-23 12:39:00-04:00,541.67,541.67,541.42,541.49,0,4,0.0
2022-09-23 12:40:00-04:00,541.29,541.29,541.16,541.16,0,4,0.0
2022-09-23 12:41:00-04:00,541.15,541.15,540.4,540.4,0,4,0.0
2022-09-23 12:42:00-04:00,540.51,540.51,540.17,540.17,0,4,0.0
2022-09-23 12:43:00-04:00,539.97,539.98,539.92,539.96,0,4,0.0
2022-09-23 12:44:00-04:00,540.21,540.21,539.69,539.69,0,4,0.0
2022-09-23 12:45:00-04:00,539.48,539.7,539.46,539.7,0,4,0.0
2022-09-23 12:46:00-04:00,540.01,540.57,540.01,540.57,0,4,0.0
2022-09-23 12:47:00-04:00,540.64,541.01,540.64,541.01,0,4,0.0
2022-09-23 12:48:00-04:00,541.03,541.66,541.01,541.66,0,4,0.0
2022-09-23 12:49:00-04:00,541.68,541.85,541.53,541.79,0,4,0.0
2022-09-23 12:50:00-04:00,541.91,542.36,541.91,542.36,0,4,0.0
2022-09-23 12:51:00-04:00,542.31,543.12,542.31,543.12,0,4,0.0
2022-09-23 12:52:00-04:00,543.42,543.8,543.42,543.8,0,4,0.0
2022-09-23 12:53:00-04:00,543.97,544.1,543.97,544.1,0,4,0.0
2022-09-23 12:54:00-04:00,544.01,544.3,544.01,544.3,0,4,0.0
2022-09-23 12:55:00-04:00,544.29,544.29,543.84,543.84,0,4,0.0
2022-09-23 12:56:00-04:00,543.58,543.91,543.54,543.91,0,4,0.0
2022-09-23 12:57:00-04:00,544.23,544.23,544.04,544.04,0,4,0.0
2022-09-23 12:58:00-04:00,544.13,544.43,544.13,544.43,0,4,0.0
2022-09-23 12:59:00-04:00,544.48,544.57,544.45,544.57,0,4,0.0
2022-09-23 13:00:00-04:00,544.58,544.58,544.27,544.28,0,4,0.0
2022-09-23 13:01:00-04:00,544.4,544.45,544.11,544.11,0,4,0.0
2022-09-23 13:02:00-04:00,544.2,544.2,543.98,543.98,0,4,0.0
2022-09-23 13:03:00-04:00,544.09,544.89,544.08,544.89,0,4,0.0
2022-09-23 13:04:00-04:00,545.21,545.21,544.37,544.37,0,4,0.0
2022-09-23 13:05:00-04:00,543.79,544.14,543.79,544.14,0,4,0.0
2022-09-23 13:06:00-04:00,544.57,544.64,544.43,544.51,0,4,0.0
2022-09-23 13:07:00-04:00,544.8,545.08,544.66,544.66,0,4,0.0
2022-09-23 13:08:00-04:00,544.7,544.7,544.51,544.57,0,4,0.0
2022-09-23 13:09:00-04:00,544.63,544.8,544.63,544.74,0,4,0.0
2022-09-23 13:10:00-04:00,544.68,544.87,544.66,544.87,0,4,0.0
2022-09-23 13:11:00-04:00,545.02,545.02,544.54,544.54,0,4,0.0
2022-09-23 13:12:00-04:00,544.04,544.04,543.8,543.83,0,4,0.0
2022-09-23 13:13:00-04:00,543.88,543.97,543.68,543.68,0,4,0.0
2022-09-23 13:14:00-04:00,543.5,543.62,543.47,543.47,0,4,0.0
2022-09-23 13:15:00-04:00,543.58,543.58,543.31,543.31,0,4,0.0
2022-09-23 13:16:00-04:00,543.57,544.08,543.57,544.07,0,4,0.0
2022-09-23 13:17:00-04:00,544.2,544.28,544.2,544.28,0,4,0.0
2022-09-23 13:18:00-04:00,544.55,544.76,544.55,544.55,0,4,0.0
2022-09-23 13:19:00-04:00,544.57,544.93,544.57,544.83,0,4,0.0
2022-09-23 13:20:00-04:00,545.01,545.01,544.1,544.1,0,4,0.0
2022-09-23 13:21:00-04:00,544.1,544.1,543.66,543.66,0,4,0.0
2022-09-23 13:22:00-04:00,543.58,543.82,543.55,543.82,0,4,0.0
2022-09-23 13:23:00-04:00,543.74,543.74,543.68,543.68,0,4,0.0
2022-09-23 13:24:00-04:00,543.61,543.91,543.54,543.54,0,4,0.0
2022-09-23 13:25:00-04:00,543.81,543.81,543.21,543.21,0,4,0.0
2022-09-23 13:26:00-04:00,543.14,543.53,543.14,543.53,0,4,0.0
2022-09-23 13:27:00-04:00,543.36,543.37,543.25,543.37,0,4,0.0
2022-09-23 13:28:00-04:00,543.44,543.45,543.33,543.45,0,4,0.0
2022-09-23 13:29:00-04:00,543.23,543.23,542.8,542.83,0,4,0.0
2022-09-23 13:30:00-04:00,543.23,543.28,543.13,543.13,0,4,0.0
2022-09-23 13:31:00-04:00,542.94,542.94,542.59,542.66,0,4,0.0
2022-09-23 13:32:00-04:00,542.66,542.78,542.51,542.51,0,4,0.0
2022-09-23 13:33:00-04:00,542.09,542.12,542.01,542.08,0,4,0.0
2022-09-23 13:34:00-04:00,542.16,542.59,542.16,542.33,0,4,0.0
2022-09-23 13:35:00-04:00,542.13,542.13,541.67,541.67,0,4,0.0
2022-09-23 13:36:00-04:00,541.91,541.91,541.75,541.8,0,4,0.0
2022-09-23 13:37:00-04:00,541.77,541.94,541.77,541.94,0,4,0.0
2022-09-23 13:38:00-04:00,541.88,541.88,541.45,541.45,0,4,0.0
2022-09-23 13:39:00-04:00,541.35,541.35,541.02,541.02,0,4,0.0
2022-09-23 13:40:00-04:00,540.97,541.04,540.68,540.68,0,4,0.0
2022-09-23 13:41:00-04:00,540.68,540.68,540.55,540.57,0,4,0.0
2022-09-23 13:42:00-04:00,540.99,541.17,540.98,541.11,0,4,0.0
2022-09-23 13:43:00-04:00,541.1,541.21,541.01,541.2,0,4,0.0
2022-09-23 13:44:00-04:00,540.79,541.16,540.79,541.16,0,4,0.0
2022-09-23 13:45:00-04:00,541.12,541.35,540.99,541.35,0,4,0.0
2022-09-23 13:46:00-04:00,541.36,541.59,541.36,541.59,0,4,0.0
2022-09-23 13:47:00-04:00,541.71,542.03,541.7,542.03,0,4,0.0
2022-09-23 13:48:00-04:00,541.99,541.99,541.47,541.47,0,4,0.0
2022-09-23 13:49:00-04:00,541.32,541.64,541.32,541.64,0,4,0.0
2022-09-23 13:50:00-04:00,541.59,541.71,541.59,541.69,0,4,0.0
2022-09-23 13:51:00-04:00,541.7,541.73,541.54,541.54,0,4,0.0
2022-09-23 13:52:00-04:00,541.41,541.85,541.41,541.85,0,4,0.0
2022-09-23 13:53:00-04:00,541.89,541.93,541.71,541.71,0,4,0.0
2022-09-23 13:54:00-04:00,541.68,541.74,541.68,541.72,0,4,0.0
2022-09-23 13:55:00-04:00,541.86,541.95,541.69,541.69,0,4,0.0
2022-09-23 13:56:00-04:00,541.66,541.66,541.58,541.64,0,4,0.0
2022-09-23 13:57:00-04:00,541.53,541.53,541.51,541.52,0,4,0.0
2022-09-23 13:58:00-04:00,541.58,542.26,541.58,542.26,0,4,0.0
2022-09-23 13:59:00-04:00,542.3,542.38,542.05,542.05,0,4,0.0
2022-09-23 14:00:00-04:00,541.87,541.98,541.73,541.79,0,4,0.0
2022-09-23 14:01:00-04:00,541.73,541.73,541.56,541.56,0,4,0.0
2022-09-23 14:02:00-04:00,541.57,542.02,541.57,542.02,0,4,0.0
2022-09-23 14:03:00-04:00,541.8,541.8,541.65,541.76,0,4,0.0
2022-09-23 14:04:00-04:00,541.69,542.01,541.69,542.0,0,4,0.0
2022-09-23 14:05:00-04:00,541.98,542.0,541.64,541.64,0,4,0.0
2022-09-23 14:06:00-04:00,541.66,542.26,541.66,542.26,0,4,0.0
2022-09-23 14:07:00-04:00,542.29,542.55,541.96,541.96,0,4,0.0
2022-09-23 14:08:00-04:00,541.92,541.92,541.46,541.46,0,4,0.0
2022-09-23 14:09:00-04:00,541.48,541.48,540.84,540.84,0,4,0.0
2022-09-23 14:10:00-04:00,541.04,541.36,541.04,541.21,0,4,0.0
2022-09-23 14:11:00-04:00,541.11,541.11,540.47,540.47,0,4,0.0
2022-09-23 14:12:00-04:00,540.48,540.48,540.3,540.3,0,4,0.0
2022-09-23 14:13:00-04:00,540.5,540.51,540.33,540.33,0,4,0.0
2022-09-23 14:14:00-04:00,540.16,540.2,540.05,540.2,0,4,0.0
2022-09-23 14:15:00-04:00,539.95,539.97,539.66,539.66,0,4,0.0
2022-09-23 14:16:00-04:00,540.07,540.23,539.97,539.97,0,4,0.0
2022-09-23 14:17:00-04:00,540.01,540.15,540.01,540.05,0,4,0.0
2022-09-23 14:18:00-04:00,539.88,540.02,539.88,540.02,0,4,0.0
2022-09-23 14:19:00-04:00,540.11,540.37,540.11,540.35,0,4,0.0
2022-09-23 14:20:00-04:00,540.71,541.02,540.71,541.02,0,4,0.0
2022-09-23 14:21:00-04:00,541.09,541.15,540.95,541.15,0,4,0.0
2022-09-23 14:22:00-04:00,541.29,541.81,541.29,541.81,0,4,0.0
2022-09-23 14:23:00-04:00,541.87,541.89,541.7,541.89,0,4,0.0
2022-09-23 14:24:00-04:00,541.99,541.99,541.77,541.77,0,4,0.0
2022-09-23 14:25:00-04:00,541.77,541.77,541.61,541.61,0,4,0.0
2022-09-23 14:26:00-04:00,541.81,542.18,541.81,542.18,0,4,0.0
2022-09-23 14:27:00-04:00,542.03,542.03,541.79,541.79,0,4,0.0
2022-09-23 14:28:00-04:00,541.42,541.42,541.31,541.37,0,4,0.0
2022-09-23 14:29:00-04:00,541.41,541.5,541.31,541.5,0,4,0.0
2022-09-23 14:30:00-04:00,541.5,541.5,541.47,541.49,0,4,0.0
2022-09-23 14:31:00-04:00,541.35,541.35,540.98,540.98,0,4,0.0
2022-09-23 14:32:00-04:00,541.06,541.07,540.76,540.8,0,4,0.0
2022-09-23 14:33:00-04:00,540.72,540.97,540.72,540.74,0,4,0.0
2022-09-23 14:34:00-04:00,540.75,541.21,540.75,541.21,0,4,0.0
2022-09-23 14:35:00-04:00,540.97,540.97,540.21,540.21,0,4,0.0
2022-09-23 14:36:00-04:00,540.02,540.36,540.02,540.36,0,4,0.0
2022-09-23 14:37:00-04:00,540.77,540.77,540.48,540.48,0,4,0.0
2022-09-23 14:38:00-04:00,540.41,540.65,540.41,540.48,0,4,0.0
2022-09-23 14:39:00-04:00,540.3,540.3,540.22,540.22,0,4,0.0
2022-09-23 14:40:00-04:00,539.86,539.86,539.56,539.6,0,4,0.0
2022-09-23 14:41:00-04:00,540.25,540.29,539.88,539.88,0,4,0.0
2022-09-23 14:42:00-04:00,539.92,539.99,539.76,539.86,0,4,0.0
2022-09-23 14:43:00-04:00,539.82,540.0,539.77,540.0,0,4,0.0
2022-09-23 14:44:00-04:00,540.14,540.14,539.72,539.79,0,4,0.0
2022-09-23 14:45:00-04:00,539.63,539.63,539.45,539.54,0,4,0.0
2022-09-23 14:46:00-04:00,539.67,539.97,539.67,539.97,0,4,0.0
2022-09-23 14:47:00-04:00,539.79,539.79,539.59,539.59,0,4,0.0
2022-09-23 14:48:00-04:00,540.14,540.23,540.14,540.19,0,4,0.0
2022-09-23 14:49:00-04:00,540.19,540.22,540.12,540.16,0,4,0.0
2022-09-23 14:50:00-04:00,539.93,539.93,539.8,539.89,0,4,0.0
2022-09-23 14:51:00-04:00,539.89,539.89,539.6,539.6,0,4,0.0
2022-09-23 14:52:00-04:00,539.45,539.51,539.29,539.51,0,4,0.0
2022-09-23 14:53:00-04:00,539.62,539.62,539.57,539.62,0,4,0.0
2022-09-23 14:54:00-04:00,539.48,539.48,539.07,539.07,0,4,0.0
2022-09-23 14:55:00-04:00,538.64,538.64,538.13,538.34,0,4,0.0
2022-09-23 14:56:00-04:00,538.28,538.28,538.03,538.03,0,4,0.0
2022-09-23 14:57:00-04:00,538.02,538.04,537.91,538.0,0,4,0.0
2022-09-23 14:58:00-04:00,537.97,538.17,537.97,538.09,0,4,0.0
2022-09-23 14:59:00-04:00,538.11,538.39,538.11,538.39,0,4,0.0
2022-09-23 15:00:00-04:00,538.34,538.35,538.09,538.35,0,4,0.0
2022-09-23 15:01:00-04:00,538.57,538.82,538.51,538.82,0,4,0.0
2022-09-23 15:02:00-04:00,538.38,538.44,538.26,538.44,0,4,0.0
2022-09-23 15:03:00-04:00,539.07,539.83,539.07,539.83,0,4,0.0
2022-09-23 15:04:00-04:00,540.43,540.43,540.21,540.22,0,4,0.0
2022-09-23 15:05:00-04:00,540.44,541.03,540.44,540.85,0,4,0.0
2022-09-23 15:06:00-04:00,540.76,541.06,540.7,541.06,0,4,0.0
2022-09-23 15:07:00-04:00,541.4,542.12,541.4,541.93,0,4,0.0
2022-09-23 15:08:00-04:00,542.16,542.22,541.79,541.79,0,4,0.0
2022-09-23 15:09:00-04:00,541.73,541.85,541.71,541.79,0,4,0.0
2022-09-23 15:10:00-04:00,541.85,542.05,541.85,542.05,0,4,0.0
2022-09-23 15:11:00-04:00,541.65,541.67,541.48,541.48,0,4,0.0
2022-09-23 15:12:00-04:00,541.47,541.63,541.28,541.28,0,4,0.0
2022-09-23 15:13:00-04:00,541.06,541.06,540.65,540.65,0,4,0.0
2022-09-23 15:14:00-04:00,540.74,540.86,540.74,540.86,0,4,0.0
2022-09-23 15:15:00-04:00,541.46,541.9,541.46,541.9,0,4,0.0
2022-09-23 15:16:00-04:00,542.12,542.44,542.12,542.33,0,4,0.0
2022-09-23 15:17:00-04:00,542.34,542.5,541.9,541.9,0,4,0.0
2022-09-23 15:18:00-04:00,541.95,542.49,541.95,542.49,0,4,0.0
2022-09-23 15:19:00-04:00,542.45,542.5,542.05,542.05,0,4,0.0
2022-09-23 15:20:00-04:00,542.09,542.4,542.09,542.4,0,4,0.0
2022-09-23 15:21:00-04:00,542.45,542.45,541.6,541.6,0,4,0.0
2022-09-23 15:22:00-04:00,541.51,541.62,541.5,541.51,0,4,0.0
2022-09-23 15:23:00-04:00,541.41,541.6,541.41,541.51,0,4,0.0
2022-09-23 15:24:00-04:00,541.26,541.33,541.14,541.18,0,4,0.0
2022-09-23 15:25:00-04:00,541.29,541.29,540.96,540.96,0,4,0.0
2022-09-23 15:26:00-04:00,540.92,541.19,540.9,540.9,0,4,0.0
2022-09-23 15:27:00-04:00,540.56,541.08,540.56,541.08,0,4,0.0
2022-09-23 15:28:00-04:00,541.24,541.53,541.24,541.31,0,4,0.0
2022-09-23 15:29:00-04:00,541.47,541.67,541.46,541.46,0,4,0.0
2022-09-23 15:30:00-04:00,541.43,541.85,541.43,541.56,0,4,0.0
2022-09-23 15:31:00-04:00,540.91,540.91,540.39,540.41,0,4,0.0
2022-09-23 15:32:00-04:00,540.11,540.29,539.8,540.29,0,4,0.0
2022-09-23 15:33:00-04:00,540.52,540.75,540.52,540.56,0,4,0.0
2022-09-23 15:34:00-04:00,540.89,541.36,540.89,541.04,0,4,0.0
2022-09-23 15:35:00-04:00,541.17,541.28,540.36,540.36,0,4,0.0
2022-09-23 15:36:00-04:00,540.22,540.22,540.02,540.02,0,4,0.0
2022-09-23 15:37:00-04:00,540.31,540.31,539.83,540.0,0,4,0.0
2022-09-23 15:38:00-04:00,540.06,540.82,540.06,540.82,0,4,0.0
2022-09-23 15:39:00-04:00,540.64,540.64,540.58,540.6,0,4,0.0
2022-09-23 15:40:00-04:00,540.34,540.69,540.34,540.69,0,4,0.0
2022-09-23 15:41:00-04:00,540.74,541.52,540.74,541.52,0,4,0.0
2022-09-23 15:42:00-04:00,542.13,542.23,541.87,542.23,0,4,0.0
2022-09-23 15:43:00-04:00,542.33,542.55,542.33,542.55,0,4,0.0
2022-09-23 15:44:00-04:00,542.5,543.26,542.5,543.26,0,4,0.0
2022-09-23 15:45:00-04:00,543.42,543.84,543.42,543.84,0,4,0.0
2022-09-23 15:46:00-04:00,543.69,543.91,543.53,543.91,0,4,0.0
2022-09-23 15:47:00-04:00,543.62,543.62,543.45,543.45,0,4,0.0
2022-09-23 15:48:00-04:00,543.42,543.78,543.41,543.41,0,4,0.0
2022-09-23 15:49:00-04:00,543.3,543.37,542.72,542.72,0,4,0.0
2022-09-23 15:50:00-04:00,542.07,542.42,541.97,542.11,0,4,0.0
2022-09-23 15:51:00-04:00,542.33,542.4,542.16,542.16,0,4,0.0
2022-09-23 15:52:00-04:00,542.32,542.54,542.32,542.43,0,4,0.0
2022-09-23 15:53:00-04:00,542.47,542.68,542.39,542.68,0,4,0.0
2022-09-23 15:54:00-04:00,542.69,542.69,542.34,542.62,0,4,0.0
2022-09-23 15:55:00-04:00,542.54,542.54,541.71,541.71,0,4,0.0
2022-09-23 15:56:00-04:00,541.33,541.33,540.99,541.09,0,4,0.0
2022-09-23 15:57:00-04:00,541.33,541.33,540.99,541.18,0,4,0.0
2022-09-23 15:58:00-04:00,541.44,541.49,541.28,541.28,0,4,0.0
2022-09-23 15:59:00-04:00,541.71,542.68,541.71,542.68,0,4,0.0
2022-09-26 09:31:00-04:00,540.35,540.98,540.35,540.98,0,4,0.0
2022-09-26 09:32:00-04:00,540.74,541.27,539.84,539.84,0,4,0.0
2022-09-26 09:33:00-04:00,540.01,540.95,540.01,540.12,0,4,0.0
2022-09-26 09:34:00-04:00,539.93,539.93,539.26,539.29,0,4,0.0
2022-09-26 09:35:00-04:00,539.54,539.54,537.66,539.05,0,4,0.0
2022-09-26 09:36:00-04:00,539.12,539.12,538.5,538.86,0,4,0.0
2022-09-26 09:37:00-04:00,538.67,538.67,538.22,538.34,0,4,0.0
2022-09-26 09:38:00-04:00,538.51,538.51,537.91,538.11,0,4,0.0
2022-09-26 09:39:00-04:00,538.5,539.58,538.5,539.48,0,4,0.0
2022-09-26 09:40:00-04:00,539.8,540.48,539.8,539.85,0,4,0.0
2022-09-26 09:41:00-04:00,539.94,540.71,539.94,540.24,0,4,0.0
2022-09-26 09:42:00-04:00,539.0,539.0,538.22,538.25,0,4,0.0
2022-09-26 09:43:00-04:00,537.94,538.27,536.24,536.24,0,4,0.0
2022-09-26 09:44:00-04:00,535.84,535.84,533.7,534.36,0,4,0.0
2022-09-26 09:45:00-04:00,534.68,534.81,534.39,534.81,0,4,0.0
2022-09-26 09:46:00-04:00,534.96,536.88,534.96,536.88,0,4,0.0
2022-09-26 09:47:00-04:00,537.35,539.18,537.35,539.18,0,4,0.0
2022-09-26 09:48:00-04:00,538.49,538.94,538.49,538.94,0,4,0.0
2022-09-26 09:49:00-04:00,539.63,539.81,538.65,538.65,0,4,0.0
2022-09-26 09:50:00-04:00,538.88,539.45,538.73,539.45,0,4,0.0
2022-09-26 09:51:00-04:00,538.82,538.85,538.46,538.46,0,4,0.0
2022-09-26 09:52:00-04:00,538.53,538.79,538.48,538.48,0,4,0.0
2022-09-26 09:53:00-04:00,538.41,538.63,538.31,538.63,0,4,0.0
2022-09-26 09:54:00-04:00,539.06,539.06,537.88,537.88,0,4,0.0
2022-09-26 09:55:00-04:00,537.51,537.51,535.89,535.89,0,4,0.0
2022-09-26 09:56:00-04:00,535.99,536.75,535.99,536.51,0,4,0.0
2022-09-26 09:57:00-04:00,536.91,537.57,536.91,537.57,0,4,0.0
2022-09-26 09:58:00-04:00,537.27,537.27,536.82,537.13,0,4,0.0
2022-09-26 09:59:00-04:00,537.75,539.29,537.75,539.29,0,4,0.0
2022-09-26 10:00:00-04:00,539.11,539.7,539.11,539.17,0,4,0.0
2022-09-26 10:01:00-04:00,538.67,538.67,537.82,538.27,0,4,0.0
2022-09-26 10:02:00-04:00,538.44,538.5,538.01,538.5,0,4,0.0
2022-09-26 10:03:00-04:00,538.83,539.03,538.47,538.47,0,4,0.0
2022-09-26 10:04:00-04:00,538.98,539.85,538.98,539.79,0,4,0.0
2022-09-26 10:05:00-04:00,540.87,541.07,540.61,540.61,0,4,0.0
2022-09-26 10:06:00-04:00,540.84,541.97,540.84,541.9,0,4,0.0
2022-09-26 10:07:00-04:00,541.86,542.12,541.63,541.63,0,4,0.0
2022-09-26 10:08:00-04:00,541.61,541.61,541.32,541.46,0,4,0.0
2022-09-26 10:09:00-04:00,541.18,541.36,540.99,540.99,0,4,0.0
2022-09-26 10:10:00-04:00,541.09,541.09,539.75,539.75,0,4,0.0
2022-09-26 10:11:00-04:00,539.76,540.29,539.76,540.29,0,4,0.0
2022-09-26 10:12:00-04:00,540.46,541.27,540.46,541.19,0,4,0.0
2022-09-26 10:13:00-04:00,541.39,542.22,541.39,541.97,0,4,0.0
2022-09-26 10:14:00-04:00,542.1,543.31,542.1,543.31,0,4,0.0
2022-09-26 10:15:00-04:00,543.1,543.67,543.1,543.67,0,4,0.0
2022-09-26 10:16:00-04:00,544.25,544.64,544.25,544.64,0,4,0.0
2022-09-26 10:17:00-04:00,544.98,544.98,544.46,544.46,0,4,0.0
2022-09-26 10:18:00-04:00,544.67,544.67,544.47,544.47,0,4,0.0
2022-09-26 10:19:00-04:00,544.53,544.77,544.53,544.56,0,4,0.0
2022-09-26 10:20:00-04:00,544.48,544.82,544.48,544.82,0,4,0.0
2022-09-26 10:21:00-04:00,545.12,545.12,544.17,544.17,0,4,0.0
2022-09-26 10:22:00-04:00,544.07,544.49,544.07,544.49,0,4,0.0
2022-09-26 10:23:00-04:00,544.46,544.48,544.18,544.18,0,4,0.0
2022-09-26 10:24:00-04:00,544.33,544.67,544.26,544.67,0,4,0.0
2022-09-26 10:25:00-04:00,544.67,545.42,544.67,545.15,0,4,0.0
2022-09-26 10:26:00-04:00,545.37,545.37,543.9,543.9,0,4,0.0
2022-09-26 10:27:00-04:00,544.01,544.07,543.79,544.07,0,4,0.0
