,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index
,open,high,low,close,volume,num_trds,value
2022-08-22 09:31:00-04:00,598.29,598.29,597.03,597.03,0,4,0.0
2022-08-22 09:32:00-04:00,597.99,598.69,597.99,598.65,0,4,0.0
2022-08-22 09:33:00-04:00,598.26,598.26,594.95,594.95,0,4,0.0
2022-08-22 09:34:00-04:00,594.86,594.86,593.71,593.71,0,4,0.0
2022-08-22 09:35:00-04:00,593.2,593.2,591.9,592.51,0,4,0.0
2022-08-22 09:36:00-04:00,592.28,592.99,592.28,592.99,0,4,0.0
2022-08-22 09:37:00-04:00,593.07,594.32,593.07,593.84,0,4,0.0
2022-08-22 09:38:00-04:00,593.73,593.94,593.35,593.35,0,4,0.0
2022-08-22 09:39:00-04:00,593.08,593.16,593.08,593.16,0,4,0.0
2022-08-22 09:40:00-04:00,593.66,593.66,592.3,592.3,0,4,0.0
2022-08-22 09:41:00-04:00,591.92,591.95,591.72,591.85,0,4,0.0
2022-08-22 09:42:00-04:00,592.78,593.55,592.78,593.3,0,4,0.0
2022-08-22 09:43:00-04:00,592.66,593.55,592.66,593.55,0,4,0.0
2022-08-22 09:44:00-04:00,593.54,593.64,593.4,593.4,0,4,0.0
2022-08-22 09:45:00-04:00,593.34,593.54,593.34,593.41,0,4,0.0
2022-08-22 09:46:00-04:00,593.64,593.64,593.03,593.6,0,4,0.0
2022-08-22 09:47:00-04:00,593.43,593.43,592.79,592.85,0,4,0.0
2022-08-22 09:48:00-04:00,592.89,592.89,592.32,592.32,0,4,0.0
2022-08-22 09:49:00-04:00,592.28,592.46,592.2,592.2,0,4,0.0
2022-08-22 09:50:00-04:00,591.78,591.78,591.32,591.32,0,4,0.0
2022-08-22 09:51:00-04:00,591.09,591.09,590.52,590.74,0,4,0.0
2022-08-22 09:52:00-04:00,590.55,590.55,589.72,590.01,0,4,0.0
2022-08-22 09:53:00-04:00,589.75,589.88,589.57,589.88,0,4,0.0
2022-08-22 09:54:00-04:00,590.16,590.87,590.16,590.87,0,4,0.0
2022-08-22 09:55:00-04:00,590.82,591.4,590.54,591.4,0,4,0.0
2022-08-22 09:56:00-04:00,591.42,592.29,591.42,592.29,0,4,0.0
2022-08-22 09:57:00-04:00,591.92,591.92,591.51,591.71,0,4,0.0
2022-08-22 09:58:00-04:00,591.67,591.67,590.97,590.97,0,4,0.0
2022-08-22 09:59:00-04:00,590.67,590.82,590.58,590.58,0,4,0.0
2022-08-22 10:00:00-04:00,588.79,589.02,588.64,589.02,0,4,0.0
2022-08-22 10:01:00-04:00,588.81,589.62,588.81,589.62,0,4,0.0
2022-08-22 10:02:00-04:00,589.5,589.62,589.41,589.62,0,4,0.0
2022-08-22 10:03:00-04:00,589.54,589.99,589.52,589.99,0,4,0.0
2022-08-22 10:04:00-04:00,590.19,590.39,590.09,590.39,0,4,0.0
2022-08-22 10:05:00-04:00,590.57,590.57,590.05,590.4,0,4,0.0
2022-08-22 10:06:00-04:00,590.8,590.93,590.64,590.64,0,4,0.0
2022-08-22 10:07:00-04:00,590.59,590.59,589.93,589.93,0,4,0.0
2022-08-22 10:08:00-04:00,589.73,589.85,589.43,589.43,0,4,0.0
2022-08-22 10:09:00-04:00,589.3,590.42,589.27,590.42,0,4,0.0
2022-08-22 10:10:00-04:00,590.85,591.26,590.85,590.85,0,4,0.0
2022-08-22 10:11:00-04:00,591.32,591.32,590.9,590.93,0,4,0.0
2022-08-22 10:12:00-04:00,590.98,591.3,590.79,591.3,0,4,0.0
2022-08-22 10:13:00-04:00,591.35,591.77,591.35,591.62,0,4,0.0
2022-08-22 10:14:00-04:00,591.3,591.9,591.3,591.9,0,4,0.0
2022-08-22 10:15:00-04:00,591.94,592.22,591.93,592.22,0,4,0.0
2022-08-22 10:16:00-04:00,592.2,593.1,592.2,593.1,0,4,0.0
2022-08-22 10:17:00-04:00,593.42,594.25,593.42,594.25,0,4,0.0
2022-08-22 10:18:00-04:00,594.14,594.18,593.99,593.99,0,4,0.0
2022-08-22 10:19:00-04:00,593.87,593.96,593.5,593.96,0,4,0.0
2022-08-22 10:20:00-04:00,593.81,593.95,593.36,593.36,0,4,0.0
2022-08-22 10:21:00-04:00,593.02,593.02,592.67,592.67,0,4,0.0
2022-08-22 10:22:00-04:00,592.64,592.96,592.64,592.68,0,4,0.0
2022-08-22 10:23:00-04:00,592.87,592.87,592.6,592.6,0,4,0.0
2022-08-22 10:24:00-04:00,592.41,592.41,591.39,591.39,0,4,0.0
2022-08-22 10:25:00-04:00,591.34,591.58,591.18,591.18,0,4,0.0
2022-08-22 10:26:00-04:00,591.24,591.24,590.92,591.04,0,4,0.0
2022-08-22 10:27:00-04:00,591.12,592.29,591.12,592.29,0,4,0.0
2022-08-22 10:28:00-04:00,592.39,592.48,592.05,592.05,0,4,0.0
2022-08-22 10:29:00-04:00,591.87,591.87,591.33,591.33,0,4,0.0
2022-08-22 10:30:00-04:00,591.47,591.82,591.47,591.82,0,4,0.0
2022-08-22 10:31:00-04:00,592.14,592.59,592.14,592.41,0,4,0.0
2022-08-22 10:32:00-04:00,591.93,591.94,591.83,591.83,0,4,0.0
2022-08-22 10:33:00-04:00,591.52,591.75,591.52,591.75,0,4,0.0
2022-08-22 10:34:00-04:00,591.03,591.03,590.58,590.7,0,4,0.0
2022-08-22 10:35:00-04:00,591.07,591.07,590.75,590.89,0,4,0.0
2022-08-22 10:36:00-04:00,591.3,591.57,591.29,591.41,0,4,0.0
2022-08-22 10:37:00-04:00,591.73,592.24,591.73,592.24,0,4,0.0
2022-08-22 10:38:00-04:00,592.33,592.7,592.33,592.65,0,4,0.0
2022-08-22 10:39:00-04:00,592.7,593.1,592.7,593.1,0,4,0.0
2022-08-22 10:40:00-04:00,593.29,593.9,593.29,593.9,0,4,0.0
2022-08-22 10:41:00-04:00,594.06,594.21,594.06,594.21,0,4,0.0
2022-08-22 10:42:00-04:00,594.11,594.11,593.26,593.26,0,4,0.0
2022-08-22 10:43:00-04:00,593.25,593.25,592.97,592.97,0,4,0.0
2022-08-22 10:44:00-04:00,593.3,593.3,593.19,593.23,0,4,0.0
2022-08-22 10:45:00-04:00,593.14,593.14,592.97,593.03,0,4,0.0
2022-08-22 10:46:00-04:00,593.11,593.86,593.11,593.79,0,4,0.0
2022-08-22 10:47:00-04:00,593.9,594.08,593.9,594.08,0,4,0.0
2022-08-22 10:48:00-04:00,594.14,594.14,594.02,594.12,0,4,0.0
2022-08-22 10:49:00-04:00,594.06,594.51,594.06,594.44,0,4,0.0
2022-08-22 10:50:00-04:00,594.08,594.09,593.92,593.92,0,4,0.0
2022-08-22 10:51:00-04:00,594.09,594.79,593.83,594.79,0,4,0.0
2022-08-22 10:52:00-04:00,594.5,594.52,594.38,594.52,0,4,0.0
2022-08-22 10:53:00-04:00,594.43,594.43,594.02,594.02,0,4,0.0
2022-08-22 10:54:00-04:00,593.75,593.79,593.75,593.77,0,4,0.0
2022-08-22 10:55:00-04:00,593.99,593.99,593.36,593.36,0,4,0.0
2022-08-22 10:56:00-04:00,593.5,593.64,593.31,593.31,0,4,0.0
2022-08-22 10:57:00-04:00,593.32,593.45,593.21,593.27,0,4,0.0
2022-08-22 10:58:00-04:00,593.28,593.87,593.28,593.87,0,4,0.0
2022-08-22 10:59:00-04:00,593.98,594.07,593.98,594.06,0,4,0.0
2022-08-22 11:00:00-04:00,594.45,594.45,594.02,594.07,0,4,0.0
2022-08-22 11:01:00-04:00,594.21,594.21,593.98,593.98,0,4,0.0
2022-08-22 11:02:00-04:00,593.99,594.2,593.83,593.83,0,4,0.0
2022-08-22 11:03:00-04:00,593.94,594.37,593.94,594.37,0,4,0.0
2022-08-22 11:04:00-04:00,594.34,594.42,594.22,594.42,0,4,0.0
2022-08-22 11:05:00-04:00,594.61,594.61,594.45,594.45,0,4,0.0
2022-08-22 11:06:00-04:00,594.49,594.87,594.47,594.87,0,4,0.0
2022-08-22 11:07:00-04:00,595.08,595.3,595.07,595.3,0,4,0.0
2022-08-22 11:08:00-04:00,595.64,595.64,595.11,595.11,0,4,0.0
2022-08-22 11:09:00-04:00,594.74,594.87,594.74,594.86,0,4,0.0
2022-08-22 11:10:00-04:00,594.92,595.06,594.92,594.95,0,4,0.0
2022-08-22 11:11:00-04:00,595.02,595.27,594.94,594.94,0,4,0.0
2022-08-22 11:12:00-04:00,594.68,594.68,594.2,594.2,0,4,0.0
2022-08-22 11:13:00-04:00,594.28,594.78,594.28,594.78,0,4,0.0
2022-08-22 11:14:00-04:00,595.17,595.52,595.17,595.52,0,4,0.0
2022-08-22 11:15:00-04:00,595.58,596.17,595.58,596.17,0,4,0.0
2022-08-22 11:16:00-04:00,596.01,596.3,596.01,596.29,0,4,0.0
2022-08-22 11:17:00-04:00,596.37,596.37,596.16,596.16,0,4,0.0
2022-08-22 11:18:00-04:00,596.11,596.47,596.11,596.47,0,4,0.0
2022-08-22 11:19:00-04:00,596.86,596.92,596.75,596.77,0,4,0.0
2022-08-22 11:20:00-04:00,597.05,597.24,597.05,597.17,0,4,0.0
2022-08-22 11:21:00-04:00,597.3,597.51,597.28,597.51,0,4,0.0
2022-08-22 11:22:00-04:00,597.4,597.4,597.24,597.24,0,4,0.0
2022-08-22 11:23:00-04:00,597.19,597.42,596.01,596.01,0,4,0.0
2022-08-22 11:24:00-04:00,596.98,600.65,596.98,600.65,0,4,0.0
2022-08-22 11:25:00-04:00,601.4,601.4,600.3,601.1,0,4,0.0
2022-08-22 11:26:00-04:00,601.75,601.75,600.95,601.16,0,4,0.0
2022-08-22 11:27:00-04:00,601.28,603.54,601.28,603.54,0,4,0.0
2022-08-22 11:28:00-04:00,603.26,603.26,602.53,602.98,0,4,0.0
2022-08-22 11:29:00-04:00,602.79,602.79,602.43,602.43,0,4,0.0
2022-08-22 11:30:00-04:00,602.85,602.85,601.65,601.65,0,4,0.0
2022-08-22 11:31:00-04:00,601.19,601.63,601.19,601.63,0,4,0.0
2022-08-22 11:32:00-04:00,602.06,602.14,601.93,601.93,0,4,0.0
2022-08-22 11:33:00-04:00,601.7,602.23,601.7,602.23,0,4,0.0
2022-08-22 11:34:00-04:00,601.9,602.04,601.9,601.97,0,4,0.0
2022-08-22 11:35:00-04:00,602.26,603.71,602.26,603.39,0,4,0.0
2022-08-22 11:36:00-04:00,603.33,603.86,603.33,603.86,0,4,0.0
2022-08-22 11:37:00-04:00,603.7,604.07,603.7,604.07,0,4,0.0
2022-08-22 11:38:00-04:00,603.79,604.2,603.73,604.2,0,4,0.0
2022-08-22 11:39:00-04:00,604.6,604.66,604.41,604.41,0,4,0.0
2022-08-22 11:40:00-04:00,604.63,605.11,604.63,605.11,0,4,0.0
2022-08-22 11:41:00-04:00,605.15,605.23,605.15,605.22,0,4,0.0
2022-08-22 11:42:00-04:00,605.33,605.52,605.3,605.3,0,4,0.0
2022-08-22 11:43:00-04:00,605.54,605.55,605.06,605.06,0,4,0.0
2022-08-22 11:44:00-04:00,604.75,604.75,604.21,604.32,0,4,0.0
2022-08-22 11:45:00-04:00,604.08,604.3,603.89,603.92,0,4,0.0
2022-08-22 11:46:00-04:00,604.02,604.41,604.02,604.12,0,4,0.0
2022-08-22 11:47:00-04:00,604.26,604.26,603.56,603.56,0,4,0.0
2022-08-22 11:48:00-04:00,603.55,603.61,603.46,603.46,0,4,0.0
2022-08-22 11:49:00-04:00,603.44,603.78,603.44,603.67,0,4,0.0
2022-08-22 11:50:00-04:00,603.36,603.36,602.58,602.58,0,4,0.0
2022-08-22 11:51:00-04:00,602.49,602.49,601.87,601.87,0,4,0.0
2022-08-22 11:52:00-04:00,602.02,602.02,601.65,601.67,0,4,0.0
2022-08-22 11:53:00-04:00,601.47,601.47,601.02,601.17,0,4,0.0
2022-08-22 11:54:00-04:00,601.08,601.2,601.08,601.2,0,4,0.0
2022-08-22 11:55:00-04:00,601.0,601.14,600.84,600.84,0,4,0.0
2022-08-22 11:56:00-04:00,600.85,601.2,600.85,601.18,0,4,0.0
2022-08-22 11:57:00-04:00,600.8,601.06,600.8,600.87,0,4,0.0
2022-08-22 11:58:00-04:00,600.43,600.53,600.3,600.3,0,4,0.0
2022-08-22 11:59:00-04:00,600.34,600.78,600.34,600.76,0,4,0.0
2022-08-22 12:00:00-04:00,600.63,601.04,600.63,601.04,0,4,0.0
2022-08-22 12:01:00-04:00,600.89,601.28,600.89,601.18,0,4,0.0
2022-08-22 12:02:00-04:00,601.03,601.05,600.82,601.05,0,4,0.0
2022-08-22 12:03:00-04:00,601.06,601.38,601.06,601.32,0,4,0.0
2022-08-22 12:04:00-04:00,601.34,601.34,601.11,601.32,0,4,0.0
2022-08-22 12:05:00-04:00,601.54,601.91,601.54,601.91,0,4,0.0
2022-08-22 12:06:00-04:00,602.36,602.36,602.01,602.06,0,4,0.0
2022-08-22 12:07:00-04:00,602.19,602.87,602.19,602.76,0,4,0.0
2022-08-22 12:08:00-04:00,602.42,602.42,601.65,601.65,0,4,0.0
2022-08-22 12:09:00-04:00,601.15,601.15,601.0,601.06,0,4,0.0
2022-08-22 12:10:00-04:00,600.77,601.2,600.77,601.2,0,4,0.0
2022-08-22 12:11:00-04:00,601.32,601.52,601.13,601.13,0,4,0.0
2022-08-22 12:12:00-04:00,601.03,601.03,600.58,600.58,0,4,0.0
2022-08-22 12:13:00-04:00,600.64,600.65,600.3,600.3,0,4,0.0
2022-08-22 12:14:00-04:00,600.08,600.33,599.96,600.33,0,4,0.0
2022-08-22 12:15:00-04:00,600.56,600.63,600.52,600.58,0,4,0.0
2022-08-22 12:16:00-04:00,600.52,600.52,600.12,600.28,0,4,0.0
2022-08-22 12:17:00-04:00,600.27,600.66,600.27,600.66,0,4,0.0
2022-08-22 12:18:00-04:00,600.94,601.11,600.94,600.97,0,4,0.0
2022-08-22 12:19:00-04:00,600.7,600.74,600.52,600.74,0,4,0.0
2022-08-22 12:20:00-04:00,601.1,601.39,601.1,601.39,0,4,0.0
2022-08-22 12:21:00-04:00,601.32,601.67,601.32,601.67,0,4,0.0
2022-08-22 12:22:00-04:00,601.68,601.68,601.39,601.39,0,4,0.0
2022-08-22 12:23:00-04:00,601.39,601.64,601.39,601.64,0,4,0.0
2022-08-22 12:24:00-04:00,601.89,602.01,601.89,601.92,0,4,0.0
2022-08-22 12:25:00-04:00,601.93,602.22,601.93,602.22,0,4,0.0
2022-08-22 12:26:00-04:00,602.12,602.12,601.73,601.73,0,4,0.0
2022-08-22 12:27:00-04:00,601.57,601.57,601.11,601.11,0,4,0.0
2022-08-22 12:28:00-04:00,600.89,600.89,600.6,600.62,0,4,0.0
2022-08-22 12:29:00-04:00,600.52,600.52,600.19,600.25,0,4,0.0
2022-08-22 12:30:00-04:00,600.44,600.61,600.44,600.61,0,4,0.0
2022-08-22 12:31:00-04:00,600.68,600.7,600.68,600.68,0,4,0.0
2022-08-22 12:32:00-04:00,600.5,600.86,600.5,600.86,0,4,0.0
2022-08-22 12:33:00-04:00,600.91,601.71,600.91,601.71,0,4,0.0
2022-08-22 12:34:00-04:00,601.7,601.73,601.59,601.59,0,4,0.0
2022-08-22 12:35:00-04:00,601.55,601.87,601.55,601.78,0,4,0.0
2022-08-22 12:36:00-04:00,601.83,602.1,601.83,602.1,0,4,0.0
2022-08-22 12:37:00-04:00,602.1,602.12,601.96,602.02,0,4,0.0
2022-08-22 12:38:00-04:00,602.25,602.75,602.25,602.75,0,4,0.0
2022-08-22 12:39:00-04:00,602.88,602.88,602.58,602.58,0,4,0.0
2022-08-22 12:40:00-04:00,602.52,602.52,602.19,602.19,0,4,0.0
2022-08-22 12:41:00-04:00,602.2,602.42,602.2,602.42,0,4,0.0
2022-08-22 12:42:00-04:00,602.51,602.51,602.26,602.31,0,4,0.0
2022-08-22 12:43:00-04:00,602.29,602.42,602.29,602.42,0,4,0.0
2022-08-22 12:44:00-04:00,602.34,602.34,601.86,601.86,0,4,0.0
2022-08-22 12:45:00-04:00,601.96,601.96,601.74,601.81,0,4,0.0
2022-08-22 12:46:00-04:00,601.99,602.03,601.92,602.03,0,4,0.0
2022-08-22 12:47:00-04:00,601.94,602.01,601.94,601.96,0,4,0.0
2022-08-22 12:48:00-04:00,601.98,602.21,601.98,602.21,0,4,0.0
2022-08-22 12:49:00-04:00,602.22,602.28,602.16,602.18,0,4,0.0
2022-08-22 12:50:00-04:00,602.23,602.58,602.23,602.53,0,4,0.0
2022-08-22 12:51:00-04:00,602.62,602.7,602.6,602.7,0,4,0.0
2022-08-22 12:52:00-04:00,602.79,603.27,602.79,603.08,0,4,0.0
2022-08-22 12:53:00-04:00,603.07,603.13,603.02,603.06,0,4,0.0
2022-08-22 12:54:00-04:00,603.28,603.47,603.13,603.47,0,4,0.0
2022-08-22 12:55:00-04:00,603.48,603.98,603.48,603.98,0,4,0.0
2022-08-22 12:56:00-04:00,604.07,604.12,603.98,603.98,0,4,0.0
2022-08-22 12:57:00-04:00,603.85,603.85,603.11,603.11,0,4,0.0
2022-08-22 12:58:00-04:00,603.1,603.11,603.1,603.11,0,4,0.0
2022-08-22 12:59:00-04:00,603.22,603.37,603.2,603.37,0,4,0.0
2022-08-22 13:00:00-04:00,603.2,603.2,602.69,602.69,0,4,0.0
2022-08-22 13:01:00-04:00,602.57,603.09,602.57,603.09,0,4,0.0
2022-08-22 13:02:00-04:00,602.73,602.79,602.7,602.79,0,4,0.0
2022-08-22 13:03:00-04:00,602.62,602.84,602.62,602.63,0,4,0.0
2022-08-22 13:04:00-04:00,602.53,602.53,602.38,602.39,0,4,0.0
2022-08-22 13:05:00-04:00,602.31,602.39,602.21,602.21,0,4,0.0
2022-08-22 13:06:00-04:00,602.19,602.19,601.89,601.89,0,4,0.0
2022-08-22 13:07:00-04:00,601.94,602.1,601.83,601.83,0,4,0.0
2022-08-22 13:08:00-04:00,601.82,602.06,601.82,601.9,0,4,0.0
2022-08-22 13:09:00-04:00,601.86,601.86,601.85,601.85,0,4,0.0
2022-08-22 13:10:00-04:00,601.8,601.89,601.54,601.54,0,4,0.0
2022-08-22 13:11:00-04:00,601.03,601.03,600.56,600.56,0,4,0.0
2022-08-22 13:12:00-04:00,600.65,600.65,600.39,600.44,0,4,0.0
2022-08-22 13:13:00-04:00,600.24,600.24,600.16,600.22,0,4,0.0
2022-08-22 13:14:00-04:00,600.26,600.35,600.26,600.33,0,4,0.0
2022-08-22 13:15:00-04:00,600.36,600.36,600.05,600.05,0,4,0.0
2022-08-22 13:16:00-04:00,600.05,600.05,599.94,599.94,0,4,0.0
2022-08-22 13:17:00-04:00,599.74,599.82,599.51,599.51,0,4,0.0
2022-08-22 13:18:00-04:00,599.32,599.49,599.32,599.47,0,4,0.0
2022-08-22 13:19:00-04:00,599.48,599.61,599.48,599.61,0,4,0.0
2022-08-22 13:20:00-04:00,599.61,599.61,599.4,599.53,0,4,0.0
2022-08-22 13:21:00-04:00,599.66,599.66,599.64,599.66,0,4,0.0
2022-08-22 13:22:00-04:00,599.63,599.63,599.56,599.59,0,4,0.0
2022-08-22 13:23:00-04:00,599.33,599.33,599.15,599.15,0,4,0.0
2022-08-22 13:24:00-04:00,599.15,599.15,598.91,598.96,0,4,0.0
2022-08-22 13:25:00-04:00,598.99,599.31,598.99,599.25,0,4,0.0
2022-08-22 13:26:00-04:00,599.26,599.5,599.26,599.44,0,4,0.0
2022-08-22 13:27:00-04:00,599.52,599.52,599.29,599.36,0,4,0.0
2022-08-22 13:28:00-04:00,598.81,598.81,598.35,598.35,0,4,0.0
2022-08-22 13:29:00-04:00,598.4,598.59,598.4,598.54,0,4,0.0
2022-08-22 13:30:00-04:00,598.48,599.01,598.48,599.01,0,4,0.0
2022-08-22 13:31:00-04:00,598.97,598.99,598.82,598.86,0,4,0.0
2022-08-22 13:32:00-04:00,598.72,598.72,598.41,598.5,0,4,0.0
2022-08-22 13:33:00-04:00,598.58,598.59,598.54,598.54,0,4,0.0
2022-08-22 13:34:00-04:00,598.52,598.52,598.26,598.28,0,4,0.0
2022-08-22 13:35:00-04:00,597.9,597.98,597.87,597.87,0,4,0.0
2022-08-22 13:36:00-04:00,597.6,597.9,597.6,597.84,0,4,0.0
2022-08-22 13:37:00-04:00,597.72,598.31,597.72,598.31,0,4,0.0
2022-08-22 13:38:00-04:00,598.53,598.55,598.51,598.51,0,4,0.0
2022-08-22 13:39:00-04:00,598.5,598.5,598.19,598.19,0,4,0.0
2022-08-22 13:40:00-04:00,598.06,598.34,598.06,598.34,0,4,0.0
2022-08-22 13:41:00-04:00,598.31,598.46,598.31,598.42,0,4,0.0
2022-08-22 13:42:00-04:00,598.13,598.19,598.09,598.09,0,4,0.0
2022-08-22 13:43:00-04:00,598.17,598.17,597.94,597.94,0,4,0.0
2022-08-22 13:44:00-04:00,597.9,597.9,597.45,597.45,0,4,0.0
2022-08-22 13:45:00-04:00,597.4,597.71,597.4,597.51,0,4,0.0
2022-08-22 13:46:00-04:00,597.6,597.6,597.38,597.48,0,4,0.0
2022-08-22 13:47:00-04:00,597.54,597.54,597.12,597.12,0,4,0.0
2022-08-22 13:48:00-04:00,597.11,597.32,597.11,597.24,0,4,0.0
2022-08-22 13:49:00-04:00,597.48,597.66,597.48,597.54,0,4,0.0
2022-08-22 13:50:00-04:00,597.61,598.02,597.61,598.02,0,4,0.0
2022-08-22 13:51:00-04:00,597.98,598.43,597.98,598.43,0,4,0.0
2022-08-22 13:52:00-04:00,598.41,598.6,598.41,598.6,0,4,0.0
2022-08-22 13:53:00-04:00,598.45,598.66,598.45,598.66,0,4,0.0
2022-08-22 13:54:00-04:00,598.75,598.88,598.75,598.85,0,4,0.0
2022-08-22 13:55:00-04:00,598.69,598.69,598.33,598.33,0,4,0.0
2022-08-22 13:56:00-04:00,598.31,598.38,598.28,598.28,0,4,0.0
2022-08-22 13:57:00-04:00,598.27,598.53,598.27,598.53,0,4,0.0
2022-08-22 13:58:00-04:00,598.6,598.62,598.4,598.4,0,4,0.0
2022-08-22 13:59:00-04:00,598.51,598.77,598.51,598.72,0,4,0.0
2022-08-22 14:00:00-04:00,598.81,598.94,598.77,598.94,0,4,0.0
2022-08-22 14:01:00-04:00,598.97,599.2,598.97,599.03,0,4,0.0
2022-08-22 14:02:00-04:00,598.99,599.42,598.99,599.42,0,4,0.0
2022-08-22 14:03:00-04:00,599.31,599.5,599.3,599.42,0,4,0.0
2022-08-22 14:04:00-04:00,599.45,599.62,599.45,599.62,0,4,0.0
2022-08-22 14:05:00-04:00,599.31,599.53,599.31,599.53,0,4,0.0
2022-08-22 14:06:00-04:00,599.57,599.63,599.57,599.63,0,4,0.0
2022-08-22 14:07:00-04:00,599.64,599.64,599.39,599.39,0,4,0.0
2022-08-22 14:08:00-04:00,599.28,599.37,599.28,599.3,0,4,0.0
2022-08-22 14:09:00-04:00,599.25,599.3,599.12,599.3,0,4,0.0
2022-08-22 14:10:00-04:00,599.34,599.34,599.11,599.11,0,4,0.0
2022-08-22 14:11:00-04:00,598.89,598.89,598.56,598.58,0,4,0.0
2022-08-22 14:12:00-04:00,598.67,598.67,598.6,598.6,0,4,0.0
2022-08-22 14:13:00-04:00,598.44,598.68,598.44,598.68,0,4,0.0
2022-08-22 14:14:00-04:00,598.66,599.04,598.66,599.04,0,4,0.0
2022-08-22 14:15:00-04:00,599.11,599.11,598.95,598.95,0,4,0.0
2022-08-22 14:16:00-04:00,598.93,599.05,598.93,598.94,0,4,0.0
2022-08-22 14:17:00-04:00,598.94,599.16,598.92,599.02,0,4,0.0
2022-08-22 14:18:00-04:00,599.01,599.01,598.78,598.78,0,4,0.0
2022-08-22 14:19:00-04:00,598.83,598.96,598.83,598.96,0,4,0.0
2022-08-22 14:20:00-04:00,599.03,599.03,598.96,598.97,0,4,0.0
2022-08-22 14:21:00-04:00,598.79,598.96,598.79,598.96,0,4,0.0
2022-08-22 14:22:00-04:00,599.05,599.15,599.05,599.06,0,4,0.0
2022-08-22 14:23:00-04:00,598.99,599.12,598.99,599.04,0,4,0.0
2022-08-22 14:24:00-04:00,598.84,598.85,598.81,598.85,0,4,0.0
2022-08-22 14:25:00-04:00,599.11,599.19,599.06,599.06,0,4,0.0
2022-08-22 14:26:00-04:00,599.11,599.44,599.11,599.44,0,4,0.0
2022-08-22 14:27:00-04:00,599.57,599.87,599.57,599.87,0,4,0.0
2022-08-22 14:28:00-04:00,600.13,600.44,600.13,600.44,0,4,0.0
2022-08-22 14:29:00-04:00,600.47,600.55,600.36,600.36,0,4,0.0
2022-08-22 14:30:00-04:00,600.39,600.74,600.39,600.74,0,4,0.0
2022-08-22 14:31:00-04:00,600.87,600.94,600.66,600.67,0,4,0.0
2022-08-22 14:32:00-04:00,600.6,600.72,600.52,600.72,0,4,0.0
2022-08-22 14:33:00-04:00,600.62,600.77,600.62,600.74,0,4,0.0
2022-08-22 14:34:00-04:00,600.89,600.89,600.84,600.88,0,4,0.0
2022-08-22 14:35:00-04:00,600.97,600.97,600.64,600.64,0,4,0.0
2022-08-22 14:36:00-04:00,600.64,600.64,600.49,600.49,0,4,0.0
2022-08-22 14:37:00-04:00,600.65,601.01,600.65,600.96,0,4,0.0
2022-08-22 14:38:00-04:00,600.88,601.04,600.88,601.04,0,4,0.0
2022-08-22 14:39:00-04:00,600.97,600.97,600.89,600.89,0,4,0.0
2022-08-22 14:40:00-04:00,600.72,600.77,600.59,600.62,0,4,0.0
2022-08-22 14:41:00-04:00,600.56,600.66,600.56,600.59,0,4,0.0
2022-08-22 14:42:00-04:00,600.59,600.65,600.59,600.59,0,4,0.0
2022-08-22 14:43:00-04:00,600.62,600.87,600.62,600.82,0,4,0.0
2022-08-22 14:44:00-04:00,600.87,601.03,600.87,600.94,0,4,0.0
2022-08-22 14:45:00-04:00,600.97,601.18,600.97,601.18,0,4,0.0
2022-08-22 14:46:00-04:00,601.22,601.22,601.09,601.11,0,4,0.0
2022-08-22 14:47:00-04:00,601.06,601.11,600.98,600.98,0,4,0.0
2022-08-22 14:48:00-04:00,600.86,600.96,600.86,600.89,0,4,0.0
2022-08-22 14:49:00-04:00,600.82,600.83,600.76,600.83,0,4,0.0
2022-08-22 14:50:00-04:00,600.82,600.83,600.77,600.8,0,4,0.0
2022-08-22 14:51:00-04:00,600.86,600.97,600.64,600.64,0,4,0.0
2022-08-22 14:52:00-04:00,600.51,600.51,600.29,600.29,0,4,0.0
2022-08-22 14:53:00-04:00,600.18,600.25,600.17,600.25,0,4,0.0
2022-08-22 14:54:00-04:00,600.32,600.32,600.18,600.18,0,4,0.0
2022-08-22 14:55:00-04:00,600.11,600.11,599.73,599.73,0,4,0.0
2022-08-22 14:56:00-04:00,599.69,599.7,599.54,599.54,0,4,0.0
2022-08-22 14:57:00-04:00,599.23,599.34,599.19,599.3,0,4,0.0
2022-08-22 14:58:00-04:00,599.32,599.47,599.32,599.41,0,4,0.0
2022-08-22 14:59:00-04:00,599.44,599.66,599.44,599.57,0,4,0.0
2022-08-22 15:00:00-04:00,599.52,600.13,599.52,600.13,0,4,0.0
2022-08-22 15:01:00-04:00,600.17,600.62,600.17,600.62,0,4,0.0
2022-08-22 15:02:00-04:00,600.86,600.86,600.8,600.84,0,4,0.0
2022-08-22 15:03:00-04:00,600.72,600.72,600.35,600.35,0,4,0.0
2022-08-22 15:04:00-04:00,600.28,600.31,600.17,600.3,0,4,0.0
2022-08-22 15:05:00-04:00,600.19,600.27,600.01,600.27,0,4,0.0
2022-08-22 15:06:00-04:00,600.22,600.38,600.19,600.19,0,4,0.0
2022-08-22 15:07:00-04:00,600.2,600.33,600.2,600.33,0,4,0.0
2022-08-22 15:08:00-04:00,600.33,600.54,600.33,600.4,0,4,0.0
2022-08-22 15:09:00-04:00,600.46,600.85,600.46,600.85,0,4,0.0
