,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index
,open,high,low,close,volume,num_trds,value
2022-08-22 09:30:00-04:00,196.85,196.85,193.93,193.93,0,5,0.0
2022-08-22 09:31:00-04:00,193.91,193.96,193.85,193.96,0,4,0.0
2022-08-22 09:32:00-04:00,193.69,193.79,193.58,193.58,0,4,0.0
2022-08-22 09:33:00-04:00,193.61,193.61,193.45,193.45,0,4,0.0
2022-08-22 09:34:00-04:00,193.24,193.24,192.96,193.08,0,4,0.0
2022-08-22 09:35:00-04:00,193.09,193.09,192.96,193.07,0,4,0.0
2022-08-22 09:36:00-04:00,193.09,193.09,192.81,192.81,0,4,0.0
2022-08-22 09:37:00-04:00,192.99,193.24,192.99,193.21,0,4,0.0
2022-08-22 09:38:00-04:00,193.35,193.39,193.3,193.37,0,4,0.0
2022-08-22 09:39:00-04:00,193.3,193.45,193.3,193.37,0,4,0.0
2022-08-22 09:40:00-04:00,193.41,193.56,193.41,193.48,0,4,0.0
2022-08-22 09:41:00-04:00,193.46,193.56,193.46,193.52,0,4,0.0
2022-08-22 09:42:00-04:00,193.49,193.78,193.49,193.78,0,4,0.0
2022-08-22 09:43:00-04:00,193.61,193.92,193.61,193.92,0,4,0.0
2022-08-22 09:44:00-04:00,193.86,193.86,193.74,193.74,0,4,0.0
2022-08-22 09:45:00-04:00,193.73,193.88,193.73,193.88,0,4,0.0
2022-08-22 09:46:00-04:00,193.82,193.82,193.77,193.8,0,4,0.0
2022-08-22 09:47:00-04:00,193.77,193.86,193.63,193.63,0,4,0.0
2022-08-22 09:48:00-04:00,193.53,193.53,193.45,193.45,0,4,0.0
2022-08-22 09:49:00-04:00,193.46,193.46,193.26,193.26,0,4,0.0
2022-08-22 09:50:00-04:00,193.08,193.22,193.08,193.19,0,4,0.0
2022-08-22 09:51:00-04:00,193.14,193.14,193.02,193.02,0,4,0.0
2022-08-22 09:52:00-04:00,193.02,193.18,193.02,193.14,0,4,0.0
2022-08-22 09:53:00-04:00,193.24,193.25,193.16,193.25,0,4,0.0
2022-08-22 09:54:00-04:00,193.32,193.43,193.32,193.34,0,4,0.0
2022-08-22 09:55:00-04:00,193.42,193.5,193.42,193.5,0,4,0.0
2022-08-22 09:56:00-04:00,193.47,193.58,193.47,193.58,0,4,0.0
2022-08-22 09:57:00-04:00,193.54,193.54,193.46,193.46,0,4,0.0
2022-08-22 09:58:00-04:00,193.45,193.48,193.41,193.48,0,4,0.0
2022-08-22 09:59:00-04:00,193.43,193.44,193.32,193.32,0,4,0.0
2022-08-22 10:00:00-04:00,193.19,193.19,193.0,193.05,0,4,0.0
2022-08-22 10:01:00-04:00,193.07,193.07,192.98,192.98,0,4,0.0
2022-08-22 10:02:00-04:00,192.9,192.97,192.85,192.97,0,4,0.0
2022-08-22 10:03:00-04:00,193.06,193.08,193.02,193.08,0,4,0.0
2022-08-22 10:04:00-04:00,193.12,193.16,193.12,193.15,0,4,0.0
2022-08-22 10:05:00-04:00,193.19,193.19,193.04,193.04,0,4,0.0
2022-08-22 10:06:00-04:00,193.07,193.07,192.94,192.96,0,4,0.0
2022-08-22 10:07:00-04:00,192.97,192.97,192.89,192.9,0,4,0.0
2022-08-22 10:08:00-04:00,192.82,192.83,192.79,192.79,0,4,0.0
2022-08-22 10:09:00-04:00,192.68,192.85,192.68,192.85,0,4,0.0
2022-08-22 10:10:00-04:00,192.89,192.89,192.63,192.63,0,4,0.0
2022-08-22 10:11:00-04:00,192.69,192.69,192.63,192.63,0,4,0.0
2022-08-22 10:12:00-04:00,192.53,192.61,192.53,192.61,0,4,0.0
2022-08-22 10:13:00-04:00,192.61,192.61,192.46,192.46,0,4,0.0
2022-08-22 10:14:00-04:00,192.49,192.54,192.49,192.54,0,4,0.0
2022-08-22 10:15:00-04:00,192.62,192.62,192.45,192.53,0,4,0.0
2022-08-22 10:16:00-04:00,192.58,192.65,192.58,192.58,0,4,0.0
2022-08-22 10:17:00-04:00,192.61,192.61,192.54,192.56,0,4,0.0
2022-08-22 10:18:00-04:00,192.45,192.45,192.36,192.37,0,4,0.0
2022-08-22 10:19:00-04:00,192.27,192.4,192.27,192.4,0,4,0.0
2022-08-22 10:20:00-04:00,192.36,192.38,192.36,192.38,0,4,0.0
2022-08-22 10:21:00-04:00,192.4,192.4,192.3,192.38,0,4,0.0
2022-08-22 10:22:00-04:00,192.35,192.43,192.33,192.33,0,4,0.0
2022-08-22 10:23:00-04:00,192.25,192.25,192.09,192.09,0,4,0.0
2022-08-22 10:24:00-04:00,192.13,192.15,192.05,192.05,0,4,0.0
2022-08-22 10:25:00-04:00,192.05,192.15,192.05,192.12,0,4,0.0
2022-08-22 10:26:00-04:00,192.15,192.17,192.11,192.17,0,4,0.0
2022-08-22 10:27:00-04:00,192.24,192.41,192.24,192.41,0,4,0.0
2022-08-22 10:28:00-04:00,192.38,192.39,192.34,192.34,0,4,0.0
2022-08-22 10:29:00-04:00,192.35,192.38,192.31,192.31,0,4,0.0
2022-08-22 10:30:00-04:00,192.31,192.37,192.31,192.37,0,4,0.0
2022-08-22 10:31:00-04:00,192.42,192.46,192.42,192.43,0,4,0.0
2022-08-22 10:32:00-04:00,192.33,192.37,192.33,192.36,0,4,0.0
2022-08-22 10:33:00-04:00,192.35,192.38,192.21,192.21,0,4,0.0
2022-08-22 10:34:00-04:00,192.18,192.18,192.1,192.18,0,4,0.0
2022-08-22 10:35:00-04:00,192.25,192.31,192.25,192.31,0,4,0.0
2022-08-22 10:36:00-04:00,192.46,192.56,192.46,192.47,0,4,0.0
2022-08-22 10:37:00-04:00,192.56,192.56,192.43,192.43,0,4,0.0
2022-08-22 10:38:00-04:00,192.49,192.6,192.49,192.56,0,4,0.0
2022-08-22 10:39:00-04:00,192.54,192.59,192.54,192.59,0,4,0.0
2022-08-22 10:40:00-04:00,192.58,192.71,192.58,192.71,0,4,0.0
2022-08-22 10:41:00-04:00,192.76,192.77,192.74,192.74,0,4,0.0
2022-08-22 10:42:00-04:00,192.84,192.86,192.81,192.86,0,4,0.0
2022-08-22 10:43:00-04:00,192.84,192.84,192.67,192.68,0,4,0.0
2022-08-22 10:44:00-04:00,192.66,192.66,192.57,192.57,0,4,0.0
2022-08-22 10:45:00-04:00,192.62,192.69,192.62,192.69,0,4,0.0
2022-08-22 10:46:00-04:00,192.73,192.73,192.61,192.61,0,4,0.0
2022-08-22 10:47:00-04:00,192.76,192.78,192.75,192.76,0,4,0.0
2022-08-22 10:48:00-04:00,192.77,192.77,192.69,192.74,0,4,0.0
2022-08-22 10:49:00-04:00,192.71,192.73,192.71,192.73,0,4,0.0
2022-08-22 10:50:00-04:00,192.71,192.71,192.61,192.61,0,4,0.0
2022-08-22 10:51:00-04:00,192.59,192.59,192.48,192.48,0,4,0.0
2022-08-22 10:52:00-04:00,192.45,192.46,192.41,192.42,0,4,0.0
2022-08-22 10:53:00-04:00,192.47,192.47,192.37,192.37,0,4,0.0
2022-08-22 10:54:00-04:00,192.29,192.32,192.29,192.31,0,4,0.0
2022-08-22 10:55:00-04:00,192.36,192.36,192.23,192.23,0,4,0.0
2022-08-22 10:56:00-04:00,192.27,192.27,192.23,192.23,0,4,0.0
2022-08-22 10:57:00-04:00,192.21,192.21,192.15,192.21,0,4,0.0
2022-08-22 10:58:00-04:00,192.22,192.24,192.2,192.2,0,4,0.0
2022-08-22 10:59:00-04:00,192.2,192.22,192.13,192.13,0,4,0.0
2022-08-22 11:00:00-04:00,192.19,192.21,192.18,192.2,0,4,0.0
2022-08-22 11:01:00-04:00,192.25,192.27,192.25,192.25,0,4,0.0
2022-08-22 11:02:00-04:00,192.26,192.32,192.26,192.3,0,4,0.0
2022-08-22 11:03:00-04:00,192.3,192.39,192.28,192.39,0,4,0.0
2022-08-22 11:04:00-04:00,192.33,192.37,192.29,192.37,0,4,0.0
2022-08-22 11:05:00-04:00,192.41,192.41,192.31,192.33,0,4,0.0
2022-08-22 11:06:00-04:00,192.32,192.41,192.32,192.41,0,4,0.0
2022-08-22 11:07:00-04:00,192.33,192.33,192.26,192.26,0,4,0.0
2022-08-22 11:08:00-04:00,192.25,192.27,192.23,192.23,0,4,0.0
2022-08-22 11:09:00-04:00,192.25,192.29,192.24,192.29,0,4,0.0
2022-08-22 11:10:00-04:00,192.32,192.32,192.22,192.22,0,4,0.0
2022-08-22 11:11:00-04:00,192.2,192.23,192.2,192.2,0,4,0.0
2022-08-22 11:12:00-04:00,192.19,192.22,192.13,192.22,0,4,0.0
2022-08-22 11:13:00-04:00,192.26,192.31,192.26,192.3,0,4,0.0
2022-08-22 11:14:00-04:00,192.24,192.33,192.24,192.33,0,4,0.0
2022-08-22 11:15:00-04:00,192.36,192.36,192.33,192.36,0,4,0.0
2022-08-22 11:16:00-04:00,192.38,192.47,192.38,192.47,0,4,0.0
2022-08-22 11:17:00-04:00,192.43,192.43,192.37,192.38,0,4,0.0
2022-08-22 11:18:00-04:00,192.33,192.34,192.3,192.34,0,4,0.0
2022-08-22 11:19:00-04:00,192.37,192.44,192.37,192.4,0,4,0.0
2022-08-22 11:20:00-04:00,192.43,192.45,192.43,192.45,0,4,0.0
2022-08-22 11:21:00-04:00,192.51,192.54,192.51,192.54,0,4,0.0
2022-08-22 11:22:00-04:00,192.56,192.56,192.49,192.5,0,4,0.0
2022-08-22 11:23:00-04:00,192.52,192.52,192.49,192.5,0,4,0.0
2022-08-22 11:24:00-04:00,192.48,192.48,192.39,192.39,0,4,0.0
2022-08-22 11:25:00-04:00,192.38,192.4,192.31,192.31,0,4,0.0
2022-08-22 11:26:00-04:00,192.39,192.4,192.37,192.4,0,4,0.0
2022-08-22 11:27:00-04:00,192.33,192.33,192.3,192.3,0,4,0.0
2022-08-22 11:28:00-04:00,192.27,192.32,192.25,192.25,0,4,0.0
2022-08-22 11:29:00-04:00,192.29,192.31,192.27,192.27,0,4,0.0
2022-08-22 11:30:00-04:00,192.27,192.27,192.24,192.25,0,4,0.0
2022-08-22 11:31:00-04:00,192.25,192.27,192.19,192.27,0,4,0.0
2022-08-22 11:32:00-04:00,192.33,192.42,192.33,192.42,0,4,0.0
2022-08-22 11:33:00-04:00,192.43,192.45,192.43,192.44,0,4,0.0
2022-08-22 11:34:00-04:00,192.44,192.44,192.36,192.43,0,4,0.0
2022-08-22 11:35:00-04:00,192.45,192.49,192.45,192.49,0,4,0.0
2022-08-22 11:36:00-04:00,192.51,192.54,192.51,192.54,0,4,0.0
2022-08-22 11:37:00-04:00,192.58,192.58,192.46,192.46,0,4,0.0
2022-08-22 11:38:00-04:00,192.41,192.41,192.31,192.31,0,4,0.0
2022-08-22 11:39:00-04:00,192.32,192.38,192.32,192.38,0,4,0.0
2022-08-22 11:40:00-04:00,192.41,192.52,192.41,192.52,0,4,0.0
2022-08-22 11:41:00-04:00,192.52,192.53,192.51,192.51,0,4,0.0
2022-08-22 11:42:00-04:00,192.56,192.57,192.51,192.57,0,4,0.0
2022-08-22 11:43:00-04:00,192.57,192.57,192.51,192.51,0,4,0.0
2022-08-22 11:44:00-04:00,192.47,192.52,192.47,192.51,0,4,0.0
2022-08-22 11:45:00-04:00,192.49,192.62,192.49,192.62,0,4,0.0
2022-08-22 11:46:00-04:00,192.61,192.61,192.61,192.61,0,4,0.0
2022-08-22 11:47:00-04:00,192.59,192.59,192.52,192.52,0,4,0.0
2022-08-22 11:48:00-04:00,192.49,192.49,192.45,192.45,0,4,0.0
2022-08-22 11:49:00-04:00,192.43,192.56,192.43,192.56,0,4,0.0
2022-08-22 11:50:00-04:00,192.58,192.69,192.58,192.69,0,4,0.0
2022-08-22 11:51:00-04:00,192.66,192.72,192.66,192.7,0,4,0.0
2022-08-22 11:52:00-04:00,192.67,192.69,192.67,192.67,0,4,0.0
2022-08-22 11:53:00-04:00,192.67,192.68,192.63,192.68,0,4,0.0
2022-08-22 11:54:00-04:00,192.7,192.7,192.68,192.68,0,4,0.0
2022-08-22 11:55:00-04:00,192.67,192.75,192.67,192.74,0,4,0.0
2022-08-22 11:56:00-04:00,192.7,192.78,192.7,192.78,0,4,0.0
2022-08-22 11:57:00-04:00,192.74,192.79,192.73,192.73,0,4,0.0
2022-08-22 11:58:00-04:00,192.72,192.72,192.6,192.6,0,4,0.0
2022-08-22 11:59:00-04:00,192.6,192.7,192.6,192.68,0,4,0.0
2022-08-22 12:00:00-04:00,192.63,192.63,192.59,192.63,0,4,0.0
2022-08-22 12:01:00-04:00,192.63,192.72,192.63,192.72,0,4,0.0
2022-08-22 12:02:00-04:00,192.75,192.75,192.65,192.68,0,4,0.0
2022-08-22 12:03:00-04:00,192.69,192.7,192.68,192.69,0,4,0.0
2022-08-22 12:04:00-04:00,192.67,192.67,192.57,192.57,0,4,0.0
2022-08-22 12:05:00-04:00,192.58,192.61,192.57,192.61,0,4,0.0
2022-08-22 12:06:00-04:00,192.6,192.61,192.6,192.61,0,4,0.0
2022-08-22 12:07:00-04:00,192.6,192.6,192.49,192.49,0,4,0.0
2022-08-22 12:08:00-04:00,192.44,192.48,192.44,192.46,0,4,0.0
2022-08-22 12:09:00-04:00,192.42,192.46,192.4,192.4,0,4,0.0
2022-08-22 12:10:00-04:00,192.44,192.44,192.38,192.4,0,4,0.0
2022-08-22 12:11:00-04:00,192.42,192.45,192.41,192.41,0,4,0.0
2022-08-22 12:12:00-04:00,192.42,192.44,192.41,192.44,0,4,0.0
2022-08-22 12:13:00-04:00,192.44,192.5,192.44,192.5,0,4,0.0
2022-08-22 12:14:00-04:00,192.46,192.48,192.43,192.48,0,4,0.0
2022-08-22 12:15:00-04:00,192.48,192.58,192.48,192.58,0,4,0.0
2022-08-22 12:16:00-04:00,192.62,192.62,192.57,192.57,0,4,0.0
2022-08-22 12:17:00-04:00,192.58,192.63,192.58,192.63,0,4,0.0
2022-08-22 12:18:00-04:00,192.64,192.72,192.64,192.72,0,4,0.0
2022-08-22 12:19:00-04:00,192.66,192.66,192.64,192.64,0,4,0.0
2022-08-22 12:20:00-04:00,192.67,192.77,192.67,192.77,0,4,0.0
2022-08-22 12:21:00-04:00,192.77,192.83,192.77,192.83,0,4,0.0
2022-08-22 12:22:00-04:00,192.81,192.81,192.7,192.7,0,4,0.0
2022-08-22 12:23:00-04:00,192.68,192.72,192.66,192.72,0,4,0.0
2022-08-22 12:24:00-04:00,192.77,192.86,192.77,192.86,0,4,0.0
2022-08-22 12:25:00-04:00,192.85,192.86,192.83,192.83,0,4,0.0
2022-08-22 12:26:00-04:00,192.83,192.85,192.8,192.8,0,4,0.0
2022-08-22 12:27:00-04:00,192.77,192.77,192.72,192.72,0,4,0.0
2022-08-22 12:28:00-04:00,192.65,192.65,192.57,192.57,0,4,0.0
2022-08-22 12:29:00-04:00,192.61,192.62,192.6,192.6,0,4,0.0
2022-08-22 12:30:00-04:00,192.59,192.66,192.58,192.66,0,4,0.0
2022-08-22 12:31:00-04:00,192.66,192.66,192.58,192.58,0,4,0.0
2022-08-22 12:32:00-04:00,192.59,192.61,192.58,192.61,0,4,0.0
2022-08-22 12:33:00-04:00,192.61,192.66,192.61,192.66,0,4,0.0
2022-08-22 12:34:00-04:00,192.63,192.64,192.61,192.64,0,4,0.0
2022-08-22 12:35:00-04:00,192.66,192.74,192.66,192.74,0,4,0.0
2022-08-22 12:36:00-04:00,192.75,192.76,192.74,192.76,0,4,0.0
2022-08-22 12:37:00-04:00,192.8,192.8,192.77,192.79,0,4,0.0
2022-08-22 12:38:00-04:00,192.79,192.82,192.79,192.82,0,4,0.0
2022-08-22 12:39:00-04:00,192.79,192.83,192.79,192.8,0,4,0.0
2022-08-22 12:40:00-04:00,192.71,192.71,192.62,192.62,0,4,0.0
2022-08-22 12:41:00-04:00,192.62,192.62,192.6,192.6,0,4,0.0
2022-08-22 12:42:00-04:00,192.58,192.58,192.56,192.56,0,4,0.0
2022-08-22 12:43:00-04:00,192.56,192.57,192.54,192.54,0,4,0.0
2022-08-22 12:44:00-04:00,192.52,192.52,192.45,192.45,0,4,0.0
2022-08-22 12:45:00-04:00,192.41,192.41,192.35,192.36,0,4,0.0
2022-08-22 12:46:00-04:00,192.4,192.4,192.35,192.37,0,4,0.0
2022-08-22 12:47:00-04:00,192.38,192.44,192.38,192.44,0,4,0.0
2022-08-22 12:48:00-04:00,192.48,192.55,192.48,192.54,0,4,0.0
2022-08-22 12:49:00-04:00,192.55,192.63,192.55,192.57,0,4,0.0
2022-08-22 12:50:00-04:00,192.54,192.55,192.54,192.55,0,4,0.0
2022-08-22 12:51:00-04:00,192.56,192.57,192.53,192.53,0,4,0.0
2022-08-22 12:52:00-04:00,192.56,192.6,192.56,192.6,0,4,0.0
2022-08-22 12:53:00-04:00,192.6,192.6,192.56,192.56,0,4,0.0
2022-08-22 12:54:00-04:00,192.55,192.58,192.55,192.57,0,4,0.0
2022-08-22 12:55:00-04:00,192.57,192.57,192.51,192.51,0,4,0.0
2022-08-22 12:56:00-04:00,192.51,192.53,192.48,192.53,0,4,0.0
2022-08-22 12:57:00-04:00,192.54,192.54,192.45,192.45,0,4,0.0
2022-08-22 12:58:00-04:00,192.48,192.52,192.48,192.52,0,4,0.0
2022-08-22 12:59:00-04:00,192.53,192.54,192.5,192.52,0,4,0.0
2022-08-22 13:00:00-04:00,192.53,192.54,192.44,192.44,0,4,0.0
2022-08-22 13:01:00-04:00,192.4,192.46,192.4,192.46,0,4,0.0
2022-08-22 13:02:00-04:00,192.45,192.45,192.39,192.39,0,4,0.0
2022-08-22 13:03:00-04:00,192.38,192.38,192.31,192.31,0,4,0.0
2022-08-22 13:04:00-04:00,192.29,192.29,192.25,192.25,0,4,0.0
2022-08-22 13:05:00-04:00,192.25,192.3,192.25,192.3,0,4,0.0
2022-08-22 13:06:00-04:00,192.31,192.34,192.31,192.33,0,4,0.0
2022-08-22 13:07:00-04:00,192.32,192.32,192.26,192.26,0,4,0.0
2022-08-22 13:08:00-04:00,192.27,192.32,192.24,192.24,0,4,0.0
2022-08-22 13:09:00-04:00,192.27,192.33,192.27,192.31,0,4,0.0
2022-08-22 13:10:00-04:00,192.29,192.29,192.24,192.25,0,4,0.0
2022-08-22 13:11:00-04:00,192.26,192.26,192.19,192.2,0,4,0.0
2022-08-22 13:12:00-04:00,192.2,192.25,192.19,192.25,0,4,0.0
2022-08-22 13:13:00-04:00,192.24,192.24,192.23,192.24,0,4,0.0
2022-08-22 13:14:00-04:00,192.27,192.31,192.25,192.31,0,4,0.0
2022-08-22 13:15:00-04:00,192.3,192.3,192.25,192.25,0,4,0.0
2022-08-22 13:16:00-04:00,192.23,192.27,192.23,192.25,0,4,0.0
2022-08-22 13:17:00-04:00,192.24,192.25,192.19,192.19,0,4,0.0
2022-08-22 13:18:00-04:00,192.18,192.25,192.18,192.24,0,4,0.0
2022-08-22 13:19:00-04:00,192.27,192.27,192.24,192.24,0,4,0.0
2022-08-22 13:20:00-04:00,192.21,192.26,192.21,192.26,0,4,0.0
2022-08-22 13:21:00-04:00,192.25,192.25,192.18,192.18,0,4,0.0
2022-08-22 13:22:00-04:00,192.17,192.18,192.15,192.15,0,4,0.0
2022-08-22 13:23:00-04:00,192.16,192.16,192.13,192.14,0,4,0.0
2022-08-22 13:24:00-04:00,192.14,192.14,192.08,192.09,0,4,0.0
2022-08-22 13:25:00-04:00,192.07,192.09,192.05,192.07,0,4,0.0
2022-08-22 13:26:00-04:00,192.07,192.22,192.07,192.22,0,4,0.0
2022-08-22 13:27:00-04:00,192.18,192.18,192.11,192.13,0,4,0.0
2022-08-22 13:28:00-04:00,192.11,192.11,192.08,192.08,0,4,0.0
2022-08-22 13:29:00-04:00,192.12,192.12,192.08,192.09,0,4,0.0
2022-08-22 13:30:00-04:00,192.08,192.08,192.07,192.07,0,4,0.0
2022-08-22 13:31:00-04:00,192.03,192.03,191.96,191.96,0,4,0.0
2022-08-22 13:32:00-04:00,191.94,191.96,191.94,191.94,0,4,0.0
2022-08-22 13:33:00-04:00,191.93,191.94,191.91,191.91,0,4,0.0
2022-08-22 13:34:00-04:00,191.89,191.89,191.84,191.85,0,4,0.0
2022-08-22 13:35:00-04:00,191.85,191.87,191.83,191.83,0,4,0.0
2022-08-22 13:36:00-04:00,191.85,191.85,191.82,191.82,0,4,0.0
2022-08-22 13:37:00-04:00,191.81,191.86,191.81,191.86,0,4,0.0
2022-08-22 13:38:00-04:00,191.9,191.93,191.83,191.83,0,4,0.0
2022-08-22 13:39:00-04:00,191.86,191.87,191.82,191.82,0,4,0.0
2022-08-22 13:40:00-04:00,191.8,191.81,191.78,191.78,0,4,0.0
2022-08-22 13:41:00-04:00,191.82,191.85,191.82,191.85,0,4,0.0
2022-08-22 13:42:00-04:00,191.88,191.89,191.87,191.89,0,4,0.0
2022-08-22 13:43:00-04:00,191.9,191.9,191.88,191.88,0,4,0.0
2022-08-22 13:44:00-04:00,191.87,191.87,191.86,191.86,0,4,0.0
2022-08-22 13:45:00-04:00,191.83,191.87,191.83,191.86,0,4,0.0
2022-08-22 13:46:00-04:00,191.88,191.88,191.81,191.81,0,4,0.0
2022-08-22 13:47:00-04:00,191.84,191.84,191.78,191.8,0,4,0.0
2022-08-22 13:48:00-04:00,191.83,191.83,191.81,191.83,0,4,0.0
2022-08-22 13:49:00-04:00,191.81,191.85,191.78,191.78,0,4,0.0
2022-08-22 13:50:00-04:00,191.75,191.83,191.75,191.83,0,4,0.0
2022-08-22 13:51:00-04:00,191.83,191.84,191.81,191.81,0,4,0.0
2022-08-22 13:52:00-04:00,191.77,191.77,191.73,191.76,0,4,0.0
2022-08-22 13:53:00-04:00,191.75,191.76,191.73,191.76,0,4,0.0
2022-08-22 13:54:00-04:00,191.8,191.82,191.8,191.8,0,4,0.0
2022-08-22 13:55:00-04:00,191.78,191.78,191.73,191.73,0,4,0.0
2022-08-22 13:56:00-04:00,191.73,191.73,191.68,191.68,0,4,0.0
2022-08-22 13:57:00-04:00,191.67,191.67,191.65,191.67,0,4,0.0
2022-08-22 13:58:00-04:00,191.64,191.64,191.6,191.6,0,4,0.0
2022-08-22 13:59:00-04:00,191.61,191.65,191.61,191.64,0,4,0.0
2022-08-22 14:00:00-04:00,191.62,191.66,191.6,191.66,0,4,0.0
2022-08-22 14:01:00-04:00,191.67,191.67,191.64,191.64,0,4,0.0
2022-08-22 14:02:00-04:00,191.61,191.61,191.53,191.56,0,4,0.0
2022-08-22 14:03:00-04:00,191.52,191.52,191.46,191.46,0,4,0.0
2022-08-22 14:04:00-04:00,191.45,191.45,191.39,191.39,0,4,0.0
2022-08-22 14:05:00-04:00,191.39,191.52,191.39,191.52,0,4,0.0
2022-08-22 14:06:00-04:00,191.54,191.54,191.49,191.5,0,4,0.0
2022-08-22 14:07:00-04:00,191.53,191.55,191.53,191.55,0,4,0.0
2022-08-22 14:08:00-04:00,191.5,191.5,191.49,191.5,0,4,0.0
2022-08-22 14:09:00-04:00,191.53,191.53,191.5,191.5,0,4,0.0
2022-08-22 14:10:00-04:00,191.5,191.54,191.5,191.52,0,4,0.0
2022-08-22 14:11:00-04:00,191.53,191.57,191.53,191.57,0,4,0.0
2022-08-22 14:12:00-04:00,191.57,191.61,191.56,191.61,0,4,0.0
2022-08-22 14:13:00-04:00,191.6,191.66,191.59,191.66,0,4,0.0
2022-08-22 14:14:00-04:00,191.63,191.69,191.63,191.68,0,4,0.0
2022-08-22 14:15:00-04:00,191.69,191.71,191.69,191.69,0,4,0.0
2022-08-22 14:16:00-04:00,191.66,191.72,191.64,191.72,0,4,0.0
2022-08-22 14:17:00-04:00,191.74,191.75,191.71,191.71,0,4,0.0
2022-08-22 14:18:00-04:00,191.68,191.7,191.67,191.7,0,4,0.0
2022-08-22 14:19:00-04:00,191.68,191.7,191.68,191.69,0,4,0.0
2022-08-22 14:20:00-04:00,191.73,191.75,191.7,191.75,0,4,0.0
2022-08-22 14:21:00-04:00,191.76,191.77,191.75,191.77,0,4,0.0
2022-08-22 14:22:00-04:00,191.78,191.78,191.74,191.76,0,4,0.0
2022-08-22 14:23:00-04:00,191.75,191.76,191.7,191.7,0,4,0.0
2022-08-22 14:24:00-04:00,191.69,191.7,191.68,191.68,0,4,0.0
2022-08-22 14:25:00-04:00,191.71,191.71,191.7,191.7,0,4,0.0
2022-08-22 14:26:00-04:00,191.76,191.76,191.68,191.68,0,4,0.0
2022-08-22 14:27:00-04:00,191.67,191.67,191.64,191.64,0,4,0.0
2022-08-22 14:28:00-04:00,191.62,191.65,191.62,191.65,0,4,0.0
2022-08-22 14:29:00-04:00,191.63,191.63,191.57,191.59,0,4,0.0
2022-08-22 14:30:00-04:00,191.56,191.6,191.56,191.6,0,4,0.0
2022-08-22 14:31:00-04:00,191.6,191.6,191.54,191.54,0,4,0.0
2022-08-22 14:32:00-04:00,191.53,191.53,191.5,191.52,0,4,0.0
2022-08-22 14:33:00-04:00,191.56,191.59,191.56,191.58,0,4,0.0
2022-08-22 14:34:00-04:00,191.56,191.56,191.54,191.54,0,4,0.0
2022-08-22 14:35:00-04:00,191.53,191.58,191.53,191.58,0,4,0.0
2022-08-22 14:36:00-04:00,191.56,191.57,191.51,191.51,0,4,0.0
2022-08-22 14:37:00-04:00,191.54,191.57,191.54,191.54,0,4,0.0
2022-08-22 14:38:00-04:00,191.54,191.54,191.49,191.49,0,4,0.0
2022-08-22 14:39:00-04:00,191.5,191.5,191.48,191.48,0,4,0.0
2022-08-22 14:40:00-04:00,191.47,191.47,191.4,191.41,0,4,0.0
2022-08-22 14:41:00-04:00,191.44,191.46,191.38,191.38,0,4,0.0
2022-08-22 14:42:00-04:00,191.38,191.43,191.38,191.4,0,4,0.0
2022-08-22 14:43:00-04:00,191.39,191.39,191.34,191.34,0,4,0.0
2022-08-22 14:44:00-04:00,191.35,191.35,191.27,191.27,0,4,0.0
2022-08-22 14:45:00-04:00,191.29,191.34,191.27,191.27,0,4,0.0
2022-08-22 14:46:00-04:00,191.29,191.35,191.29,191.35,0,4,0.0
2022-08-22 14:47:00-04:00,191.33,191.33,191.3,191.31,0,4,0.0
2022-08-22 14:48:00-04:00,191.29,191.3,191.29,191.29,0,4,0.0
2022-08-22 14:49:00-04:00,191.25,191.3,191.25,191.3,0,4,0.0
2022-08-22 14:50:00-04:00,191.29,191.35,191.29,191.35,0,4,0.0
2022-08-22 14:51:00-04:00,191.37,191.37,191.32,191.32,0,4,0.0
2022-08-22 14:52:00-04:00,191.28,191.28,191.26,191.26,0,4,0.0
2022-08-22 14:53:00-04:00,191.24,191.25,191.24,191.24,0,4,0.0
2022-08-22 14:54:00-04:00,191.26,191.26,191.25,191.26,0,4,0.0
2022-08-22 14:55:00-04:00,191.23,191.27,191.23,191.25,0,4,0.0
2022-08-22 14:56:00-04:00,191.3,191.31,191.29,191.29,0,4,0.0
2022-08-22 14:57:00-04:00,191.28,191.31,191.28,191.31,0,4,0.0
2022-08-22 14:58:00-04:00,191.36,191.42,191.36,191.41,0,4,0.0
2022-08-22 14:59:00-04:00,191.43,191.5,191.43,191.48,0,4,0.0
2022-08-22 15:00:00-04:00,191.5,191.52,191.5,191.52,0,4,0.0
2022-08-22 15:01:00-04:00,191.52,191.62,191.52,191.62,0,4,0.0
2022-08-22 15:02:00-04:00,191.67,191.67,191.59,191.64,0,4,0.0
2022-08-22 15:03:00-04:00,191.65,191.67,191.64,191.64,0,4,0.0
2022-08-22 15:04:00-04:00,191.59,191.6,191.57,191.57,0,4,0.0
2022-08-22 15:05:00-04:00,191.53,191.54,191.51,191.54,0,4,0.0
2022-08-22 15:06:00-04:00,191.52,191.56,191.52,191.55,0,4,0.0
2022-08-22 15:07:00-04:00,191.53,191.54,191.53,191.54,0,4,0.0
2022-08-22 15:08:00-04:00,191.53,191.53,191.51,191.52,0,4,0.0
