,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index
,open,high,low,close,volume,num_trds,value
2022-09-09 11:10:00-04:00,187.28,187.3,187.22,187.22,0,4,0.0
2022-09-09 11:11:00-04:00,187.1,187.22,187.1,187.22,0,4,0.0
2022-09-09 11:12:00-04:00,187.19,187.19,187.14,187.19,0,4,0.0
2022-09-09 11:13:00-04:00,187.19,187.19,187.14,187.14,0,4,0.0
2022-09-09 11:14:00-04:00,187.2,187.26,187.2,187.26,0,4,0.0
2022-09-09 11:15:00-04:00,187.28,187.4,187.28,187.4,0,4,0.0
2022-09-09 11:16:00-04:00,187.41,187.41,187.38,187.41,0,4,0.0
2022-09-09 11:17:00-04:00,187.31,187.31,187.16,187.16,0,4,0.0
2022-09-09 11:18:00-04:00,187.08,187.09,187.01,187.01,0,4,0.0
2022-09-09 11:19:00-04:00,187.03,187.07,186.99,187.01,0,4,0.0
2022-09-09 11:20:00-04:00,186.95,186.95,186.92,186.92,0,4,0.0
2022-09-09 11:21:00-04:00,186.93,187.0,186.86,187.0,0,4,0.0
2022-09-09 11:22:00-04:00,187.07,187.11,187.07,187.11,0,4,0.0
2022-09-09 11:23:00-04:00,187.08,187.08,187.02,187.02,0,4,0.0
2022-09-09 11:24:00-04:00,187.05,187.11,187.05,187.1,0,4,0.0
2022-09-09 11:25:00-04:00,187.08,187.14,187.08,187.14,0,4,0.0
2022-09-09 11:26:00-04:00,187.12,187.14,187.11,187.14,0,4,0.0
2022-09-09 11:27:00-04:00,187.17,187.25,187.17,187.24,0,4,0.0
2022-09-09 11:28:00-04:00,187.2,187.27,187.2,187.2,0,4,0.0
2022-09-09 11:29:00-04:00,187.21,187.32,187.21,187.32,0,4,0.0
2022-09-09 11:30:00-04:00,187.22,187.28,187.22,187.27,0,4,0.0
2022-09-09 11:31:00-04:00,187.23,187.23,187.14,187.14,0,4,0.0
2022-09-09 11:32:00-04:00,187.2,187.36,187.2,187.36,0,4,0.0
2022-09-09 11:33:00-04:00,187.36,187.45,187.3,187.3,0,4,0.0
2022-09-09 11:34:00-04:00,187.2,187.23,187.13,187.23,0,4,0.0
2022-09-09 11:35:00-04:00,187.26,187.38,187.26,187.38,0,4,0.0
2022-09-09 11:36:00-04:00,187.38,187.38,187.32,187.33,0,4,0.0
2022-09-09 11:37:00-04:00,187.36,187.46,187.36,187.46,0,4,0.0
2022-09-09 11:38:00-04:00,187.43,187.5,187.43,187.5,0,4,0.0
2022-09-09 11:39:00-04:00,187.51,187.55,187.51,187.55,0,4,0.0
2022-09-09 11:40:00-04:00,187.57,187.6,187.57,187.6,0,4,0.0
2022-09-09 11:41:00-04:00,187.53,187.56,187.45,187.45,0,4,0.0
2022-09-09 11:42:00-04:00,187.45,187.55,187.45,187.55,0,4,0.0
2022-09-09 11:43:00-04:00,187.47,187.47,187.43,187.43,0,4,0.0
2022-09-09 11:44:00-04:00,187.41,187.49,187.41,187.49,0,4,0.0
2022-09-09 11:45:00-04:00,187.38,187.38,187.3,187.3,0,4,0.0
2022-09-09 11:46:00-04:00,187.33,187.33,187.24,187.25,0,4,0.0
2022-09-09 11:47:00-04:00,187.27,187.27,187.16,187.18,0,4,0.0
2022-09-09 11:48:00-04:00,187.21,187.21,187.1,187.1,0,4,0.0
2022-09-09 11:49:00-04:00,187.05,187.05,187.0,187.0,0,4,0.0
2022-09-09 11:50:00-04:00,186.99,186.99,186.94,186.94,0,4,0.0
2022-09-09 11:51:00-04:00,186.99,186.99,186.88,186.88,0,4,0.0
2022-09-09 11:52:00-04:00,186.91,187.05,186.91,187.04,0,4,0.0
2022-09-09 11:53:00-04:00,187.07,187.12,187.07,187.08,0,4,0.0
2022-09-09 11:54:00-04:00,187.06,187.13,187.06,187.13,0,4,0.0
2022-09-09 11:55:00-04:00,187.12,187.21,187.09,187.21,0,4,0.0
2022-09-09 11:56:00-04:00,187.24,187.35,187.24,187.34,0,4,0.0
2022-09-09 11:57:00-04:00,187.34,187.4,187.33,187.4,0,4,0.0
2022-09-09 11:58:00-04:00,187.39,187.41,187.39,187.41,0,4,0.0
2022-09-09 11:59:00-04:00,187.42,187.42,187.38,187.39,0,4,0.0
2022-09-09 12:00:00-04:00,187.25,187.41,187.21,187.21,0,4,0.0
2022-09-09 12:01:00-04:00,187.05,187.24,187.05,187.22,0,4,0.0
2022-09-09 12:02:00-04:00,187.2,187.23,187.14,187.23,0,4,0.0
2022-09-09 12:03:00-04:00,187.13,187.13,187.05,187.05,0,4,0.0
2022-09-09 12:04:00-04:00,187.04,187.08,187.02,187.02,0,4,0.0
2022-09-09 12:05:00-04:00,187.11,187.13,187.01,187.01,0,4,0.0
2022-09-09 12:06:00-04:00,187.03,187.03,187.02,187.02,0,4,0.0
2022-09-09 12:07:00-04:00,187.02,187.06,187.02,187.05,0,4,0.0
2022-09-09 12:08:00-04:00,187.08,187.23,187.08,187.23,0,4,0.0
2022-09-09 12:09:00-04:00,187.24,187.29,187.24,187.29,0,4,0.0
2022-09-09 12:10:00-04:00,187.33,187.33,187.29,187.3,0,4,0.0
2022-09-09 12:11:00-04:00,187.33,187.33,187.31,187.31,0,4,0.0
2022-09-09 12:12:00-04:00,187.36,187.41,187.36,187.41,0,4,0.0
2022-09-09 12:13:00-04:00,187.42,187.42,187.34,187.38,0,4,0.0
2022-09-09 12:14:00-04:00,187.46,187.46,187.39,187.39,0,4,0.0
2022-09-09 12:15:00-04:00,187.3,187.35,187.29,187.29,0,4,0.0
2022-09-09 12:16:00-04:00,187.3,187.32,187.25,187.25,0,4,0.0
2022-09-09 12:17:00-04:00,187.15,187.2,187.13,187.2,0,4,0.0
2022-09-09 12:18:00-04:00,187.23,187.29,187.23,187.29,0,4,0.0
2022-09-09 12:19:00-04:00,187.36,187.37,187.35,187.36,0,4,0.0
2022-09-09 12:20:00-04:00,187.31,187.36,187.3,187.36,0,4,0.0
2022-09-09 12:21:00-04:00,187.32,187.32,187.3,187.32,0,4,0.0
2022-09-09 12:22:00-04:00,187.25,187.28,187.22,187.28,0,4,0.0
2022-09-09 12:23:00-04:00,187.29,187.29,187.1,187.1,0,4,0.0
2022-09-09 12:24:00-04:00,187.12,187.12,187.03,187.06,0,4,0.0
2022-09-09 12:25:00-04:00,187.1,187.14,187.07,187.07,0,4,0.0
2022-09-09 12:26:00-04:00,187.11,187.23,187.11,187.23,0,4,0.0
2022-09-09 12:27:00-04:00,187.27,187.31,187.26,187.31,0,4,0.0
2022-09-09 12:28:00-04:00,187.35,187.35,187.34,187.34,0,4,0.0
2022-09-09 12:29:00-04:00,187.34,187.34,187.3,187.3,0,4,0.0
2022-09-09 12:30:00-04:00,187.32,187.32,187.27,187.27,0,4,0.0
2022-09-09 12:31:00-04:00,187.24,187.39,187.24,187.39,0,4,0.0
2022-09-09 12:32:00-04:00,187.39,187.4,187.39,187.39,0,4,0.0
2022-09-09 12:33:00-04:00,187.42,187.5,187.42,187.49,0,4,0.0
2022-09-09 12:34:00-04:00,187.44,187.47,187.44,187.46,0,4,0.0
2022-09-09 12:35:00-04:00,187.45,187.49,187.45,187.49,0,4,0.0
2022-09-09 12:36:00-04:00,187.51,187.56,187.51,187.56,0,4,0.0
2022-09-09 12:37:00-04:00,187.59,187.62,187.59,187.62,0,4,0.0
2022-09-09 12:38:00-04:00,187.58,187.58,187.55,187.56,0,4,0.0
2022-09-09 12:39:00-04:00,187.58,187.6,187.58,187.59,0,4,0.0
2022-09-09 12:40:00-04:00,187.6,187.67,187.6,187.67,0,4,0.0
2022-09-09 12:41:00-04:00,187.66,187.68,187.65,187.68,0,4,0.0
2022-09-09 12:42:00-04:00,187.65,187.67,187.65,187.66,0,4,0.0
2022-09-09 12:43:00-04:00,187.65,187.66,187.63,187.66,0,4,0.0
2022-09-09 12:44:00-04:00,187.6,187.63,187.6,187.63,0,4,0.0
2022-09-09 12:45:00-04:00,187.62,187.62,187.57,187.57,0,4,0.0
2022-09-09 12:46:00-04:00,187.52,187.62,187.51,187.62,0,4,0.0
2022-09-09 12:47:00-04:00,187.61,187.69,187.61,187.67,0,4,0.0
2022-09-09 12:48:00-04:00,187.71,187.73,187.7,187.73,0,4,0.0
2022-09-09 12:49:00-04:00,187.73,187.75,187.73,187.75,0,4,0.0
2022-09-09 12:50:00-04:00,187.75,187.78,187.74,187.78,0,4,0.0
2022-09-09 12:51:00-04:00,187.78,187.81,187.78,187.8,0,4,0.0
2022-09-09 12:52:00-04:00,187.8,187.8,187.77,187.77,0,4,0.0
2022-09-09 12:53:00-04:00,187.81,187.85,187.81,187.83,0,4,0.0
2022-09-09 12:54:00-04:00,187.82,187.85,187.82,187.85,0,4,0.0
2022-09-09 12:55:00-04:00,187.85,187.86,187.83,187.84,0,4,0.0
2022-09-09 12:56:00-04:00,187.8,187.84,187.8,187.84,0,4,0.0
2022-09-09 12:57:00-04:00,187.85,187.86,187.85,187.86,0,4,0.0
2022-09-09 12:58:00-04:00,187.84,187.85,187.83,187.85,0,4,0.0
2022-09-09 12:59:00-04:00,187.88,187.93,187.88,187.93,0,4,0.0
2022-09-09 13:00:00-04:00,187.89,187.89,187.81,187.81,0,4,0.0
2022-09-09 13:01:00-04:00,187.73,187.78,187.73,187.73,0,4,0.0
2022-09-09 13:02:00-04:00,187.72,187.73,187.7,187.73,0,4,0.0
2022-09-09 13:03:00-04:00,187.75,187.78,187.75,187.77,0,4,0.0
2022-09-09 13:04:00-04:00,187.72,187.84,187.72,187.84,0,4,0.0
2022-09-09 13:05:00-04:00,187.86,187.87,187.83,187.83,0,4,0.0
2022-09-09 13:06:00-04:00,187.83,187.84,187.83,187.84,0,4,0.0
2022-09-09 13:07:00-04:00,187.89,187.89,187.85,187.85,0,4,0.0
2022-09-09 13:08:00-04:00,187.85,187.91,187.85,187.91,0,4,0.0
2022-09-09 13:09:00-04:00,187.89,187.92,187.89,187.92,0,4,0.0
2022-09-09 13:10:00-04:00,187.92,187.94,187.92,187.94,0,4,0.0
2022-09-09 13:11:00-04:00,187.94,187.96,187.94,187.96,0,4,0.0
2022-09-09 13:12:00-04:00,188.03,188.03,188.01,188.01,0,4,0.0
2022-09-09 13:13:00-04:00,188.02,188.02,187.99,188.0,0,4,0.0
2022-09-09 13:14:00-04:00,188.01,188.01,187.99,188.01,0,4,0.0
2022-09-09 13:15:00-04:00,187.98,188.01,187.97,188.01,0,4,0.0
2022-09-09 13:16:00-04:00,188.02,188.07,188.02,188.07,0,4,0.0
2022-09-09 13:17:00-04:00,188.06,188.06,188.04,188.05,0,4,0.0
2022-09-09 13:18:00-04:00,188.03,188.04,188.03,188.04,0,4,0.0
2022-09-09 13:19:00-04:00,188.05,188.07,188.05,188.05,0,4,0.0
2022-09-09 13:20:00-04:00,188.04,188.04,188.01,188.01,0,4,0.0
2022-09-09 13:21:00-04:00,187.99,188.07,187.99,188.07,0,4,0.0
2022-09-09 13:22:00-04:00,188.05,188.07,188.05,188.06,0,4,0.0
2022-09-09 13:23:00-04:00,188.04,188.05,188.03,188.03,0,4,0.0
2022-09-09 13:24:00-04:00,188.04,188.04,187.99,187.99,0,4,0.0
2022-09-09 13:25:00-04:00,188.01,188.03,188.0,188.02,0,4,0.0
2022-09-09 13:26:00-04:00,188.02,188.08,188.02,188.08,0,4,0.0
2022-09-09 13:27:00-04:00,188.08,188.09,188.06,188.06,0,4,0.0
2022-09-09 13:28:00-04:00,188.06,188.06,188.03,188.03,0,4,0.0
2022-09-09 13:29:00-04:00,188.01,188.01,187.98,187.98,0,4,0.0
2022-09-09 13:30:00-04:00,187.99,188.01,187.99,188.01,0,4,0.0
2022-09-09 13:31:00-04:00,188.03,188.03,188.03,188.03,0,4,0.0
2022-09-09 13:32:00-04:00,188.05,188.09,188.05,188.09,0,4,0.0
2022-09-09 13:33:00-04:00,188.1,188.12,188.1,188.12,0,4,0.0
2022-09-09 13:34:00-04:00,188.13,188.13,188.09,188.09,0,4,0.0
2022-09-09 13:35:00-04:00,188.08,188.12,188.08,188.12,0,4,0.0
2022-09-09 13:36:00-04:00,188.14,188.17,188.14,188.17,0,4,0.0
2022-09-09 13:37:00-04:00,188.18,188.19,188.18,188.19,0,4,0.0
2022-09-09 13:38:00-04:00,188.18,188.2,188.18,188.18,0,4,0.0
2022-09-09 13:39:00-04:00,188.2,188.22,188.17,188.22,0,4,0.0
2022-09-09 13:40:00-04:00,188.21,188.21,188.13,188.13,0,4,0.0
2022-09-09 13:41:00-04:00,188.13,188.13,188.07,188.07,0,4,0.0
2022-09-09 13:42:00-04:00,188.04,188.05,188.03,188.05,0,4,0.0
2022-09-09 13:43:00-04:00,188.04,188.06,188.02,188.02,0,4,0.0
2022-09-09 13:44:00-04:00,187.98,187.98,187.92,187.92,0,4,0.0
2022-09-09 13:45:00-04:00,187.91,187.92,187.87,187.87,0,4,0.0
2022-09-09 13:46:00-04:00,187.83,187.88,187.83,187.88,0,4,0.0
2022-09-09 13:47:00-04:00,187.89,187.99,187.89,187.99,0,4,0.0
2022-09-09 13:48:00-04:00,187.99,187.99,187.99,187.99,0,4,0.0
2022-09-09 13:49:00-04:00,187.98,187.99,187.97,187.99,0,4,0.0
2022-09-09 13:50:00-04:00,187.98,187.98,187.93,187.93,0,4,0.0
2022-09-09 13:51:00-04:00,187.9,187.9,187.86,187.86,0,4,0.0
2022-09-09 13:52:00-04:00,187.87,187.91,187.87,187.88,0,4,0.0
2022-09-09 13:53:00-04:00,187.87,187.92,187.87,187.92,0,4,0.0
2022-09-09 13:54:00-04:00,187.95,187.95,187.93,187.95,0,4,0.0
2022-09-09 13:55:00-04:00,187.94,187.98,187.94,187.98,0,4,0.0
2022-09-09 13:56:00-04:00,187.96,187.96,187.92,187.94,0,4,0.0
2022-09-09 13:57:00-04:00,187.94,187.95,187.94,187.95,0,4,0.0
2022-09-09 13:58:00-04:00,187.97,188.0,187.97,188.0,0,4,0.0
2022-09-09 13:59:00-04:00,188.01,188.03,188.01,188.02,0,4,0.0
2022-09-09 14:00:00-04:00,188.01,188.01,187.95,187.97,0,4,0.0
2022-09-09 14:01:00-04:00,187.92,187.92,187.78,187.78,0,4,0.0
2022-09-09 14:02:00-04:00,187.78,187.79,187.71,187.71,0,4,0.0
2022-09-09 14:03:00-04:00,187.74,187.83,187.74,187.83,0,4,0.0
2022-09-09 14:04:00-04:00,187.85,187.85,187.84,187.84,0,4,0.0
2022-09-09 14:05:00-04:00,187.81,187.82,187.77,187.82,0,4,0.0
2022-09-09 14:06:00-04:00,187.87,187.92,187.87,187.92,0,4,0.0
2022-09-09 14:07:00-04:00,187.94,187.94,187.9,187.9,0,4,0.0
2022-09-09 14:08:00-04:00,187.89,187.96,187.89,187.96,0,4,0.0
2022-09-09 14:09:00-04:00,187.98,187.98,187.88,187.88,0,4,0.0
2022-09-09 14:10:00-04:00,187.88,187.88,187.84,187.84,0,4,0.0
2022-09-09 14:11:00-04:00,187.82,187.9,187.82,187.9,0,4,0.0
2022-09-09 14:12:00-04:00,187.91,187.95,187.91,187.94,0,4,0.0
2022-09-09 14:13:00-04:00,187.95,188.01,187.95,188.01,0,4,0.0
2022-09-09 14:14:00-04:00,188.05,188.14,188.05,188.14,0,4,0.0
2022-09-09 14:15:00-04:00,188.13,188.19,188.13,188.19,0,4,0.0
2022-09-09 14:16:00-04:00,188.19,188.21,188.19,188.2,0,4,0.0
2022-09-09 14:17:00-04:00,188.2,188.22,188.2,188.21,0,4,0.0
2022-09-09 14:18:00-04:00,188.21,188.21,188.18,188.21,0,4,0.0
2022-09-09 14:19:00-04:00,188.19,188.23,188.18,188.2,0,4,0.0
2022-09-09 14:20:00-04:00,188.2,188.26,188.2,188.26,0,4,0.0
2022-09-09 14:21:00-04:00,188.26,188.28,188.26,188.28,0,4,0.0
2022-09-09 14:22:00-04:00,188.28,188.32,188.27,188.32,0,4,0.0
2022-09-09 14:23:00-04:00,188.32,188.36,188.31,188.36,0,4,0.0
2022-09-09 14:24:00-04:00,188.36,188.4,188.36,188.4,0,4,0.0
2022-09-09 14:25:00-04:00,188.37,188.38,188.33,188.33,0,4,0.0
2022-09-09 14:26:00-04:00,188.29,188.3,188.24,188.24,0,4,0.0
2022-09-09 14:27:00-04:00,188.22,188.26,188.22,188.26,0,4,0.0
2022-09-09 14:28:00-04:00,188.28,188.28,188.28,188.28,0,4,0.0
2022-09-09 14:29:00-04:00,188.27,188.29,188.26,188.28,0,4,0.0
2022-09-09 14:30:00-04:00,188.26,188.26,188.19,188.19,0,4,0.0
2022-09-09 14:31:00-04:00,188.14,188.14,188.1,188.1,0,4,0.0
2022-09-09 14:32:00-04:00,188.07,188.07,187.81,187.81,0,4,0.0
2022-09-09 14:33:00-04:00,187.83,187.83,187.77,187.77,0,4,0.0
2022-09-09 14:34:00-04:00,187.74,187.74,187.64,187.64,0,4,0.0
2022-09-09 14:35:00-04:00,187.63,187.64,187.52,187.52,0,4,0.0
2022-09-09 14:36:00-04:00,187.51,187.56,187.51,187.55,0,4,0.0
2022-09-09 14:37:00-04:00,187.58,187.62,187.58,187.62,0,4,0.0
2022-09-09 14:38:00-04:00,187.68,187.8,187.68,187.8,0,4,0.0
2022-09-09 14:39:00-04:00,187.76,187.76,187.75,187.75,0,4,0.0
2022-09-09 14:40:00-04:00,187.72,187.8,187.72,187.8,0,4,0.0
2022-09-09 14:41:00-04:00,187.77,187.79,187.77,187.78,0,4,0.0
2022-09-09 14:42:00-04:00,187.77,187.77,187.74,187.74,0,4,0.0
2022-09-09 14:43:00-04:00,187.78,187.79,187.71,187.71,0,4,0.0
2022-09-09 14:44:00-04:00,187.65,187.65,187.57,187.6,0,4,0.0
2022-09-09 14:45:00-04:00,187.55,187.65,187.55,187.65,0,4,0.0
2022-09-09 14:46:00-04:00,187.64,187.64,187.58,187.59,0,4,0.0
2022-09-09 14:47:00-04:00,187.55,187.55,187.47,187.47,0,4,0.0
2022-09-09 14:48:00-04:00,187.55,187.57,187.54,187.57,0,4,0.0
2022-09-09 14:49:00-04:00,187.55,187.6,187.55,187.56,0,4,0.0
2022-09-09 14:50:00-04:00,187.57,187.57,187.56,187.56,0,4,0.0
2022-09-09 14:51:00-04:00,187.52,187.52,187.47,187.5,0,4,0.0
2022-09-09 14:52:00-04:00,187.55,187.58,187.54,187.58,0,4,0.0
2022-09-09 14:53:00-04:00,187.58,187.58,187.43,187.43,0,4,0.0
2022-09-09 14:54:00-04:00,187.43,187.43,187.39,187.42,0,4,0.0
2022-09-09 14:55:00-04:00,187.44,187.52,187.44,187.52,0,4,0.0
2022-09-09 14:56:00-04:00,187.53,187.54,187.52,187.54,0,4,0.0
2022-09-09 14:57:00-04:00,187.55,187.62,187.55,187.62,0,4,0.0
2022-09-09 14:58:00-04:00,187.65,187.66,187.64,187.66,0,4,0.0
2022-09-09 14:59:00-04:00,187.69,187.72,187.67,187.72,0,4,0.0
2022-09-09 15:00:00-04:00,187.72,187.74,187.68,187.74,0,4,0.0
2022-09-09 15:01:00-04:00,187.76,187.82,187.76,187.81,0,4,0.0
2022-09-09 15:02:00-04:00,187.84,187.9,187.84,187.9,0,4,0.0
2022-09-09 15:03:00-04:00,187.92,187.97,187.92,187.94,0,4,0.0
2022-09-09 15:04:00-04:00,187.96,187.96,187.95,187.96,0,4,0.0
2022-09-09 15:05:00-04:00,187.97,187.97,187.95,187.97,0,4,0.0
2022-09-09 15:06:00-04:00,187.97,188.01,187.97,188.01,0,4,0.0
2022-09-09 15:07:00-04:00,187.99,187.99,187.94,187.94,0,4,0.0
2022-09-09 15:08:00-04:00,187.9,187.9,187.84,187.9,0,4,0.0
2022-09-09 15:09:00-04:00,187.91,187.93,187.9,187.9,0,4,0.0
2022-09-09 15:10:00-04:00,187.88,188.0,187.88,187.99,0,4,0.0
2022-09-09 15:11:00-04:00,188.01,188.06,188.01,188.06,0,4,0.0
2022-09-09 15:12:00-04:00,188.07,188.12,188.07,188.12,0,4,0.0
2022-09-09 15:13:00-04:00,188.12,188.13,188.06,188.06,0,4,0.0
2022-09-09 15:14:00-04:00,188.07,188.12,188.05,188.12,0,4,0.0
2022-09-09 15:15:00-04:00,188.13,188.13,188.05,188.05,0,4,0.0
2022-09-09 15:16:00-04:00,188.1,188.1,188.03,188.03,0,4,0.0
2022-09-09 15:17:00-04:00,188.01,188.02,187.99,188.02,0,4,0.0
2022-09-09 15:18:00-04:00,188.05,188.06,188.05,188.06,0,4,0.0
2022-09-09 15:19:00-04:00,188.08,188.09,188.08,188.08,0,4,0.0
2022-09-09 15:20:00-04:00,188.07,188.07,187.96,187.96,0,4,0.0
2022-09-09 15:21:00-04:00,187.97,188.07,187.97,188.07,0,4,0.0
2022-09-09 15:22:00-04:00,188.1,188.11,188.04,188.04,0,4,0.0
2022-09-09 15:23:00-04:00,188.02,188.02,187.99,188.0,0,4,0.0
2022-09-09 15:24:00-04:00,187.99,188.01,187.96,188.01,0,4,0.0
2022-09-09 15:25:00-04:00,187.98,188.06,187.98,188.06,0,4,0.0
2022-09-09 15:26:00-04:00,187.97,188.02,187.97,188.01,0,4,0.0
2022-09-09 15:27:00-04:00,188.04,188.11,188.04,188.11,0,4,0.0
2022-09-09 15:28:00-04:00,188.15,188.15,188.06,188.06,0,4,0.0
2022-09-09 15:29:00-04:00,188.09,188.11,188.07,188.11,0,4,0.0
2022-09-09 15:30:00-04:00,188.04,188.15,188.04,188.15,0,4,0.0
2022-09-09 15:31:00-04:00,188.11,188.14,188.07,188.12,0,4,0.0
2022-09-09 15:32:00-04:00,188.14,188.14,188.1,188.12,0,4,0.0
2022-09-09 15:33:00-04:00,188.15,188.2,188.15,188.2,0,4,0.0
2022-09-09 15:34:00-04:00,188.16,188.22,188.16,188.22,0,4,0.0
2022-09-09 15:35:00-04:00,188.22,188.25,188.21,188.22,0,4,0.0
2022-09-09 15:36:00-04:00,188.22,188.28,188.22,188.25,0,4,0.0
2022-09-09 15:37:00-04:00,188.24,188.24,188.21,188.21,0,4,0.0
2022-09-09 15:38:00-04:00,188.18,188.22,188.18,188.22,0,4,0.0
2022-09-09 15:39:00-04:00,188.23,188.25,188.21,188.25,0,4,0.0
2022-09-09 15:40:00-04:00,188.26,188.32,188.26,188.32,0,4,0.0
2022-09-09 15:41:00-04:00,188.32,188.35,188.32,188.34,0,4,0.0
2022-09-09 15:42:00-04:00,188.35,188.35,188.34,188.35,0,4,0.0
2022-09-09 15:43:00-04:00,188.36,188.36,188.33,188.36,0,4,0.0
2022-09-09 15:44:00-04:00,188.37,188.41,188.37,188.39,0,4,0.0
2022-09-09 15:45:00-04:00,188.3,188.39,188.28,188.39,0,4,0.0
2022-09-09 15:46:00-04:00,188.4,188.4,188.37,188.38,0,4,0.0
2022-09-09 15:47:00-04:00,188.28,188.29,188.27,188.29,0,4,0.0
2022-09-09 15:48:00-04:00,188.28,188.28,188.19,188.28,0,4,0.0
2022-09-09 15:49:00-04:00,188.25,188.27,188.24,188.24,0,4,0.0
2022-09-09 15:50:00-04:00,188.13,188.13,188.09,188.09,0,4,0.0
2022-09-09 15:51:00-04:00,188.09,188.09,188.01,188.01,0,4,0.0
2022-09-09 15:52:00-04:00,188.09,188.12,188.05,188.12,0,4,0.0
2022-09-09 15:53:00-04:00,188.15,188.31,188.15,188.31,0,4,0.0
2022-09-09 15:54:00-04:00,188.38,188.41,188.29,188.29,0,4,0.0
2022-09-09 15:55:00-04:00,188.17,188.22,188.13,188.22,0,4,0.0
2022-09-09 15:56:00-04:00,188.19,188.2,188.16,188.2,0,4,0.0
2022-09-09 15:57:00-04:00,188.19,188.19,188.14,188.18,0,4,0.0
2022-09-09 15:58:00-04:00,188.17,188.28,188.17,188.28,0,4,0.0
2022-09-09 15:59:00-04:00,188.33,188.33,188.15,188.15,0,4,0.0
2022-09-09 16:00:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:01:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:02:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:03:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:04:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:05:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:06:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:07:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:08:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:09:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:10:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:11:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:12:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:13:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:14:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:15:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:16:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:17:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:18:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:19:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:20:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:21:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:22:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:23:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:24:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:25:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:26:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:27:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:28:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:29:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:30:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:31:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:32:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:33:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:34:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:35:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:36:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:37:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:38:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:39:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:40:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:41:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:42:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:43:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:44:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:45:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:46:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:47:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
2022-09-09 16:48:00-04:00,188.14,188.14,188.14,188.14,0,4,0.0
