,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index
,open,high,low,close,volume,num_trds,value
2022-08-22 09:31:00-04:00,2554.54,2555.18,2554.12,2555.18,0,4,0.0
2022-08-22 09:32:00-04:00,2553.39,2553.39,2551.24,2551.24,0,4,0.0
2022-08-22 09:33:00-04:00,2550.1,2550.67,2549.97,2550.06,0,4,0.0
2022-08-22 09:34:00-04:00,2548.73,2548.73,2545.33,2545.33,0,4,0.0
2022-08-22 09:35:00-04:00,2544.09,2544.47,2543.12,2544.47,0,4,0.0
2022-08-22 09:36:00-04:00,2544.66,2544.66,2543.76,2543.76,0,4,0.0
2022-08-22 09:37:00-04:00,2544.35,2544.35,2543.67,2544.26,0,4,0.0
2022-08-22 09:38:00-04:00,2544.68,2544.68,2544.13,2544.18,0,4,0.0
2022-08-22 09:39:00-04:00,2543.88,2543.91,2543.43,2543.43,0,4,0.0
2022-08-22 09:40:00-04:00,2542.01,2542.69,2542.01,2542.69,0,4,0.0
2022-08-22 09:41:00-04:00,2542.37,2542.91,2542.14,2542.14,0,4,0.0
2022-08-22 09:42:00-04:00,2542.55,2544.95,2542.55,2544.95,0,4,0.0
2022-08-22 09:43:00-04:00,2544.95,2548.22,2544.95,2548.22,0,4,0.0
2022-08-22 09:44:00-04:00,2548.88,2548.88,2547.67,2547.77,0,4,0.0
2022-08-22 09:45:00-04:00,2547.24,2547.27,2546.15,2547.27,0,4,0.0
2022-08-22 09:46:00-04:00,2547.14,2547.14,2545.73,2545.73,0,4,0.0
2022-08-22 09:47:00-04:00,2545.54,2545.78,2544.13,2544.13,0,4,0.0
2022-08-22 09:48:00-04:00,2543.51,2544.01,2542.85,2542.85,0,4,0.0
2022-08-22 09:49:00-04:00,2542.01,2542.44,2539.94,2539.94,0,4,0.0
2022-08-22 09:50:00-04:00,2539.18,2540.87,2539.18,2540.87,0,4,0.0
2022-08-22 09:51:00-04:00,2540.14,2540.26,2539.25,2539.25,0,4,0.0
2022-08-22 09:52:00-04:00,2539.6,2540.06,2539.41,2540.06,0,4,0.0
2022-08-22 09:53:00-04:00,2541.11,2542.51,2541.11,2542.51,0,4,0.0
2022-08-22 09:54:00-04:00,2543.04,2544.84,2543.04,2544.81,0,4,0.0
2022-08-22 09:55:00-04:00,2545.93,2546.48,2545.93,2546.48,0,4,0.0
2022-08-22 09:56:00-04:00,2545.9,2546.37,2545.82,2546.37,0,4,0.0
2022-08-22 09:57:00-04:00,2545.55,2546.2,2545.55,2545.9,0,4,0.0
2022-08-22 09:58:00-04:00,2546.04,2546.07,2545.5,2546.07,0,4,0.0
2022-08-22 09:59:00-04:00,2545.9,2545.9,2543.9,2543.9,0,4,0.0
2022-08-22 10:00:00-04:00,2542.3,2542.3,2541.61,2542.09,0,4,0.0
2022-08-22 10:01:00-04:00,2542.32,2542.32,2541.52,2541.52,0,4,0.0
2022-08-22 10:02:00-04:00,2541.05,2541.49,2540.43,2541.49,0,4,0.0
2022-08-22 10:03:00-04:00,2542.71,2542.74,2542.38,2542.74,0,4,0.0
2022-08-22 10:04:00-04:00,2543.59,2544.22,2543.59,2544.22,0,4,0.0
2022-08-22 10:05:00-04:00,2544.89,2545.42,2544.48,2545.42,0,4,0.0
2022-08-22 10:06:00-04:00,2545.43,2545.43,2544.59,2545.32,0,4,0.0
2022-08-22 10:07:00-04:00,2544.76,2544.76,2543.27,2543.27,0,4,0.0
2022-08-22 10:08:00-04:00,2542.21,2542.21,2541.15,2541.15,0,4,0.0
2022-08-22 10:09:00-04:00,2540.01,2542.21,2540.01,2542.21,0,4,0.0
2022-08-22 10:10:00-04:00,2542.58,2542.58,2539.49,2539.49,0,4,0.0
2022-08-22 10:11:00-04:00,2539.8,2540.42,2539.8,2539.88,0,4,0.0
2022-08-22 10:12:00-04:00,2539.02,2539.62,2539.02,2539.26,0,4,0.0
2022-08-22 10:13:00-04:00,2538.95,2539.53,2538.08,2538.08,0,4,0.0
2022-08-22 10:14:00-04:00,2538.97,2539.54,2538.97,2539.12,0,4,0.0
2022-08-22 10:15:00-04:00,2539.37,2539.37,2538.3,2538.44,0,4,0.0
2022-08-22 10:16:00-04:00,2539.51,2540.41,2539.51,2540.22,0,4,0.0
2022-08-22 10:17:00-04:00,2540.72,2540.72,2539.93,2539.93,0,4,0.0
2022-08-22 10:18:00-04:00,2538.34,2538.34,2537.5,2537.5,0,4,0.0
2022-08-22 10:19:00-04:00,2536.62,2537.59,2536.62,2537.35,0,4,0.0
2022-08-22 10:20:00-04:00,2536.69,2536.69,2536.47,2536.54,0,4,0.0
2022-08-22 10:21:00-04:00,2536.52,2536.52,2535.69,2536.04,0,4,0.0
2022-08-22 10:22:00-04:00,2535.58,2536.14,2535.42,2535.42,0,4,0.0
2022-08-22 10:23:00-04:00,2535.15,2535.15,2533.66,2533.66,0,4,0.0
2022-08-22 10:24:00-04:00,2534.01,2534.01,2532.88,2532.88,0,4,0.0
2022-08-22 10:25:00-04:00,2533.08,2533.96,2533.08,2533.87,0,4,0.0
2022-08-22 10:26:00-04:00,2534.98,2535.56,2534.98,2535.56,0,4,0.0
2022-08-22 10:27:00-04:00,2536.02,2536.79,2536.02,2536.79,0,4,0.0
2022-08-22 10:28:00-04:00,2536.26,2536.26,2535.27,2535.27,0,4,0.0
2022-08-22 10:29:00-04:00,2534.76,2535.12,2534.63,2534.63,0,4,0.0
2022-08-22 10:30:00-04:00,2533.66,2534.95,2533.66,2534.95,0,4,0.0
2022-08-22 10:31:00-04:00,2535.74,2535.74,2535.08,2535.08,0,4,0.0
2022-08-22 10:32:00-04:00,2534.22,2534.37,2534.04,2534.04,0,4,0.0
2022-08-22 10:33:00-04:00,2534.14,2534.32,2532.78,2532.78,0,4,0.0
2022-08-22 10:34:00-04:00,2532.19,2532.19,2531.11,2531.64,0,4,0.0
2022-08-22 10:35:00-04:00,2532.32,2532.69,2532.32,2532.46,0,4,0.0
2022-08-22 10:36:00-04:00,2533.9,2534.31,2533.71,2533.71,0,4,0.0
2022-08-22 10:37:00-04:00,2534.01,2534.24,2533.36,2533.36,0,4,0.0
2022-08-22 10:38:00-04:00,2533.62,2534.99,2533.62,2534.63,0,4,0.0
2022-08-22 10:39:00-04:00,2534.88,2534.97,2534.48,2534.48,0,4,0.0
2022-08-22 10:40:00-04:00,2534.72,2535.36,2534.72,2535.36,0,4,0.0
2022-08-22 10:41:00-04:00,2536.26,2536.37,2536.0,2536.18,0,4,0.0
2022-08-22 10:42:00-04:00,2537.12,2537.12,2536.55,2536.55,0,4,0.0
2022-08-22 10:43:00-04:00,2536.49,2536.49,2534.86,2534.86,0,4,0.0
2022-08-22 10:44:00-04:00,2534.57,2534.57,2533.56,2533.56,0,4,0.0
2022-08-22 10:45:00-04:00,2533.65,2534.94,2533.65,2534.94,0,4,0.0
2022-08-22 10:46:00-04:00,2535.07,2535.07,2534.81,2534.81,0,4,0.0
2022-08-22 10:47:00-04:00,2535.94,2536.04,2535.56,2535.88,0,4,0.0
2022-08-22 10:48:00-04:00,2535.9,2535.95,2535.56,2535.95,0,4,0.0
2022-08-22 10:49:00-04:00,2535.02,2535.02,2534.77,2534.77,0,4,0.0
2022-08-22 10:50:00-04:00,2534.5,2534.5,2533.98,2533.98,0,4,0.0
2022-08-22 10:51:00-04:00,2533.66,2533.66,2532.3,2532.3,0,4,0.0
2022-08-22 10:52:00-04:00,2532.23,2532.23,2531.44,2531.86,0,4,0.0
2022-08-22 10:53:00-04:00,2531.98,2531.98,2530.87,2530.87,0,4,0.0
2022-08-22 10:54:00-04:00,2530.41,2531.4,2530.41,2531.4,0,4,0.0
2022-08-22 10:55:00-04:00,2532.2,2532.2,2530.99,2531.06,0,4,0.0
2022-08-22 10:56:00-04:00,2530.84,2530.84,2529.72,2529.72,0,4,0.0
2022-08-22 10:57:00-04:00,2529.83,2529.83,2529.34,2529.52,0,4,0.0
2022-08-22 10:58:00-04:00,2529.46,2529.46,2528.4,2528.4,0,4,0.0
2022-08-22 10:59:00-04:00,2528.08,2528.26,2527.21,2527.21,0,4,0.0
2022-08-22 11:00:00-04:00,2527.36,2527.42,2527.13,2527.31,0,4,0.0
2022-08-22 11:01:00-04:00,2527.65,2528.44,2527.65,2528.01,0,4,0.0
2022-08-22 11:02:00-04:00,2528.02,2529.51,2528.02,2529.36,0,4,0.0
2022-08-22 11:03:00-04:00,2529.36,2530.49,2529.06,2530.49,0,4,0.0
2022-08-22 11:04:00-04:00,2530.04,2530.04,2529.33,2529.99,0,4,0.0
2022-08-22 11:05:00-04:00,2530.3,2530.3,2529.19,2529.99,0,4,0.0
2022-08-22 11:06:00-04:00,2530.19,2530.5,2529.94,2529.94,0,4,0.0
2022-08-22 11:07:00-04:00,2529.41,2529.41,2528.53,2528.53,0,4,0.0
2022-08-22 11:08:00-04:00,2528.76,2528.76,2528.54,2528.56,0,4,0.0
2022-08-22 11:09:00-04:00,2528.88,2528.88,2528.47,2528.55,0,4,0.0
2022-08-22 11:10:00-04:00,2528.94,2528.94,2527.93,2527.93,0,4,0.0
2022-08-22 11:11:00-04:00,2527.33,2527.52,2527.19,2527.19,0,4,0.0
2022-08-22 11:12:00-04:00,2527.14,2527.19,2526.08,2527.19,0,4,0.0
2022-08-22 11:13:00-04:00,2527.97,2528.77,2527.97,2528.77,0,4,0.0
2022-08-22 11:14:00-04:00,2528.47,2528.81,2528.47,2528.5,0,4,0.0
2022-08-22 11:15:00-04:00,2528.61,2529.44,2528.61,2529.44,0,4,0.0
2022-08-22 11:16:00-04:00,2529.83,2530.64,2529.83,2530.64,0,4,0.0
2022-08-22 11:17:00-04:00,2530.65,2530.65,2530.2,2530.2,0,4,0.0
2022-08-22 11:18:00-04:00,2530.08,2530.49,2530.08,2530.39,0,4,0.0
2022-08-22 11:19:00-04:00,2530.86,2531.16,2530.83,2530.86,0,4,0.0
2022-08-22 11:20:00-04:00,2531.25,2531.65,2531.1,2531.65,0,4,0.0
2022-08-22 11:21:00-04:00,2531.96,2532.24,2531.96,2532.24,0,4,0.0
2022-08-22 11:22:00-04:00,2532.4,2532.4,2531.76,2531.85,0,4,0.0
2022-08-22 11:23:00-04:00,2531.82,2532.18,2531.82,2532.05,0,4,0.0
2022-08-22 11:24:00-04:00,2532.11,2532.11,2531.0,2531.13,0,4,0.0
2022-08-22 11:25:00-04:00,2531.08,2531.08,2529.86,2529.89,0,4,0.0
2022-08-22 11:26:00-04:00,2530.67,2530.67,2530.14,2530.14,0,4,0.0
2022-08-22 11:27:00-04:00,2529.7,2529.8,2529.39,2529.8,0,4,0.0
2022-08-22 11:28:00-04:00,2529.5,2529.76,2529.22,2529.22,0,4,0.0
2022-08-22 11:29:00-04:00,2529.95,2529.95,2528.79,2528.79,0,4,0.0
2022-08-22 11:30:00-04:00,2528.99,2528.99,2528.15,2528.15,0,4,0.0
2022-08-22 11:31:00-04:00,2528.15,2529.02,2527.89,2529.02,0,4,0.0
2022-08-22 11:32:00-04:00,2530.18,2531.35,2530.11,2531.35,0,4,0.0
2022-08-22 11:33:00-04:00,2531.7,2532.2,2531.7,2532.2,0,4,0.0
2022-08-22 11:34:00-04:00,2532.49,2532.49,2531.85,2532.29,0,4,0.0
2022-08-22 11:35:00-04:00,2532.58,2532.8,2532.58,2532.61,0,4,0.0
2022-08-22 11:36:00-04:00,2532.6,2532.85,2532.6,2532.85,0,4,0.0
2022-08-22 11:37:00-04:00,2533.33,2533.33,2532.56,2532.56,0,4,0.0
2022-08-22 11:38:00-04:00,2532.27,2532.27,2531.63,2531.63,0,4,0.0
2022-08-22 11:39:00-04:00,2531.77,2531.96,2531.77,2531.96,0,4,0.0
2022-08-22 11:40:00-04:00,2532.24,2534.27,2532.24,2534.27,0,4,0.0
2022-08-22 11:41:00-04:00,2534.2,2534.2,2534.05,2534.05,0,4,0.0
2022-08-22 11:42:00-04:00,2534.56,2534.56,2534.06,2534.37,0,4,0.0
2022-08-22 11:43:00-04:00,2534.71,2534.71,2533.44,2533.44,0,4,0.0
2022-08-22 11:44:00-04:00,2532.84,2533.11,2532.7,2532.7,0,4,0.0
2022-08-22 11:45:00-04:00,2532.59,2533.69,2532.48,2533.69,0,4,0.0
2022-08-22 11:46:00-04:00,2533.92,2534.01,2533.92,2534.01,0,4,0.0
2022-08-22 11:47:00-04:00,2533.55,2533.55,2532.19,2532.19,0,4,0.0
2022-08-22 11:48:00-04:00,2531.8,2531.8,2531.53,2531.7,0,4,0.0
2022-08-22 11:49:00-04:00,2531.33,2532.61,2531.33,2532.61,0,4,0.0
2022-08-22 11:50:00-04:00,2532.8,2534.63,2532.8,2534.63,0,4,0.0
2022-08-22 11:51:00-04:00,2534.63,2535.55,2534.63,2534.82,0,4,0.0
2022-08-22 11:52:00-04:00,2535.17,2535.59,2535.17,2535.4,0,4,0.0
2022-08-22 11:53:00-04:00,2535.32,2535.53,2535.26,2535.37,0,4,0.0
2022-08-22 11:54:00-04:00,2535.44,2535.82,2535.44,2535.71,0,4,0.0
2022-08-22 11:55:00-04:00,2535.7,2536.39,2535.7,2536.39,0,4,0.0
2022-08-22 11:56:00-04:00,2536.07,2536.59,2536.07,2536.48,0,4,0.0
2022-08-22 11:57:00-04:00,2536.2,2536.83,2536.05,2536.05,0,4,0.0
2022-08-22 11:58:00-04:00,2535.9,2535.9,2534.6,2534.6,0,4,0.0
2022-08-22 11:59:00-04:00,2534.74,2535.87,2534.74,2535.73,0,4,0.0
2022-08-22 12:00:00-04:00,2535.49,2535.49,2534.91,2535.23,0,4,0.0
2022-08-22 12:01:00-04:00,2535.09,2536.61,2535.09,2536.61,0,4,0.0
2022-08-22 12:02:00-04:00,2536.77,2536.77,2535.96,2536.51,0,4,0.0
2022-08-22 12:03:00-04:00,2536.39,2536.54,2536.32,2536.32,0,4,0.0
2022-08-22 12:04:00-04:00,2535.76,2535.76,2534.88,2535.0,0,4,0.0
2022-08-22 12:05:00-04:00,2534.96,2535.16,2534.89,2535.16,0,4,0.0
2022-08-22 12:06:00-04:00,2535.38,2535.38,2535.29,2535.34,0,4,0.0
2022-08-22 12:07:00-04:00,2535.21,2535.21,2534.02,2534.02,0,4,0.0
2022-08-22 12:08:00-04:00,2533.11,2533.61,2533.11,2533.46,0,4,0.0
2022-08-22 12:09:00-04:00,2532.99,2533.17,2532.82,2532.82,0,4,0.0
2022-08-22 12:10:00-04:00,2533.11,2533.12,2532.81,2532.94,0,4,0.0
2022-08-22 12:11:00-04:00,2533.0,2533.39,2532.66,2532.66,0,4,0.0
2022-08-22 12:12:00-04:00,2532.56,2532.56,2532.23,2532.23,0,4,0.0
2022-08-22 12:13:00-04:00,2532.5,2533.18,2532.5,2532.82,0,4,0.0
2022-08-22 12:14:00-04:00,2532.26,2532.26,2531.65,2531.66,0,4,0.0
2022-08-22 12:15:00-04:00,2531.81,2532.41,2531.81,2532.41,0,4,0.0
2022-08-22 12:16:00-04:00,2532.88,2532.88,2531.76,2531.76,0,4,0.0
2022-08-22 12:17:00-04:00,2532.4,2532.68,2532.4,2532.45,0,4,0.0
2022-08-22 12:18:00-04:00,2532.47,2533.57,2532.47,2533.57,0,4,0.0
2022-08-22 12:19:00-04:00,2533.1,2533.22,2532.92,2533.1,0,4,0.0
2022-08-22 12:20:00-04:00,2533.29,2534.49,2533.29,2534.49,0,4,0.0
2022-08-22 12:21:00-04:00,2534.44,2534.85,2534.44,2534.85,0,4,0.0
2022-08-22 12:22:00-04:00,2535.0,2535.0,2534.31,2534.31,0,4,0.0
2022-08-22 12:23:00-04:00,2534.26,2534.78,2534.08,2534.78,0,4,0.0
2022-08-22 12:24:00-04:00,2535.06,2535.89,2535.06,2535.89,0,4,0.0
2022-08-22 12:25:00-04:00,2535.91,2536.1,2535.91,2536.02,0,4,0.0
2022-08-22 12:26:00-04:00,2535.87,2536.2,2535.71,2535.71,0,4,0.0
2022-08-22 12:27:00-04:00,2534.98,2534.98,2534.47,2534.47,0,4,0.0
2022-08-22 12:28:00-04:00,2533.9,2533.9,2532.98,2532.98,0,4,0.0
2022-08-22 12:29:00-04:00,2533.12,2533.12,2532.64,2532.91,0,4,0.0
2022-08-22 12:30:00-04:00,2533.05,2533.38,2532.67,2533.38,0,4,0.0
2022-08-22 12:31:00-04:00,2533.21,2533.21,2532.31,2532.31,0,4,0.0
2022-08-22 12:32:00-04:00,2532.08,2532.35,2532.02,2532.35,0,4,0.0
2022-08-22 12:33:00-04:00,2532.26,2532.76,2532.26,2532.76,0,4,0.0
2022-08-22 12:34:00-04:00,2532.42,2532.42,2531.98,2532.11,0,4,0.0
2022-08-22 12:35:00-04:00,2532.25,2532.71,2532.24,2532.71,0,4,0.0
2022-08-22 12:36:00-04:00,2532.9,2533.19,2532.9,2533.19,0,4,0.0
2022-08-22 12:37:00-04:00,2533.67,2534.45,2533.67,2534.45,0,4,0.0
2022-08-22 12:38:00-04:00,2534.46,2535.19,2534.4,2535.19,0,4,0.0
2022-08-22 12:39:00-04:00,2535.1,2535.54,2535.1,2535.33,0,4,0.0
2022-08-22 12:40:00-04:00,2534.98,2534.98,2534.2,2534.2,0,4,0.0
2022-08-22 12:41:00-04:00,2534.35,2534.36,2533.95,2533.95,0,4,0.0
2022-08-22 12:42:00-04:00,2533.81,2533.81,2533.29,2533.35,0,4,0.0
2022-08-22 12:43:00-04:00,2533.09,2533.18,2533.02,2533.15,0,4,0.0
2022-08-22 12:44:00-04:00,2533.02,2533.02,2531.99,2531.99,0,4,0.0
2022-08-22 12:45:00-04:00,2531.78,2531.78,2531.07,2531.19,0,4,0.0
2022-08-22 12:46:00-04:00,2531.38,2531.38,2530.49,2530.64,0,4,0.0
2022-08-22 12:47:00-04:00,2530.7,2531.0,2530.7,2530.96,0,4,0.0
2022-08-22 12:48:00-04:00,2531.48,2532.25,2531.48,2532.25,0,4,0.0
2022-08-22 12:49:00-04:00,2532.46,2532.94,2532.46,2532.53,0,4,0.0
2022-08-22 12:50:00-04:00,2532.03,2532.48,2532.0,2532.48,0,4,0.0
2022-08-22 12:51:00-04:00,2532.46,2532.54,2532.45,2532.45,0,4,0.0
2022-08-22 12:52:00-04:00,2532.82,2533.28,2532.82,2533.01,0,4,0.0
2022-08-22 12:53:00-04:00,2533.03,2533.17,2532.83,2532.83,0,4,0.0
2022-08-22 12:54:00-04:00,2532.67,2533.08,2532.67,2533.06,0,4,0.0
2022-08-22 12:55:00-04:00,2533.15,2533.15,2532.76,2532.86,0,4,0.0
2022-08-22 12:56:00-04:00,2532.94,2532.94,2532.45,2532.78,0,4,0.0
2022-08-22 12:57:00-04:00,2532.55,2532.55,2531.78,2531.78,0,4,0.0
2022-08-22 12:58:00-04:00,2532.05,2532.41,2532.05,2532.41,0,4,0.0
2022-08-22 12:59:00-04:00,2532.91,2533.42,2532.91,2533.42,0,4,0.0
2022-08-22 13:00:00-04:00,2533.46,2533.46,2532.6,2532.6,0,4,0.0
2022-08-22 13:01:00-04:00,2532.73,2533.9,2532.73,2533.69,0,4,0.0
2022-08-22 13:02:00-04:00,2533.6,2533.6,2532.7,2532.74,0,4,0.0
2022-08-22 13:03:00-04:00,2532.5,2532.5,2531.38,2531.38,0,4,0.0
2022-08-22 13:04:00-04:00,2531.12,2531.12,2530.28,2530.28,0,4,0.0
2022-08-22 13:05:00-04:00,2530.22,2530.22,2529.88,2529.88,0,4,0.0
2022-08-22 13:06:00-04:00,2529.72,2530.26,2529.69,2529.69,0,4,0.0
2022-08-22 13:07:00-04:00,2529.45,2529.99,2529.45,2529.47,0,4,0.0
2022-08-22 13:08:00-04:00,2529.55,2529.94,2529.55,2529.77,0,4,0.0
2022-08-22 13:09:00-04:00,2529.68,2530.25,2529.68,2530.02,0,4,0.0
2022-08-22 13:10:00-04:00,2530.18,2530.22,2529.93,2529.93,0,4,0.0
2022-08-22 13:11:00-04:00,2529.54,2529.54,2528.14,2528.42,0,4,0.0
2022-08-22 13:12:00-04:00,2528.58,2529.02,2528.54,2529.02,0,4,0.0
2022-08-22 13:13:00-04:00,2528.85,2529.09,2528.83,2528.97,0,4,0.0
2022-08-22 13:14:00-04:00,2529.09,2529.49,2529.09,2529.49,0,4,0.0
2022-08-22 13:15:00-04:00,2529.74,2529.74,2528.8,2528.8,0,4,0.0
2022-08-22 13:16:00-04:00,2528.71,2529.49,2528.71,2529.4,0,4,0.0
2022-08-22 13:17:00-04:00,2529.21,2529.59,2528.84,2528.84,0,4,0.0
2022-08-22 13:18:00-04:00,2528.96,2529.84,2528.96,2529.81,0,4,0.0
2022-08-22 13:19:00-04:00,2530.16,2530.16,2529.84,2529.84,0,4,0.0
2022-08-22 13:20:00-04:00,2529.82,2530.28,2529.82,2530.23,0,4,0.0
2022-08-22 13:21:00-04:00,2530.2,2530.2,2529.45,2529.63,0,4,0.0
2022-08-22 13:22:00-04:00,2529.67,2529.86,2529.65,2529.65,0,4,0.0
2022-08-22 13:23:00-04:00,2529.63,2529.63,2529.09,2529.09,0,4,0.0
2022-08-22 13:24:00-04:00,2528.88,2528.88,2528.23,2528.28,0,4,0.0
2022-08-22 13:25:00-04:00,2527.97,2527.97,2527.25,2527.25,0,4,0.0
2022-08-22 13:26:00-04:00,2527.11,2528.11,2527.11,2528.1,0,4,0.0
2022-08-22 13:27:00-04:00,2527.77,2527.91,2527.28,2527.42,0,4,0.0
2022-08-22 13:28:00-04:00,2526.76,2526.76,2526.57,2526.65,0,4,0.0
2022-08-22 13:29:00-04:00,2527.15,2527.15,2526.62,2526.62,0,4,0.0
2022-08-22 13:30:00-04:00,2526.54,2526.54,2526.13,2526.13,0,4,0.0
2022-08-22 13:31:00-04:00,2525.76,2525.76,2525.04,2525.04,0,4,0.0
2022-08-22 13:32:00-04:00,2524.68,2524.92,2524.58,2524.58,0,4,0.0
2022-08-22 13:33:00-04:00,2524.62,2524.78,2524.42,2524.42,0,4,0.0
2022-08-22 13:34:00-04:00,2524.39,2524.39,2523.84,2523.84,0,4,0.0
2022-08-22 13:35:00-04:00,2523.95,2524.05,2523.68,2523.68,0,4,0.0
2022-08-22 13:36:00-04:00,2523.93,2524.51,2523.93,2524.15,0,4,0.0
2022-08-22 13:37:00-04:00,2524.05,2524.31,2524.0,2524.31,0,4,0.0
2022-08-22 13:38:00-04:00,2524.51,2524.51,2524.05,2524.05,0,4,0.0
2022-08-22 13:39:00-04:00,2524.74,2524.74,2524.32,2524.32,0,4,0.0
2022-08-22 13:40:00-04:00,2524.22,2524.83,2524.22,2524.83,0,4,0.0
2022-08-22 13:41:00-04:00,2525.19,2525.22,2524.98,2525.22,0,4,0.0
2022-08-22 13:42:00-04:00,2525.4,2525.4,2525.15,2525.32,0,4,0.0
2022-08-22 13:43:00-04:00,2525.54,2525.69,2525.54,2525.69,0,4,0.0
2022-08-22 13:44:00-04:00,2525.33,2525.49,2525.33,2525.47,0,4,0.0
2022-08-22 13:45:00-04:00,2525.27,2525.49,2525.04,2525.04,0,4,0.0
2022-08-22 13:46:00-04:00,2525.7,2525.7,2524.9,2525.0,0,4,0.0
2022-08-22 13:47:00-04:00,2525.38,2525.38,2525.07,2525.18,0,4,0.0
2022-08-22 13:48:00-04:00,2525.79,2525.79,2525.32,2525.39,0,4,0.0
2022-08-22 13:49:00-04:00,2525.28,2525.46,2524.93,2524.93,0,4,0.0
2022-08-22 13:50:00-04:00,2524.54,2525.06,2524.54,2524.94,0,4,0.0
2022-08-22 13:51:00-04:00,2524.98,2525.49,2524.98,2525.01,0,4,0.0
2022-08-22 13:52:00-04:00,2524.79,2524.79,2524.5,2524.73,0,4,0.0
2022-08-22 13:53:00-04:00,2524.5,2524.59,2524.48,2524.56,0,4,0.0
2022-08-22 13:54:00-04:00,2524.93,2525.27,2524.93,2524.96,0,4,0.0
2022-08-22 13:55:00-04:00,2524.95,2524.95,2524.39,2524.39,0,4,0.0
2022-08-22 13:56:00-04:00,2524.37,2524.37,2523.88,2524.0,0,4,0.0
2022-08-22 13:57:00-04:00,2523.91,2524.05,2523.69,2524.02,0,4,0.0
2022-08-22 13:58:00-04:00,2523.66,2523.66,2523.31,2523.31,0,4,0.0
2022-08-22 13:59:00-04:00,2523.3,2523.99,2523.3,2523.71,0,4,0.0
2022-08-22 14:00:00-04:00,2523.46,2523.51,2523.16,2523.51,0,4,0.0
2022-08-22 14:01:00-04:00,2523.64,2523.64,2523.29,2523.29,0,4,0.0
2022-08-22 14:02:00-04:00,2522.86,2523.0,2522.54,2522.88,0,4,0.0
2022-08-22 14:03:00-04:00,2522.43,2522.43,2522.19,2522.19,0,4,0.0
2022-08-22 14:04:00-04:00,2522.22,2522.48,2522.09,2522.09,0,4,0.0
2022-08-22 14:05:00-04:00,2522.28,2523.41,2522.25,2523.41,0,4,0.0
2022-08-22 14:06:00-04:00,2523.82,2523.92,2523.4,2523.92,0,4,0.0
2022-08-22 14:07:00-04:00,2523.77,2524.2,2523.77,2524.0,0,4,0.0
2022-08-22 14:08:00-04:00,2523.53,2523.53,2523.08,2523.17,0,4,0.0
2022-08-22 14:09:00-04:00,2523.17,2523.17,2522.47,2522.47,0,4,0.0
2022-08-22 14:10:00-04:00,2522.48,2522.84,2522.32,2522.32,0,4,0.0
2022-08-22 14:11:00-04:00,2522.52,2522.61,2522.41,2522.41,0,4,0.0
2022-08-22 14:12:00-04:00,2522.45,2523.14,2522.34,2523.14,0,4,0.0
2022-08-22 14:13:00-04:00,2523.18,2523.88,2523.07,2523.88,0,4,0.0
2022-08-22 14:14:00-04:00,2523.64,2523.93,2523.64,2523.93,0,4,0.0
2022-08-22 14:15:00-04:00,2523.89,2523.89,2523.53,2523.53,0,4,0.0
2022-08-22 14:16:00-04:00,2522.92,2523.64,2522.86,2523.64,0,4,0.0
2022-08-22 14:17:00-04:00,2523.89,2524.09,2523.37,2523.37,0,4,0.0
2022-08-22 14:18:00-04:00,2523.34,2523.45,2523.2,2523.45,0,4,0.0
2022-08-22 14:19:00-04:00,2523.49,2524.03,2523.49,2524.03,0,4,0.0
2022-08-22 14:20:00-04:00,2524.45,2524.45,2524.02,2524.09,0,4,0.0
2022-08-22 14:21:00-04:00,2524.51,2524.51,2524.3,2524.31,0,4,0.0
2022-08-22 14:22:00-04:00,2524.48,2524.48,2524.2,2524.3,0,4,0.0
2022-08-22 14:23:00-04:00,2524.17,2524.39,2523.81,2523.81,0,4,0.0
2022-08-22 14:24:00-04:00,2523.33,2523.33,2523.11,2523.11,0,4,0.0
2022-08-22 14:25:00-04:00,2523.29,2523.44,2523.23,2523.23,0,4,0.0
2022-08-22 14:26:00-04:00,2523.98,2523.98,2522.81,2522.81,0,4,0.0
2022-08-22 14:27:00-04:00,2522.43,2522.43,2521.82,2521.97,0,4,0.0
2022-08-22 14:28:00-04:00,2521.99,2522.23,2521.95,2522.23,0,4,0.0
2022-08-22 14:29:00-04:00,2522.07,2522.07,2521.26,2521.28,0,4,0.0
2022-08-22 14:30:00-04:00,2520.72,2521.4,2520.72,2521.4,0,4,0.0
2022-08-22 14:31:00-04:00,2521.01,2521.01,2520.16,2520.16,0,4,0.0
2022-08-22 14:32:00-04:00,2519.91,2519.91,2519.02,2519.38,0,4,0.0
2022-08-22 14:33:00-04:00,2519.71,2520.14,2519.61,2519.61,0,4,0.0
2022-08-22 14:34:00-04:00,2519.28,2519.28,2518.84,2518.84,0,4,0.0
2022-08-22 14:35:00-04:00,2518.85,2519.21,2518.85,2519.2,0,4,0.0
2022-08-22 14:36:00-04:00,2518.85,2518.85,2518.2,2518.2,0,4,0.0
2022-08-22 14:37:00-04:00,2518.83,2519.4,2518.83,2518.92,0,4,0.0
2022-08-22 14:38:00-04:00,2518.93,2518.93,2518.63,2518.63,0,4,0.0
2022-08-22 14:39:00-04:00,2518.71,2518.71,2518.37,2518.41,0,4,0.0
