,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index
,open,high,low,close,volume,num_trds,value
2022-08-22 09:31:00-04:00,572.08,572.08,570.73,570.73,0,4,0.0
2022-08-22 09:32:00-04:00,570.43,570.67,570.14,570.14,0,4,0.0
2022-08-22 09:33:00-04:00,570.35,570.35,570.13,570.13,0,4,0.0
2022-08-22 09:34:00-04:00,570.26,570.26,569.77,569.78,0,4,0.0
2022-08-22 09:35:00-04:00,570.31,570.31,569.89,569.89,0,4,0.0
2022-08-22 09:36:00-04:00,569.88,570.18,569.85,570.18,0,4,0.0
2022-08-22 09:37:00-04:00,570.16,570.38,570.16,570.38,0,4,0.0
2022-08-22 09:38:00-04:00,570.42,570.48,570.42,570.44,0,4,0.0
2022-08-22 09:39:00-04:00,570.48,570.6,570.39,570.39,0,4,0.0
2022-08-22 09:40:00-04:00,570.44,570.46,569.95,569.95,0,4,0.0
2022-08-22 09:41:00-04:00,569.87,569.89,569.72,569.75,0,4,0.0
2022-08-22 09:42:00-04:00,569.74,570.1,569.74,570.1,0,4,0.0
2022-08-22 09:43:00-04:00,570.21,570.54,570.21,570.54,0,4,0.0
2022-08-22 09:44:00-04:00,570.64,570.64,570.47,570.47,0,4,0.0
2022-08-22 09:45:00-04:00,570.5,570.74,570.5,570.61,0,4,0.0
2022-08-22 09:46:00-04:00,570.61,570.79,570.61,570.77,0,4,0.0
2022-08-22 09:47:00-04:00,570.87,571.06,570.87,570.88,0,4,0.0
2022-08-22 09:48:00-04:00,570.84,570.84,570.51,570.59,0,4,0.0
2022-08-22 09:49:00-04:00,570.43,570.56,570.33,570.33,0,4,0.0
2022-08-22 09:50:00-04:00,570.12,570.12,570.04,570.06,0,4,0.0
2022-08-22 09:51:00-04:00,570.17,570.27,570.04,570.04,0,4,0.0
2022-08-22 09:52:00-04:00,569.97,569.97,569.91,569.94,0,4,0.0
2022-08-22 09:53:00-04:00,569.83,569.83,569.69,569.69,0,4,0.0
2022-08-22 09:54:00-04:00,569.68,569.88,569.68,569.88,0,4,0.0
2022-08-22 09:55:00-04:00,569.9,569.92,569.82,569.92,0,4,0.0
2022-08-22 09:56:00-04:00,569.94,570.19,569.94,570.19,0,4,0.0
2022-08-22 09:57:00-04:00,570.23,570.38,570.23,570.38,0,4,0.0
2022-08-22 09:58:00-04:00,570.42,570.55,570.42,570.55,0,4,0.0
2022-08-22 09:59:00-04:00,570.6,570.85,570.6,570.82,0,4,0.0
2022-08-22 10:00:00-04:00,570.53,570.53,570.42,570.51,0,4,0.0
2022-08-22 10:01:00-04:00,570.5,570.5,570.38,570.38,0,4,0.0
2022-08-22 10:02:00-04:00,570.28,570.3,570.16,570.16,0,4,0.0
2022-08-22 10:03:00-04:00,570.13,570.25,570.13,570.25,0,4,0.0
2022-08-22 10:04:00-04:00,570.39,570.4,570.37,570.39,0,4,0.0
2022-08-22 10:05:00-04:00,570.35,570.35,570.17,570.17,0,4,0.0
2022-08-22 10:06:00-04:00,570.28,570.3,570.17,570.17,0,4,0.0
2022-08-22 10:07:00-04:00,570.14,570.14,570.01,570.01,0,4,0.0
2022-08-22 10:08:00-04:00,569.88,569.91,569.86,569.86,0,4,0.0
2022-08-22 10:09:00-04:00,569.63,569.78,569.54,569.78,0,4,0.0
2022-08-22 10:10:00-04:00,569.85,569.92,569.75,569.75,0,4,0.0
2022-08-22 10:11:00-04:00,569.76,569.76,569.68,569.68,0,4,0.0
2022-08-22 10:12:00-04:00,569.55,569.65,569.46,569.65,0,4,0.0
2022-08-22 10:13:00-04:00,569.65,569.67,569.6,569.6,0,4,0.0
2022-08-22 10:14:00-04:00,569.51,569.53,569.5,569.53,0,4,0.0
2022-08-22 10:15:00-04:00,569.48,569.48,569.12,569.12,0,4,0.0
2022-08-22 10:16:00-04:00,569.14,569.23,569.12,569.23,0,4,0.0
2022-08-22 10:17:00-04:00,569.26,569.27,569.23,569.27,0,4,0.0
2022-08-22 10:18:00-04:00,569.22,569.22,569.14,569.15,0,4,0.0
2022-08-22 10:19:00-04:00,569.09,569.09,568.97,568.97,0,4,0.0
2022-08-22 10:20:00-04:00,568.96,569.02,568.91,568.91,0,4,0.0
2022-08-22 10:21:00-04:00,568.81,568.81,568.75,568.75,0,4,0.0
2022-08-22 10:22:00-04:00,568.78,568.79,568.71,568.71,0,4,0.0
2022-08-22 10:23:00-04:00,568.65,568.65,568.42,568.42,0,4,0.0
2022-08-22 10:24:00-04:00,568.39,568.39,568.23,568.23,0,4,0.0
2022-08-22 10:25:00-04:00,568.17,568.22,568.17,568.22,0,4,0.0
2022-08-22 10:26:00-04:00,568.31,568.37,568.28,568.28,0,4,0.0
2022-08-22 10:27:00-04:00,568.36,568.44,568.36,568.44,0,4,0.0
2022-08-22 10:28:00-04:00,568.34,568.34,568.24,568.24,0,4,0.0
2022-08-22 10:29:00-04:00,568.25,568.25,568.16,568.16,0,4,0.0
2022-08-22 10:30:00-04:00,568.16,568.23,568.16,568.23,0,4,0.0
2022-08-22 10:31:00-04:00,568.26,568.35,568.26,568.35,0,4,0.0
2022-08-22 10:32:00-04:00,568.3,568.3,568.18,568.18,0,4,0.0
2022-08-22 10:33:00-04:00,568.11,568.21,568.11,568.13,0,4,0.0
2022-08-22 10:34:00-04:00,568.08,568.08,567.88,567.98,0,4,0.0
2022-08-22 10:35:00-04:00,568.01,568.11,567.99,567.99,0,4,0.0
2022-08-22 10:36:00-04:00,568.21,568.39,568.21,568.26,0,4,0.0
2022-08-22 10:37:00-04:00,568.3,568.37,568.3,568.31,0,4,0.0
2022-08-22 10:38:00-04:00,568.38,568.44,568.38,568.39,0,4,0.0
2022-08-22 10:39:00-04:00,568.4,568.53,568.4,568.53,0,4,0.0
2022-08-22 10:40:00-04:00,568.62,568.7,568.62,568.67,0,4,0.0
2022-08-22 10:41:00-04:00,568.74,568.81,568.74,568.78,0,4,0.0
2022-08-22 10:42:00-04:00,568.76,568.76,568.67,568.67,0,4,0.0
2022-08-22 10:43:00-04:00,568.68,568.68,568.55,568.57,0,4,0.0
2022-08-22 10:44:00-04:00,568.49,568.49,568.47,568.47,0,4,0.0
2022-08-22 10:45:00-04:00,568.45,568.68,568.45,568.68,0,4,0.0
2022-08-22 10:46:00-04:00,568.72,568.88,568.72,568.87,0,4,0.0
2022-08-22 10:47:00-04:00,568.96,569.07,568.96,569.07,0,4,0.0
2022-08-22 10:48:00-04:00,569.11,569.11,569.06,569.1,0,4,0.0
2022-08-22 10:49:00-04:00,569.09,569.09,569.03,569.05,0,4,0.0
2022-08-22 10:50:00-04:00,569.02,569.02,568.8,568.8,0,4,0.0
2022-08-22 10:51:00-04:00,568.79,568.79,568.72,568.78,0,4,0.0
2022-08-22 10:52:00-04:00,568.62,568.62,568.5,568.51,0,4,0.0
2022-08-22 10:53:00-04:00,568.5,568.51,568.43,568.43,0,4,0.0
2022-08-22 10:54:00-04:00,568.42,568.58,568.42,568.58,0,4,0.0
2022-08-22 10:55:00-04:00,568.7,568.7,568.58,568.58,0,4,0.0
2022-08-22 10:56:00-04:00,568.59,568.59,568.33,568.33,0,4,0.0
2022-08-22 10:57:00-04:00,568.31,568.31,568.27,568.27,0,4,0.0
2022-08-22 10:58:00-04:00,568.19,568.24,568.19,568.24,0,4,0.0
2022-08-22 10:59:00-04:00,568.22,568.32,568.22,568.32,0,4,0.0
2022-08-22 11:00:00-04:00,568.4,568.51,568.37,568.51,0,4,0.0
2022-08-22 11:01:00-04:00,568.6,568.74,568.6,568.74,0,4,0.0
2022-08-22 11:02:00-04:00,568.77,569.03,568.77,569.03,0,4,0.0
2022-08-22 11:03:00-04:00,569.07,569.27,569.07,569.27,0,4,0.0
2022-08-22 11:04:00-04:00,569.21,569.22,569.17,569.22,0,4,0.0
2022-08-22 11:05:00-04:00,569.32,569.32,569.27,569.29,0,4,0.0
2022-08-22 11:06:00-04:00,569.36,569.51,569.36,569.49,0,4,0.0
2022-08-22 11:07:00-04:00,569.48,569.48,569.37,569.37,0,4,0.0
2022-08-22 11:08:00-04:00,569.37,569.39,569.37,569.38,0,4,0.0
2022-08-22 11:09:00-04:00,569.39,569.41,569.39,569.41,0,4,0.0
2022-08-22 11:10:00-04:00,569.4,569.51,569.4,569.51,0,4,0.0
2022-08-22 11:11:00-04:00,569.48,569.5,569.44,569.44,0,4,0.0
2022-08-22 11:12:00-04:00,569.43,569.43,569.34,569.36,0,4,0.0
2022-08-22 11:13:00-04:00,569.41,569.64,569.41,569.64,0,4,0.0
2022-08-22 11:14:00-04:00,569.74,569.87,569.74,569.87,0,4,0.0
2022-08-22 11:15:00-04:00,569.96,570.07,569.96,570.07,0,4,0.0
2022-08-22 11:16:00-04:00,570.05,570.11,570.05,570.11,0,4,0.0
2022-08-22 11:17:00-04:00,570.13,570.13,570.03,570.03,0,4,0.0
2022-08-22 11:18:00-04:00,570.0,570.0,569.97,570.0,0,4,0.0
2022-08-22 11:19:00-04:00,570.0,570.02,570.0,570.02,0,4,0.0
2022-08-22 11:20:00-04:00,570.05,570.23,570.05,570.23,0,4,0.0
2022-08-22 11:21:00-04:00,570.27,570.33,570.26,570.33,0,4,0.0
2022-08-22 11:22:00-04:00,570.34,570.34,570.22,570.22,0,4,0.0
2022-08-22 11:23:00-04:00,570.21,570.25,570.21,570.21,0,4,0.0
2022-08-22 11:24:00-04:00,570.17,570.22,570.17,570.22,0,4,0.0
2022-08-22 11:25:00-04:00,570.22,570.22,569.97,569.97,0,4,0.0
2022-08-22 11:26:00-04:00,570.07,570.07,570.05,570.05,0,4,0.0
2022-08-22 11:27:00-04:00,569.96,569.96,569.89,569.91,0,4,0.0
2022-08-22 11:28:00-04:00,569.84,569.97,569.84,569.97,0,4,0.0
2022-08-22 11:29:00-04:00,570.01,570.06,569.99,569.99,0,4,0.0
2022-08-22 11:30:00-04:00,570.06,570.06,569.98,569.98,0,4,0.0
2022-08-22 11:31:00-04:00,569.99,570.04,569.98,570.04,0,4,0.0
2022-08-22 11:32:00-04:00,570.14,570.31,570.14,570.31,0,4,0.0
2022-08-22 11:33:00-04:00,570.31,570.41,570.31,570.41,0,4,0.0
2022-08-22 11:34:00-04:00,570.43,570.43,570.39,570.39,0,4,0.0
2022-08-22 11:35:00-04:00,570.5,570.56,570.5,570.56,0,4,0.0
2022-08-22 11:36:00-04:00,570.58,570.64,570.58,570.64,0,4,0.0
2022-08-22 11:37:00-04:00,570.7,570.7,570.48,570.48,0,4,0.0
2022-08-22 11:38:00-04:00,570.43,570.43,570.22,570.22,0,4,0.0
2022-08-22 11:39:00-04:00,570.18,570.23,570.18,570.2,0,4,0.0
2022-08-22 11:40:00-04:00,570.23,570.39,570.23,570.39,0,4,0.0
2022-08-22 11:41:00-04:00,570.4,570.44,570.4,570.44,0,4,0.0
2022-08-22 11:42:00-04:00,570.52,570.52,570.5,570.5,0,4,0.0
2022-08-22 11:43:00-04:00,570.5,570.56,570.5,570.53,0,4,0.0
2022-08-22 11:44:00-04:00,570.46,570.46,570.4,570.4,0,4,0.0
2022-08-22 11:45:00-04:00,570.34,570.35,570.33,570.33,0,4,0.0
2022-08-22 11:46:00-04:00,570.38,570.42,570.37,570.41,0,4,0.0
2022-08-22 11:47:00-04:00,570.36,570.36,570.04,570.04,0,4,0.0
2022-08-22 11:48:00-04:00,569.95,569.95,569.85,569.85,0,4,0.0
2022-08-22 11:49:00-04:00,569.82,569.93,569.8,569.93,0,4,0.0
2022-08-22 11:50:00-04:00,569.89,570.01,569.86,570.01,0,4,0.0
2022-08-22 11:51:00-04:00,570.01,570.03,569.94,569.94,0,4,0.0
2022-08-22 11:52:00-04:00,569.91,569.91,569.81,569.82,0,4,0.0
2022-08-22 11:53:00-04:00,569.78,570.01,569.78,570.01,0,4,0.0
2022-08-22 11:54:00-04:00,570.03,570.11,570.03,570.11,0,4,0.0
2022-08-22 11:55:00-04:00,570.1,570.26,570.1,570.26,0,4,0.0
2022-08-22 11:56:00-04:00,570.27,570.43,570.27,570.43,0,4,0.0
2022-08-22 11:57:00-04:00,570.4,570.55,570.4,570.52,0,4,0.0
2022-08-22 11:58:00-04:00,570.45,570.45,570.29,570.29,0,4,0.0
2022-08-22 11:59:00-04:00,570.29,570.31,570.26,570.3,0,4,0.0
2022-08-22 12:00:00-04:00,570.31,570.31,570.28,570.31,0,4,0.0
2022-08-22 12:01:00-04:00,570.31,570.42,570.28,570.42,0,4,0.0
2022-08-22 12:02:00-04:00,570.48,570.62,570.47,570.62,0,4,0.0
2022-08-22 12:03:00-04:00,570.66,570.73,570.66,570.73,0,4,0.0
2022-08-22 12:04:00-04:00,570.69,570.69,570.59,570.59,0,4,0.0
2022-08-22 12:05:00-04:00,570.58,570.58,570.5,570.53,0,4,0.0
2022-08-22 12:06:00-04:00,570.55,570.55,570.51,570.54,0,4,0.0
2022-08-22 12:07:00-04:00,570.54,570.54,570.34,570.34,0,4,0.0
2022-08-22 12:08:00-04:00,570.1,570.15,570.1,570.15,0,4,0.0
2022-08-22 12:09:00-04:00,570.05,570.06,570.01,570.01,0,4,0.0
2022-08-22 12:10:00-04:00,569.96,569.98,569.9,569.9,0,4,0.0
2022-08-22 12:11:00-04:00,569.9,569.91,569.84,569.84,0,4,0.0
2022-08-22 12:12:00-04:00,569.83,569.83,569.73,569.73,0,4,0.0
2022-08-22 12:13:00-04:00,569.79,569.86,569.79,569.84,0,4,0.0
2022-08-22 12:14:00-04:00,569.79,569.79,569.65,569.65,0,4,0.0
2022-08-22 12:15:00-04:00,569.67,569.73,569.67,569.73,0,4,0.0
2022-08-22 12:16:00-04:00,569.73,569.73,569.7,569.7,0,4,0.0
2022-08-22 12:17:00-04:00,569.69,569.79,569.69,569.79,0,4,0.0
2022-08-22 12:18:00-04:00,569.81,569.94,569.81,569.94,0,4,0.0
2022-08-22 12:19:00-04:00,569.94,570.0,569.94,570.0,0,4,0.0
2022-08-22 12:20:00-04:00,570.02,570.13,570.02,570.13,0,4,0.0
2022-08-22 12:21:00-04:00,570.16,570.34,570.16,570.34,0,4,0.0
2022-08-22 12:22:00-04:00,570.41,570.41,570.38,570.38,0,4,0.0
2022-08-22 12:23:00-04:00,570.37,570.37,570.31,570.37,0,4,0.0
2022-08-22 12:24:00-04:00,570.4,570.54,570.4,570.54,0,4,0.0
2022-08-22 12:25:00-04:00,570.58,570.65,570.58,570.64,0,4,0.0
2022-08-22 12:26:00-04:00,570.57,570.58,570.44,570.44,0,4,0.0
2022-08-22 12:27:00-04:00,570.34,570.34,570.18,570.18,0,4,0.0
2022-08-22 12:28:00-04:00,570.12,570.12,569.86,569.86,0,4,0.0
2022-08-22 12:29:00-04:00,569.86,569.88,569.85,569.85,0,4,0.0
2022-08-22 12:30:00-04:00,569.83,569.87,569.82,569.87,0,4,0.0
2022-08-22 12:31:00-04:00,569.88,569.89,569.81,569.81,0,4,0.0
2022-08-22 12:32:00-04:00,569.81,569.85,569.81,569.85,0,4,0.0
2022-08-22 12:33:00-04:00,569.86,570.02,569.86,570.02,0,4,0.0
2022-08-22 12:34:00-04:00,570.0,570.01,569.99,570.01,0,4,0.0
2022-08-22 12:35:00-04:00,570.0,570.06,569.97,570.06,0,4,0.0
2022-08-22 12:36:00-04:00,570.08,570.08,570.05,570.06,0,4,0.0
2022-08-22 12:37:00-04:00,570.07,570.09,570.06,570.09,0,4,0.0
2022-08-22 12:38:00-04:00,570.05,570.25,570.05,570.25,0,4,0.0
2022-08-22 12:39:00-04:00,570.26,570.27,570.24,570.24,0,4,0.0
2022-08-22 12:40:00-04:00,570.2,570.2,569.97,569.97,0,4,0.0
2022-08-22 12:41:00-04:00,569.96,569.96,569.93,569.93,0,4,0.0
2022-08-22 12:42:00-04:00,569.88,569.88,569.8,569.8,0,4,0.0
2022-08-22 12:43:00-04:00,569.79,569.86,569.79,569.84,0,4,0.0
2022-08-22 12:44:00-04:00,569.8,569.8,569.56,569.56,0,4,0.0
2022-08-22 12:45:00-04:00,569.56,569.56,569.41,569.43,0,4,0.0
2022-08-22 12:46:00-04:00,569.48,569.48,569.42,569.42,0,4,0.0
2022-08-22 12:47:00-04:00,569.43,569.5,569.43,569.5,0,4,0.0
2022-08-22 12:48:00-04:00,569.57,569.66,569.57,569.66,0,4,0.0
2022-08-22 12:49:00-04:00,569.7,569.74,569.7,569.74,0,4,0.0
2022-08-22 12:50:00-04:00,569.71,569.71,569.66,569.66,0,4,0.0
2022-08-22 12:51:00-04:00,569.65,569.7,569.65,569.7,0,4,0.0
2022-08-22 12:52:00-04:00,569.72,569.78,569.72,569.78,0,4,0.0
2022-08-22 12:53:00-04:00,569.81,569.81,569.77,569.81,0,4,0.0
2022-08-22 12:54:00-04:00,569.76,569.84,569.76,569.84,0,4,0.0
2022-08-22 12:55:00-04:00,569.85,569.89,569.85,569.89,0,4,0.0
2022-08-22 12:56:00-04:00,569.91,569.93,569.91,569.93,0,4,0.0
2022-08-22 12:57:00-04:00,569.93,569.96,569.87,569.87,0,4,0.0
2022-08-22 12:58:00-04:00,569.86,569.96,569.86,569.96,0,4,0.0
2022-08-22 12:59:00-04:00,569.98,570.07,569.98,570.07,0,4,0.0
2022-08-22 13:00:00-04:00,570.09,570.09,569.86,569.86,0,4,0.0
2022-08-22 13:01:00-04:00,569.84,569.87,569.82,569.87,0,4,0.0
2022-08-22 13:02:00-04:00,569.9,569.9,569.86,569.86,0,4,0.0
2022-08-22 13:03:00-04:00,569.86,569.86,569.73,569.73,0,4,0.0
2022-08-22 13:04:00-04:00,569.67,569.67,569.59,569.59,0,4,0.0
2022-08-22 13:05:00-04:00,569.59,569.6,569.49,569.49,0,4,0.0
2022-08-22 13:06:00-04:00,569.48,569.52,569.48,569.52,0,4,0.0
2022-08-22 13:07:00-04:00,569.52,569.55,569.52,569.53,0,4,0.0
2022-08-22 13:08:00-04:00,569.49,569.49,569.45,569.46,0,4,0.0
2022-08-22 13:09:00-04:00,569.44,569.47,569.44,569.45,0,4,0.0
2022-08-22 13:10:00-04:00,569.45,569.45,569.36,569.36,0,4,0.0
2022-08-22 13:11:00-04:00,569.24,569.24,569.07,569.07,0,4,0.0
2022-08-22 13:12:00-04:00,569.06,569.07,569.03,569.07,0,4,0.0
2022-08-22 13:13:00-04:00,568.97,569.02,568.97,569.02,0,4,0.0
2022-08-22 13:14:00-04:00,569.06,569.18,569.06,569.18,0,4,0.0
2022-08-22 13:15:00-04:00,569.19,569.19,568.99,568.99,0,4,0.0
2022-08-22 13:16:00-04:00,568.96,569.09,568.96,569.08,0,4,0.0
2022-08-22 13:17:00-04:00,569.04,569.07,569.01,569.01,0,4,0.0
2022-08-22 13:18:00-04:00,568.97,569.07,568.97,569.07,0,4,0.0
2022-08-22 13:19:00-04:00,569.08,569.11,569.08,569.11,0,4,0.0
2022-08-22 13:20:00-04:00,569.1,569.18,569.08,569.18,0,4,0.0
2022-08-22 13:21:00-04:00,569.18,569.18,569.14,569.14,0,4,0.0
2022-08-22 13:22:00-04:00,569.14,569.14,569.09,569.1,0,4,0.0
2022-08-22 13:23:00-04:00,569.08,569.09,569.05,569.05,0,4,0.0
2022-08-22 13:24:00-04:00,569.0,569.0,568.83,568.86,0,4,0.0
2022-08-22 13:25:00-04:00,568.84,568.86,568.78,568.86,0,4,0.0
2022-08-22 13:26:00-04:00,568.85,568.99,568.85,568.99,0,4,0.0
2022-08-22 13:27:00-04:00,569.0,569.03,568.97,569.0,0,4,0.0
2022-08-22 13:28:00-04:00,568.93,568.93,568.82,568.82,0,4,0.0
2022-08-22 13:29:00-04:00,568.87,568.87,568.85,568.85,0,4,0.0
2022-08-22 13:30:00-04:00,568.81,568.81,568.77,568.77,0,4,0.0
2022-08-22 13:31:00-04:00,568.63,568.63,568.46,568.46,0,4,0.0
2022-08-22 13:32:00-04:00,568.41,568.41,568.28,568.28,0,4,0.0
2022-08-22 13:33:00-04:00,568.29,568.29,568.21,568.21,0,4,0.0
2022-08-22 13:34:00-04:00,568.2,568.2,568.03,568.03,0,4,0.0
2022-08-22 13:35:00-04:00,568.02,568.02,567.73,567.73,0,4,0.0
2022-08-22 13:36:00-04:00,567.68,567.79,567.68,567.76,0,4,0.0
2022-08-22 13:37:00-04:00,567.72,567.86,567.72,567.86,0,4,0.0
2022-08-22 13:38:00-04:00,567.95,567.99,567.95,567.99,0,4,0.0
2022-08-22 13:39:00-04:00,568.01,568.03,568.0,568.0,0,4,0.0
2022-08-22 13:40:00-04:00,567.96,568.03,567.96,568.01,0,4,0.0
2022-08-22 13:41:00-04:00,568.05,568.12,568.05,568.12,0,4,0.0
2022-08-22 13:42:00-04:00,568.15,568.15,568.13,568.13,0,4,0.0
2022-08-22 13:43:00-04:00,568.16,568.16,568.11,568.11,0,4,0.0
2022-08-22 13:44:00-04:00,568.09,568.09,568.07,568.08,0,4,0.0
2022-08-22 13:45:00-04:00,568.14,568.16,568.07,568.07,0,4,0.0
2022-08-22 13:46:00-04:00,568.1,568.1,567.91,567.91,0,4,0.0
2022-08-22 13:47:00-04:00,567.91,568.0,567.91,568.0,0,4,0.0
2022-08-22 13:48:00-04:00,568.04,568.06,568.04,568.05,0,4,0.0
2022-08-22 13:49:00-04:00,568.02,568.11,568.02,568.11,0,4,0.0
2022-08-22 13:50:00-04:00,568.06,568.08,568.02,568.08,0,4,0.0
2022-08-22 13:51:00-04:00,568.11,568.13,568.08,568.08,0,4,0.0
2022-08-22 13:52:00-04:00,568.04,568.05,568.01,568.05,0,4,0.0
2022-08-22 13:53:00-04:00,568.05,568.09,568.05,568.06,0,4,0.0
2022-08-22 13:54:00-04:00,568.09,568.15,568.09,568.13,0,4,0.0
2022-08-22 13:55:00-04:00,568.09,568.09,567.9,567.9,0,4,0.0
2022-08-22 13:56:00-04:00,567.87,567.87,567.81,567.84,0,4,0.0
2022-08-22 13:57:00-04:00,567.83,567.83,567.81,567.82,0,4,0.0
2022-08-22 13:58:00-04:00,567.79,567.79,567.65,567.65,0,4,0.0
2022-08-22 13:59:00-04:00,567.65,567.7,567.65,567.67,0,4,0.0
2022-08-22 14:00:00-04:00,567.65,567.65,567.54,567.6,0,4,0.0
2022-08-22 14:01:00-04:00,567.64,567.64,567.61,567.61,0,4,0.0
2022-08-22 14:02:00-04:00,567.51,567.52,567.5,567.51,0,4,0.0
2022-08-22 14:03:00-04:00,567.49,567.49,567.43,567.43,0,4,0.0
2022-08-22 14:04:00-04:00,567.45,567.45,567.4,567.4,0,4,0.0
2022-08-22 14:05:00-04:00,567.35,567.35,567.28,567.31,0,4,0.0
2022-08-22 14:06:00-04:00,567.34,567.36,567.33,567.36,0,4,0.0
2022-08-22 14:07:00-04:00,567.35,567.38,567.35,567.38,0,4,0.0
2022-08-22 14:08:00-04:00,567.26,567.26,567.11,567.12,0,4,0.0
2022-08-22 14:09:00-04:00,567.15,567.19,567.14,567.19,0,4,0.0
2022-08-22 14:10:00-04:00,567.13,567.14,567.06,567.06,0,4,0.0
2022-08-22 14:11:00-04:00,567.03,567.03,566.94,566.94,0,4,0.0
2022-08-22 14:12:00-04:00,566.94,566.98,566.91,566.98,0,4,0.0
2022-08-22 14:13:00-04:00,566.99,567.03,566.99,567.03,0,4,0.0
2022-08-22 14:14:00-04:00,567.01,567.09,567.01,567.09,0,4,0.0
2022-08-22 14:15:00-04:00,567.15,567.2,567.15,567.17,0,4,0.0
2022-08-22 14:16:00-04:00,567.14,567.2,567.1,567.2,0,4,0.0
2022-08-22 14:17:00-04:00,567.25,567.31,567.25,567.31,0,4,0.0
2022-08-22 14:18:00-04:00,567.28,567.29,567.28,567.28,0,4,0.0
2022-08-22 14:19:00-04:00,567.3,567.43,567.3,567.43,0,4,0.0
2022-08-22 14:20:00-04:00,567.48,567.48,567.43,567.46,0,4,0.0
2022-08-22 14:21:00-04:00,567.5,567.53,567.5,567.53,0,4,0.0
2022-08-22 14:22:00-04:00,567.55,567.56,567.55,567.56,0,4,0.0
2022-08-22 14:23:00-04:00,567.52,567.56,567.52,567.55,0,4,0.0
2022-08-22 14:24:00-04:00,567.55,567.55,567.5,567.51,0,4,0.0
2022-08-22 14:25:00-04:00,567.56,567.57,567.5,567.5,0,4,0.0
2022-08-22 14:26:00-04:00,567.53,567.53,567.46,567.46,0,4,0.0
2022-08-22 14:27:00-04:00,567.42,567.46,567.42,567.46,0,4,0.0
2022-08-22 14:28:00-04:00,567.42,567.55,567.42,567.55,0,4,0.0
2022-08-22 14:29:00-04:00,567.55,567.55,567.54,567.54,0,4,0.0
2022-08-22 14:30:00-04:00,567.44,567.45,567.43,567.45,0,4,0.0
2022-08-22 14:31:00-04:00,567.43,567.43,567.24,567.24,0,4,0.0
2022-08-22 14:32:00-04:00,567.22,567.22,567.18,567.2,0,4,0.0
2022-08-22 14:33:00-04:00,567.24,567.36,567.24,567.36,0,4,0.0
2022-08-22 14:34:00-04:00,567.37,567.39,567.37,567.39,0,4,0.0
2022-08-22 14:35:00-04:00,567.42,567.43,567.42,567.43,0,4,0.0
2022-08-22 14:36:00-04:00,567.42,567.42,567.35,567.35,0,4,0.0
2022-08-22 14:37:00-04:00,567.41,567.48,567.41,567.48,0,4,0.0
2022-08-22 14:38:00-04:00,567.47,567.47,567.45,567.45,0,4,0.0
2022-08-22 14:39:00-04:00,567.43,567.43,567.41,567.41,0,4,0.0
2022-08-22 14:40:00-04:00,567.4,567.41,567.37,567.39,0,4,0.0
2022-08-22 14:41:00-04:00,567.38,567.39,567.31,567.31,0,4,0.0
2022-08-22 14:42:00-04:00,567.25,567.25,567.22,567.25,0,4,0.0
2022-08-22 14:43:00-04:00,567.21,567.21,567.16,567.16,0,4,0.0
2022-08-22 14:44:00-04:00,567.17,567.17,567.01,567.01,0,4,0.0
2022-08-22 14:45:00-04:00,567.01,567.01,566.78,566.78,0,4,0.0
2022-08-22 14:46:00-04:00,566.8,566.84,566.8,566.83,0,4,0.0
2022-08-22 14:47:00-04:00,566.83,567.03,566.83,566.96,0,4,0.0
2022-08-22 14:48:00-04:00,566.93,566.94,566.9,566.9,0,4,0.0
2022-08-22 14:49:00-04:00,566.86,566.86,566.85,566.85,0,4,0.0
2022-08-22 14:50:00-04:00,566.77,566.78,566.76,566.76,0,4,0.0
2022-08-22 14:51:00-04:00,566.8,566.85,566.79,566.79,0,4,0.0
2022-08-22 14:52:00-04:00,566.77,566.77,566.75,566.77,0,4,0.0
2022-08-22 14:53:00-04:00,566.73,566.74,566.69,566.69,0,4,0.0
2022-08-22 14:54:00-04:00,566.69,566.7,566.69,566.7,0,4,0.0
2022-08-22 14:55:00-04:00,566.7,566.73,566.66,566.66,0,4,0.0
2022-08-22 14:56:00-04:00,566.67,566.67,566.61,566.61,0,4,0.0
2022-08-22 14:57:00-04:00,566.5,566.5,566.47,566.47,0,4,0.0
2022-08-22 14:58:00-04:00,566.51,566.55,566.51,566.54,0,4,0.0
2022-08-22 14:59:00-04:00,566.58,566.67,566.58,566.67,0,4,0.0
2022-08-22 15:00:00-04:00,566.71,566.83,566.71,566.81,0,4,0.0
2022-08-22 15:01:00-04:00,566.84,567.11,566.84,567.11,0,4,0.0
2022-08-22 15:02:00-04:00,567.18,567.21,567.18,567.21,0,4,0.0
2022-08-22 15:03:00-04:00,567.19,567.21,567.17,567.17,0,4,0.0
2022-08-22 15:04:00-04:00,567.13,567.13,567.01,567.01,0,4,0.0
2022-08-22 15:05:00-04:00,566.96,566.96,566.85,566.88,0,4,0.0
2022-08-22 15:06:00-04:00,566.88,567.02,566.88,567.02,0,4,0.0
2022-08-22 15:07:00-04:00,566.98,567.03,566.98,567.03,0,4,0.0
2022-08-22 15:08:00-04:00,567.0,567.0,566.98,566.99,0,4,0.0
2022-08-22 15:09:00-04:00,567.0,567.05,567.0,567.05,0,4,0.0
