,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index
,open,high,low,close,volume,num_trds,value
2022-09-09 13:28:00-04:00,569.76,569.78,569.76,569.78,0,4,0.0
2022-09-09 13:29:00-04:00,569.7,569.7,569.59,569.59,0,4,0.0
2022-09-09 13:30:00-04:00,569.58,569.72,569.58,569.72,0,4,0.0
2022-09-09 13:31:00-04:00,569.79,569.9,569.79,569.9,0,4,0.0
2022-09-09 13:32:00-04:00,570.01,570.08,570.01,570.08,0,4,0.0
2022-09-09 13:33:00-04:00,570.14,570.19,570.14,570.16,0,4,0.0
2022-09-09 13:34:00-04:00,570.19,570.23,570.19,570.23,0,4,0.0
2022-09-09 13:35:00-04:00,570.27,570.27,570.25,570.27,0,4,0.0
2022-09-09 13:36:00-04:00,570.27,570.3,570.27,570.3,0,4,0.0
2022-09-09 13:37:00-04:00,570.29,570.3,570.28,570.28,0,4,0.0
2022-09-09 13:38:00-04:00,570.32,570.41,570.32,570.41,0,4,0.0
2022-09-09 13:39:00-04:00,570.39,570.42,570.37,570.41,0,4,0.0
2022-09-09 13:40:00-04:00,570.33,570.33,570.13,570.13,0,4,0.0
2022-09-09 13:41:00-04:00,570.1,570.1,569.95,569.95,0,4,0.0
2022-09-09 13:42:00-04:00,569.93,569.93,569.92,569.92,0,4,0.0
2022-09-09 13:43:00-04:00,569.92,569.92,569.84,569.84,0,4,0.0
2022-09-09 13:44:00-04:00,569.73,569.73,569.54,569.54,0,4,0.0
2022-09-09 13:45:00-04:00,569.52,569.52,569.45,569.45,0,4,0.0
2022-09-09 13:46:00-04:00,569.42,569.42,569.35,569.36,0,4,0.0
2022-09-09 13:47:00-04:00,569.33,569.56,569.33,569.56,0,4,0.0
2022-09-09 13:48:00-04:00,569.6,569.68,569.6,569.64,0,4,0.0
2022-09-09 13:49:00-04:00,569.64,569.68,569.64,569.68,0,4,0.0
2022-09-09 13:50:00-04:00,569.68,569.71,569.67,569.67,0,4,0.0
2022-09-09 13:51:00-04:00,569.6,569.6,569.54,569.54,0,4,0.0
2022-09-09 13:52:00-04:00,569.53,569.58,569.49,569.49,0,4,0.0
2022-09-09 13:53:00-04:00,569.48,569.55,569.48,569.55,0,4,0.0
2022-09-09 13:54:00-04:00,569.62,569.65,569.62,569.65,0,4,0.0
2022-09-09 13:55:00-04:00,569.63,569.74,569.6,569.74,0,4,0.0
2022-09-09 13:56:00-04:00,569.73,569.81,569.72,569.81,0,4,0.0
2022-09-09 13:57:00-04:00,569.79,569.8,569.7,569.7,0,4,0.0
2022-09-09 13:58:00-04:00,569.7,569.75,569.7,569.75,0,4,0.0
2022-09-09 13:59:00-04:00,569.78,569.87,569.78,569.87,0,4,0.0
2022-09-09 14:00:00-04:00,569.87,569.87,569.75,569.75,0,4,0.0
2022-09-09 14:01:00-04:00,569.71,569.71,569.53,569.53,0,4,0.0
2022-09-09 14:02:00-04:00,569.45,569.45,569.41,569.41,0,4,0.0
2022-09-09 14:03:00-04:00,569.35,569.37,569.35,569.37,0,4,0.0
2022-09-09 14:04:00-04:00,569.44,569.55,569.44,569.55,0,4,0.0
2022-09-09 14:05:00-04:00,569.54,569.54,569.43,569.43,0,4,0.0
2022-09-09 14:06:00-04:00,569.42,569.45,569.42,569.45,0,4,0.0
2022-09-09 14:07:00-04:00,569.49,569.49,569.42,569.42,0,4,0.0
2022-09-09 14:08:00-04:00,569.44,569.52,569.44,569.52,0,4,0.0
2022-09-09 14:09:00-04:00,569.55,569.55,569.46,569.46,0,4,0.0
2022-09-09 14:10:00-04:00,569.47,569.51,569.47,569.51,0,4,0.0
2022-09-09 14:11:00-04:00,569.45,569.58,569.45,569.58,0,4,0.0
2022-09-09 14:12:00-04:00,569.59,569.68,569.59,569.67,0,4,0.0
2022-09-09 14:13:00-04:00,569.68,569.74,569.67,569.74,0,4,0.0
2022-09-09 14:14:00-04:00,569.78,570.13,569.78,570.13,0,4,0.0
2022-09-09 14:15:00-04:00,570.04,570.18,570.04,570.18,0,4,0.0
2022-09-09 14:16:00-04:00,570.17,570.17,570.09,570.09,0,4,0.0
2022-09-09 14:17:00-04:00,570.1,570.17,570.1,570.17,0,4,0.0
2022-09-09 14:18:00-04:00,570.15,570.15,570.06,570.1,0,4,0.0
2022-09-09 14:19:00-04:00,570.07,570.07,570.03,570.07,0,4,0.0
2022-09-09 14:20:00-04:00,570.08,570.08,570.05,570.05,0,4,0.0
2022-09-09 14:21:00-04:00,570.04,570.07,570.03,570.07,0,4,0.0
2022-09-09 14:22:00-04:00,570.07,570.24,570.07,570.24,0,4,0.0
2022-09-09 14:23:00-04:00,570.29,570.29,570.25,570.26,0,4,0.0
2022-09-09 14:24:00-04:00,570.26,570.26,570.19,570.19,0,4,0.0
2022-09-09 14:25:00-04:00,570.16,570.16,570.06,570.06,0,4,0.0
2022-09-09 14:26:00-04:00,570.02,570.02,569.95,569.95,0,4,0.0
2022-09-09 14:27:00-04:00,569.76,569.95,569.76,569.95,0,4,0.0
2022-09-09 14:28:00-04:00,570.0,570.12,570.0,570.1,0,4,0.0
2022-09-09 14:29:00-04:00,570.13,570.15,570.13,570.14,0,4,0.0
2022-09-09 14:30:00-04:00,570.14,570.14,570.03,570.03,0,4,0.0
2022-09-09 14:31:00-04:00,570.03,570.06,570.03,570.06,0,4,0.0
2022-09-09 14:32:00-04:00,570.06,570.06,569.79,569.79,0,4,0.0
2022-09-09 14:33:00-04:00,569.71,569.8,569.71,569.8,0,4,0.0
2022-09-09 14:34:00-04:00,569.84,569.86,569.76,569.76,0,4,0.0
2022-09-09 14:35:00-04:00,569.71,569.71,569.63,569.63,0,4,0.0
2022-09-09 14:36:00-04:00,569.62,569.8,569.62,569.8,0,4,0.0
2022-09-09 14:37:00-04:00,569.81,569.85,569.81,569.83,0,4,0.0
2022-09-09 14:38:00-04:00,569.94,570.12,569.94,570.12,0,4,0.0
2022-09-09 14:39:00-04:00,570.17,570.21,570.16,570.16,0,4,0.0
2022-09-09 14:40:00-04:00,570.07,570.15,570.05,570.15,0,4,0.0
2022-09-09 14:41:00-04:00,570.15,570.25,570.15,570.24,0,4,0.0
2022-09-09 14:42:00-04:00,570.2,570.22,570.2,570.22,0,4,0.0
2022-09-09 14:43:00-04:00,570.22,570.32,570.22,570.29,0,4,0.0
2022-09-09 14:44:00-04:00,570.2,570.2,570.0,570.0,0,4,0.0
2022-09-09 14:45:00-04:00,569.91,569.98,569.91,569.98,0,4,0.0
2022-09-09 14:46:00-04:00,570.02,570.02,569.85,569.85,0,4,0.0
2022-09-09 14:47:00-04:00,569.75,569.75,569.68,569.68,0,4,0.0
2022-09-09 14:48:00-04:00,569.68,569.74,569.68,569.74,0,4,0.0
2022-09-09 14:49:00-04:00,569.75,569.75,569.51,569.51,0,4,0.0
2022-09-09 14:50:00-04:00,569.52,569.52,569.42,569.42,0,4,0.0
2022-09-09 14:51:00-04:00,569.34,569.34,569.26,569.27,0,4,0.0
2022-09-09 14:52:00-04:00,569.27,569.29,569.26,569.29,0,4,0.0
2022-09-09 14:53:00-04:00,569.34,569.4,569.23,569.23,0,4,0.0
2022-09-09 14:54:00-04:00,569.24,569.28,569.24,569.28,0,4,0.0
2022-09-09 14:55:00-04:00,569.27,569.38,569.27,569.36,0,4,0.0
2022-09-09 14:56:00-04:00,569.43,569.46,569.43,569.46,0,4,0.0
2022-09-09 14:57:00-04:00,569.49,569.65,569.49,569.65,0,4,0.0
2022-09-09 14:58:00-04:00,569.72,569.72,569.68,569.69,0,4,0.0
2022-09-09 14:59:00-04:00,569.72,569.72,569.7,569.72,0,4,0.0
2022-09-09 15:00:00-04:00,569.72,569.77,569.65,569.77,0,4,0.0
2022-09-09 15:01:00-04:00,569.79,569.96,569.79,569.96,0,4,0.0
2022-09-09 15:02:00-04:00,569.96,569.96,569.96,569.96,0,4,0.0
2022-09-09 15:03:00-04:00,570.01,570.1,570.01,570.1,0,4,0.0
2022-09-09 15:04:00-04:00,570.12,570.18,570.12,570.18,0,4,0.0
2022-09-09 15:05:00-04:00,570.19,570.23,570.19,570.23,0,4,0.0
2022-09-09 15:06:00-04:00,570.22,570.22,570.19,570.19,0,4,0.0
2022-09-09 15:07:00-04:00,570.26,570.26,570.07,570.07,0,4,0.0
2022-09-09 15:08:00-04:00,569.98,569.98,569.78,569.81,0,4,0.0
2022-09-09 15:09:00-04:00,569.78,569.84,569.78,569.84,0,4,0.0
2022-09-09 15:10:00-04:00,569.78,569.9,569.76,569.9,0,4,0.0
2022-09-09 15:11:00-04:00,569.89,570.01,569.89,570.01,0,4,0.0
2022-09-09 15:12:00-04:00,570.03,570.18,570.03,570.15,0,4,0.0
2022-09-09 15:13:00-04:00,570.17,570.24,570.17,570.24,0,4,0.0
2022-09-09 15:14:00-04:00,570.23,570.4,570.23,570.4,0,4,0.0
2022-09-09 15:15:00-04:00,570.4,570.4,570.3,570.3,0,4,0.0
2022-09-09 15:16:00-04:00,570.33,570.33,570.31,570.32,0,4,0.0
2022-09-09 15:17:00-04:00,570.27,570.27,570.25,570.26,0,4,0.0
2022-09-09 15:18:00-04:00,570.36,570.4,570.36,570.4,0,4,0.0
2022-09-09 15:19:00-04:00,570.42,570.46,570.42,570.46,0,4,0.0
2022-09-09 15:20:00-04:00,570.47,570.47,570.27,570.27,0,4,0.0
2022-09-09 15:21:00-04:00,570.2,570.23,570.2,570.23,0,4,0.0
2022-09-09 15:22:00-04:00,570.23,570.28,570.11,570.11,0,4,0.0
2022-09-09 15:23:00-04:00,570.05,570.05,570.01,570.02,0,4,0.0
2022-09-09 15:24:00-04:00,570.07,570.13,570.05,570.13,0,4,0.0
2022-09-09 15:25:00-04:00,570.14,570.19,570.14,570.19,0,4,0.0
2022-09-09 15:26:00-04:00,570.1,570.11,570.08,570.08,0,4,0.0
2022-09-09 15:27:00-04:00,570.1,570.23,570.1,570.23,0,4,0.0
2022-09-09 15:28:00-04:00,570.3,570.3,570.18,570.18,0,4,0.0
2022-09-09 15:29:00-04:00,570.16,570.19,570.15,570.19,0,4,0.0
2022-09-09 15:30:00-04:00,570.1,570.1,569.97,570.08,0,4,0.0
2022-09-09 15:31:00-04:00,570.03,570.06,570.02,570.05,0,4,0.0
2022-09-09 15:32:00-04:00,570.04,570.04,569.84,569.84,0,4,0.0
2022-09-09 15:33:00-04:00,569.86,569.88,569.83,569.83,0,4,0.0
2022-09-09 15:34:00-04:00,569.75,569.79,569.69,569.79,0,4,0.0
2022-09-09 15:35:00-04:00,569.83,569.87,569.8,569.86,0,4,0.0
2022-09-09 15:36:00-04:00,569.83,569.89,569.81,569.88,0,4,0.0
2022-09-09 15:37:00-04:00,569.88,569.88,569.77,569.77,0,4,0.0
2022-09-09 15:38:00-04:00,569.73,569.76,569.73,569.75,0,4,0.0
2022-09-09 15:39:00-04:00,569.72,569.72,569.6,569.62,0,4,0.0
2022-09-09 15:40:00-04:00,569.68,569.97,569.68,569.97,0,4,0.0
2022-09-09 15:41:00-04:00,570.07,570.32,570.07,570.32,0,4,0.0
2022-09-09 15:42:00-04:00,570.38,570.38,570.34,570.35,0,4,0.0
2022-09-09 15:43:00-04:00,570.34,570.45,570.33,570.45,0,4,0.0
2022-09-09 15:44:00-04:00,570.6,570.69,570.58,570.69,0,4,0.0
2022-09-09 15:45:00-04:00,570.49,570.64,570.46,570.64,0,4,0.0
2022-09-09 15:46:00-04:00,570.66,570.66,570.56,570.56,0,4,0.0
2022-09-09 15:47:00-04:00,570.43,570.43,570.36,570.36,0,4,0.0
2022-09-09 15:48:00-04:00,570.3,570.32,570.21,570.32,0,4,0.0
2022-09-09 15:49:00-04:00,570.24,570.4,570.24,570.36,0,4,0.0
2022-09-09 15:50:00-04:00,570.19,570.19,569.85,569.85,0,4,0.0
2022-09-09 15:51:00-04:00,569.82,569.85,569.48,569.48,0,4,0.0
2022-09-09 15:52:00-04:00,569.57,569.57,569.35,569.35,0,4,0.0
2022-09-09 15:53:00-04:00,569.46,569.74,569.46,569.74,0,4,0.0
2022-09-09 15:54:00-04:00,569.72,569.86,569.72,569.73,0,4,0.0
2022-09-09 15:55:00-04:00,569.61,569.81,569.59,569.81,0,4,0.0
2022-09-09 15:56:00-04:00,569.7,569.74,569.56,569.59,0,4,0.0
2022-09-09 15:57:00-04:00,569.55,569.55,569.39,569.39,0,4,0.0
2022-09-09 15:58:00-04:00,569.39,569.44,569.39,569.41,0,4,0.0
2022-09-09 15:59:00-04:00,569.59,569.59,569.2,569.2,0,4,0.0
2022-09-12 09:31:00-04:00,572.18,572.78,572.16,572.78,0,4,0.0
2022-09-12 09:32:00-04:00,572.8,572.8,572.29,572.42,0,4,0.0
2022-09-12 09:33:00-04:00,572.34,572.49,572.34,572.49,0,4,0.0
2022-09-12 09:34:00-04:00,572.31,572.36,572.21,572.36,0,4,0.0
2022-09-12 09:35:00-04:00,572.29,572.32,571.97,571.97,0,4,0.0
2022-09-12 09:36:00-04:00,571.98,572.05,571.95,572.02,0,4,0.0
2022-09-12 09:37:00-04:00,571.77,571.77,571.52,571.52,0,4,0.0
2022-09-12 09:38:00-04:00,571.63,571.67,571.6,571.6,0,4,0.0
2022-09-12 09:39:00-04:00,571.72,571.81,571.71,571.72,0,4,0.0
2022-09-12 09:40:00-04:00,571.73,571.88,571.73,571.88,0,4,0.0
2022-09-12 09:41:00-04:00,572.01,572.16,572.01,572.05,0,4,0.0
2022-09-12 09:42:00-04:00,571.94,572.03,571.92,572.03,0,4,0.0
2022-09-12 09:43:00-04:00,572.28,572.69,572.28,572.69,0,4,0.0
2022-09-12 09:44:00-04:00,572.79,572.88,572.75,572.88,0,4,0.0
2022-09-12 09:45:00-04:00,572.88,573.06,572.88,573.06,0,4,0.0
2022-09-12 09:46:00-04:00,573.3,573.68,573.3,573.68,0,4,0.0
2022-09-12 09:47:00-04:00,573.7,574.19,573.7,574.19,0,4,0.0
2022-09-12 09:48:00-04:00,574.29,574.3,573.96,573.96,0,4,0.0
2022-09-12 09:49:00-04:00,574.05,574.15,574.05,574.07,0,4,0.0
2022-09-12 09:50:00-04:00,574.16,574.23,574.16,574.23,0,4,0.0
2022-09-12 09:51:00-04:00,574.22,574.3,574.21,574.3,0,4,0.0
2022-09-12 09:52:00-04:00,574.38,574.7,574.38,574.7,0,4,0.0
2022-09-12 09:53:00-04:00,574.69,574.69,574.6,574.64,0,4,0.0
2022-09-12 09:54:00-04:00,574.78,575.16,574.78,575.16,0,4,0.0
2022-09-12 09:55:00-04:00,575.29,575.52,575.29,575.47,0,4,0.0
2022-09-12 09:56:00-04:00,575.58,575.68,575.58,575.68,0,4,0.0
2022-09-12 09:57:00-04:00,575.82,576.12,575.82,576.12,0,4,0.0
2022-09-12 09:58:00-04:00,576.21,576.4,576.21,576.4,0,4,0.0
2022-09-12 09:59:00-04:00,576.48,576.77,576.48,576.77,0,4,0.0
2022-09-12 10:00:00-04:00,576.78,576.8,576.7,576.8,0,4,0.0
2022-09-12 10:01:00-04:00,576.65,576.65,576.47,576.6,0,4,0.0
2022-09-12 10:02:00-04:00,576.64,576.64,576.35,576.35,0,4,0.0
2022-09-12 10:03:00-04:00,576.37,576.37,576.17,576.17,0,4,0.0
2022-09-12 10:04:00-04:00,576.31,576.31,576.17,576.17,0,4,0.0
2022-09-12 10:05:00-04:00,576.3,576.33,576.09,576.09,0,4,0.0
2022-09-12 10:06:00-04:00,575.94,576.07,575.94,576.07,0,4,0.0
2022-09-12 10:07:00-04:00,575.95,576.02,575.91,575.91,0,4,0.0
2022-09-12 10:08:00-04:00,575.87,575.87,575.76,575.76,0,4,0.0
2022-09-12 10:09:00-04:00,575.69,575.69,575.32,575.33,0,4,0.0
2022-09-12 10:10:00-04:00,575.27,575.48,575.25,575.48,0,4,0.0
2022-09-12 10:11:00-04:00,575.59,575.87,575.59,575.87,0,4,0.0
2022-09-12 10:12:00-04:00,575.92,575.92,575.55,575.55,0,4,0.0
2022-09-12 10:13:00-04:00,575.56,575.56,575.55,575.55,0,4,0.0
2022-09-12 10:14:00-04:00,575.55,575.72,575.55,575.72,0,4,0.0
2022-09-12 10:15:00-04:00,575.92,575.97,575.92,575.97,0,4,0.0
2022-09-12 10:16:00-04:00,576.03,576.07,576.0,576.0,0,4,0.0
2022-09-12 10:17:00-04:00,575.93,576.07,575.92,576.07,0,4,0.0
2022-09-12 10:18:00-04:00,576.1,576.44,576.1,576.44,0,4,0.0
2022-09-12 10:19:00-04:00,576.5,576.71,576.5,576.59,0,4,0.0
2022-09-12 10:20:00-04:00,576.63,576.75,576.63,576.74,0,4,0.0
2022-09-12 10:21:00-04:00,576.86,576.89,576.73,576.73,0,4,0.0
2022-09-12 10:22:00-04:00,576.75,576.75,576.59,576.59,0,4,0.0
2022-09-12 10:23:00-04:00,576.54,576.54,576.41,576.47,0,4,0.0
2022-09-12 10:24:00-04:00,576.5,576.51,576.47,576.49,0,4,0.0
2022-09-12 10:25:00-04:00,576.57,576.65,576.57,576.64,0,4,0.0
2022-09-12 10:26:00-04:00,576.73,576.76,576.59,576.59,0,4,0.0
2022-09-12 10:27:00-04:00,576.59,576.59,576.4,576.41,0,4,0.0
2022-09-12 10:28:00-04:00,576.42,576.48,576.42,576.48,0,4,0.0
2022-09-12 10:29:00-04:00,576.47,576.47,576.21,576.21,0,4,0.0
2022-09-12 10:30:00-04:00,576.24,576.24,576.09,576.09,0,4,0.0
2022-09-12 10:31:00-04:00,576.1,576.11,576.09,576.11,0,4,0.0
2022-09-12 10:32:00-04:00,576.04,576.08,576.04,576.08,0,4,0.0
2022-09-12 10:33:00-04:00,576.07,576.07,575.76,575.76,0,4,0.0
2022-09-12 10:34:00-04:00,575.74,575.75,575.59,575.59,0,4,0.0
2022-09-12 10:35:00-04:00,575.41,575.41,575.27,575.27,0,4,0.0
2022-09-12 10:36:00-04:00,575.11,575.25,575.09,575.25,0,4,0.0
2022-09-12 10:37:00-04:00,575.69,575.76,575.69,575.75,0,4,0.0
2022-09-12 10:38:00-04:00,575.75,575.75,575.24,575.24,0,4,0.0
2022-09-12 10:39:00-04:00,575.3,575.56,575.3,575.56,0,4,0.0
2022-09-12 10:40:00-04:00,575.54,575.58,575.51,575.51,0,4,0.0
2022-09-12 10:41:00-04:00,575.5,575.5,575.36,575.38,0,4,0.0
2022-09-12 10:42:00-04:00,575.37,575.38,575.29,575.29,0,4,0.0
2022-09-12 10:43:00-04:00,575.31,575.31,575.26,575.26,0,4,0.0
2022-09-12 10:44:00-04:00,575.28,575.33,575.27,575.31,0,4,0.0
2022-09-12 10:45:00-04:00,575.4,575.51,575.4,575.44,0,4,0.0
2022-09-12 10:46:00-04:00,575.48,575.6,575.48,575.6,0,4,0.0
2022-09-12 10:47:00-04:00,575.6,575.76,575.6,575.76,0,4,0.0
2022-09-12 10:48:00-04:00,575.78,575.78,575.75,575.77,0,4,0.0
2022-09-12 10:49:00-04:00,575.79,575.88,575.79,575.88,0,4,0.0
2022-09-12 10:50:00-04:00,575.83,575.94,575.83,575.94,0,4,0.0
2022-09-12 10:51:00-04:00,575.93,575.93,575.84,575.84,0,4,0.0
2022-09-12 10:52:00-04:00,575.78,575.79,575.68,575.68,0,4,0.0
2022-09-12 10:53:00-04:00,575.6,575.6,575.14,575.14,0,4,0.0
2022-09-12 10:54:00-04:00,575.03,575.03,574.78,574.78,0,4,0.0
2022-09-12 10:55:00-04:00,574.65,574.65,574.41,574.41,0,4,0.0
2022-09-12 10:56:00-04:00,574.23,574.23,574.14,574.14,0,4,0.0
2022-09-12 10:57:00-04:00,574.03,574.03,573.91,573.94,0,4,0.0
2022-09-12 10:58:00-04:00,573.88,573.88,573.76,573.76,0,4,0.0
2022-09-12 10:59:00-04:00,573.78,574.0,573.78,574.0,0,4,0.0
2022-09-12 11:00:00-04:00,573.93,574.12,573.93,574.12,0,4,0.0
2022-09-12 11:01:00-04:00,574.1,574.1,573.73,573.73,0,4,0.0
2022-09-12 11:02:00-04:00,573.39,573.39,573.28,573.28,0,4,0.0
2022-09-12 11:03:00-04:00,573.28,573.33,573.07,573.07,0,4,0.0
2022-09-12 11:04:00-04:00,573.07,573.1,573.06,573.1,0,4,0.0
2022-09-12 11:05:00-04:00,573.28,573.28,573.2,573.2,0,4,0.0
2022-09-12 11:06:00-04:00,573.06,573.06,572.98,572.98,0,4,0.0
2022-09-12 11:07:00-04:00,572.84,572.92,572.82,572.92,0,4,0.0
2022-09-12 11:08:00-04:00,572.87,572.99,572.87,572.99,0,4,0.0
2022-09-12 11:09:00-04:00,573.04,573.04,572.9,572.9,0,4,0.0
2022-09-12 11:10:00-04:00,572.89,572.99,572.89,572.92,0,4,0.0
2022-09-12 11:11:00-04:00,572.76,572.76,572.45,572.45,0,4,0.0
2022-09-12 11:12:00-04:00,572.51,572.51,572.44,572.51,0,4,0.0
2022-09-12 11:13:00-04:00,572.52,572.69,572.52,572.69,0,4,0.0
2022-09-12 11:14:00-04:00,572.72,572.86,572.72,572.86,0,4,0.0
2022-09-12 11:15:00-04:00,572.89,572.89,572.79,572.79,0,4,0.0
2022-09-12 11:16:00-04:00,572.81,572.88,572.79,572.88,0,4,0.0
2022-09-12 11:17:00-04:00,572.94,572.96,572.93,572.96,0,4,0.0
2022-09-12 11:18:00-04:00,573.04,573.39,573.04,573.39,0,4,0.0
2022-09-12 11:19:00-04:00,573.41,573.58,573.41,573.56,0,4,0.0
2022-09-12 11:20:00-04:00,573.71,573.78,573.71,573.78,0,4,0.0
2022-09-12 11:21:00-04:00,573.79,573.79,573.64,573.64,0,4,0.0
2022-09-12 11:22:00-04:00,573.58,573.58,573.45,573.45,0,4,0.0
2022-09-12 11:23:00-04:00,573.37,573.44,573.36,573.44,0,4,0.0
2022-09-12 11:24:00-04:00,573.54,573.64,573.54,573.64,0,4,0.0
2022-09-12 11:25:00-04:00,573.74,573.83,573.74,573.83,0,4,0.0
2022-09-12 11:26:00-04:00,573.84,573.92,573.84,573.9,0,4,0.0
2022-09-12 11:27:00-04:00,573.92,573.97,573.9,573.9,0,4,0.0
2022-09-12 11:28:00-04:00,573.9,573.97,573.9,573.97,0,4,0.0
2022-09-12 11:29:00-04:00,574.14,574.21,574.14,574.21,0,4,0.0
2022-09-12 11:30:00-04:00,574.26,574.43,574.26,574.43,0,4,0.0
2022-09-12 11:31:00-04:00,574.23,574.23,573.99,573.99,0,4,0.0
2022-09-12 11:32:00-04:00,573.95,574.06,573.95,574.06,0,4,0.0
2022-09-12 11:33:00-04:00,573.93,573.95,573.89,573.95,0,4,0.0
2022-09-12 11:34:00-04:00,573.96,573.96,573.85,573.9,0,4,0.0
2022-09-12 11:35:00-04:00,573.92,573.92,573.78,573.78,0,4,0.0
2022-09-12 11:36:00-04:00,573.78,573.78,573.6,573.6,0,4,0.0
2022-09-12 11:37:00-04:00,573.63,573.63,573.46,573.46,0,4,0.0
2022-09-12 11:38:00-04:00,573.43,573.43,573.14,573.14,0,4,0.0
2022-09-12 11:39:00-04:00,573.14,573.42,573.14,573.42,0,4,0.0
2022-09-12 11:40:00-04:00,573.54,573.72,573.54,573.72,0,4,0.0
2022-09-12 11:41:00-04:00,573.79,573.89,573.79,573.89,0,4,0.0
2022-09-12 11:42:00-04:00,573.87,573.87,573.68,573.68,0,4,0.0
2022-09-12 11:43:00-04:00,573.63,573.64,573.6,573.64,0,4,0.0
2022-09-12 11:44:00-04:00,573.5,573.57,573.5,573.57,0,4,0.0
2022-09-12 11:45:00-04:00,573.61,573.66,573.55,573.55,0,4,0.0
2022-09-12 11:46:00-04:00,573.61,573.61,573.32,573.32,0,4,0.0
2022-09-12 11:47:00-04:00,573.21,573.25,573.21,573.23,0,4,0.0
2022-09-12 11:48:00-04:00,573.12,573.12,573.03,573.04,0,4,0.0
2022-09-12 11:49:00-04:00,573.05,573.17,573.05,573.17,0,4,0.0
2022-09-12 11:50:00-04:00,573.21,573.34,573.21,573.32,0,4,0.0
2022-09-12 11:51:00-04:00,573.34,573.34,573.29,573.31,0,4,0.0
2022-09-12 11:52:00-04:00,573.38,573.46,573.38,573.43,0,4,0.0
2022-09-12 11:53:00-04:00,573.23,573.23,573.05,573.05,0,4,0.0
2022-09-12 11:54:00-04:00,572.69,572.69,572.56,572.56,0,4,0.0
2022-09-12 11:55:00-04:00,572.4,572.49,572.2,572.2,0,4,0.0
2022-09-12 11:56:00-04:00,571.83,571.83,571.39,571.39,0,4,0.0
2022-09-12 11:57:00-04:00,571.49,571.8,571.49,571.8,0,4,0.0
2022-09-12 11:58:00-04:00,571.81,571.9,571.81,571.88,0,4,0.0
2022-09-12 11:59:00-04:00,571.93,571.96,571.78,571.78,0,4,0.0
2022-09-12 12:00:00-04:00,571.91,571.96,571.91,571.96,0,4,0.0
2022-09-12 12:01:00-04:00,572.0,572.0,571.94,571.98,0,4,0.0
2022-09-12 12:02:00-04:00,572.0,572.04,571.94,571.94,0,4,0.0
2022-09-12 12:03:00-04:00,571.86,571.94,571.86,571.94,0,4,0.0
2022-09-12 12:04:00-04:00,571.9,571.9,571.68,571.69,0,4,0.0
2022-09-12 12:05:00-04:00,571.69,571.74,571.69,571.71,0,4,0.0
2022-09-12 12:06:00-04:00,571.6,571.8,571.59,571.8,0,4,0.0
2022-09-12 12:07:00-04:00,571.88,572.0,571.88,571.98,0,4,0.0
2022-09-12 12:08:00-04:00,571.94,571.94,571.75,571.75,0,4,0.0
2022-09-12 12:09:00-04:00,571.67,571.67,570.98,570.98,0,4,0.0
2022-09-12 12:10:00-04:00,570.95,570.95,570.71,570.71,0,4,0.0
2022-09-12 12:11:00-04:00,570.78,571.38,570.78,571.38,0,4,0.0
2022-09-12 12:12:00-04:00,571.31,571.33,571.26,571.26,0,4,0.0
2022-09-12 12:13:00-04:00,571.28,571.37,571.27,571.37,0,4,0.0
2022-09-12 12:14:00-04:00,571.47,571.5,571.47,571.5,0,4,0.0
2022-09-12 12:15:00-04:00,571.54,571.54,570.99,570.99,0,4,0.0
2022-09-12 12:16:00-04:00,571.04,571.17,571.04,571.17,0,4,0.0
2022-09-12 12:17:00-04:00,571.17,571.2,571.17,571.2,0,4,0.0
2022-09-12 12:18:00-04:00,571.23,571.29,571.07,571.07,0,4,0.0
2022-09-12 12:19:00-04:00,570.97,570.99,570.95,570.98,0,4,0.0
2022-09-12 12:20:00-04:00,570.84,570.93,570.84,570.93,0,4,0.0
2022-09-12 12:21:00-04:00,570.86,571.2,570.86,571.2,0,4,0.0
2022-09-12 12:22:00-04:00,571.25,571.36,571.25,571.36,0,4,0.0
2022-09-12 12:23:00-04:00,571.4,571.53,571.4,571.53,0,4,0.0
2022-09-12 12:24:00-04:00,571.71,571.76,571.69,571.69,0,4,0.0
2022-09-12 12:25:00-04:00,571.61,571.61,571.49,571.49,0,4,0.0
2022-09-12 12:26:00-04:00,571.54,571.63,571.54,571.63,0,4,0.0
2022-09-12 12:27:00-04:00,571.76,571.86,571.76,571.84,0,4,0.0
2022-09-12 12:28:00-04:00,571.85,571.93,571.85,571.92,0,4,0.0
2022-09-12 12:29:00-04:00,571.93,571.93,571.89,571.89,0,4,0.0
2022-09-12 12:30:00-04:00,571.89,571.89,571.67,571.67,0,4,0.0
2022-09-12 12:31:00-04:00,571.68,571.87,571.68,571.87,0,4,0.0
2022-09-12 12:32:00-04:00,571.91,571.99,571.91,571.99,0,4,0.0
2022-09-12 12:33:00-04:00,572.11,572.11,572.06,572.06,0,4,0.0
2022-09-12 12:34:00-04:00,571.99,571.99,571.92,571.98,0,4,0.0
2022-09-12 12:35:00-04:00,571.99,572.02,571.61,571.61,0,4,0.0
2022-09-12 12:36:00-04:00,571.65,571.73,571.65,571.68,0,4,0.0
2022-09-12 12:37:00-04:00,571.63,572.04,571.63,572.04,0,4,0.0
