,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index
,open,high,low,close,volume,num_trds,value
2022-08-22 09:30:00-04:00,497.42,497.42,492.66,492.74,0,5,0.0
2022-08-22 09:31:00-04:00,492.55,492.75,492.4,492.75,0,4,0.0
2022-08-22 09:32:00-04:00,490.72,490.72,490.02,490.02,0,4,0.0
2022-08-22 09:33:00-04:00,490.16,490.16,489.12,489.12,0,4,0.0
2022-08-22 09:34:00-04:00,489.18,489.18,488.78,488.78,0,4,0.0
2022-08-22 09:35:00-04:00,488.85,488.85,488.25,488.25,0,4,0.0
2022-08-22 09:36:00-04:00,488.06,488.06,487.99,488.01,0,4,0.0
2022-08-22 09:37:00-04:00,488.19,488.65,488.19,488.65,0,4,0.0
2022-08-22 09:38:00-04:00,488.72,488.87,488.72,488.85,0,4,0.0
2022-08-22 09:39:00-04:00,488.8,489.09,488.8,489.09,0,4,0.0
2022-08-22 09:40:00-04:00,489.31,489.33,489.26,489.26,0,4,0.0
2022-08-22 09:41:00-04:00,489.31,489.31,489.13,489.13,0,4,0.0
2022-08-22 09:42:00-04:00,489.3,489.52,489.3,489.52,0,4,0.0
2022-08-22 09:43:00-04:00,489.43,489.85,489.43,489.85,0,4,0.0
2022-08-22 09:44:00-04:00,489.93,489.93,489.82,489.9,0,4,0.0
2022-08-22 09:45:00-04:00,489.8,489.95,489.8,489.95,0,4,0.0
2022-08-22 09:46:00-04:00,489.96,489.96,489.61,489.61,0,4,0.0
2022-08-22 09:47:00-04:00,489.5,489.51,489.42,489.42,0,4,0.0
2022-08-22 09:48:00-04:00,489.33,489.35,489.27,489.27,0,4,0.0
2022-08-22 09:49:00-04:00,489.27,489.34,489.27,489.34,0,4,0.0
2022-08-22 09:50:00-04:00,489.26,489.26,489.02,489.16,0,4,0.0
2022-08-22 09:51:00-04:00,489.14,489.38,489.14,489.37,0,4,0.0
2022-08-22 09:52:00-04:00,489.39,489.41,489.23,489.41,0,4,0.0
2022-08-22 09:53:00-04:00,489.34,489.36,489.27,489.36,0,4,0.0
2022-08-22 09:54:00-04:00,489.36,489.53,489.36,489.53,0,4,0.0
2022-08-22 09:55:00-04:00,489.52,489.52,489.4,489.4,0,4,0.0
2022-08-22 09:56:00-04:00,489.31,489.31,489.24,489.31,0,4,0.0
2022-08-22 09:57:00-04:00,489.3,489.47,489.3,489.47,0,4,0.0
2022-08-22 09:58:00-04:00,489.5,489.62,489.5,489.62,0,4,0.0
2022-08-22 09:59:00-04:00,489.61,489.74,489.61,489.65,0,4,0.0
2022-08-22 10:00:00-04:00,489.21,489.21,488.97,489.04,0,4,0.0
2022-08-22 10:01:00-04:00,489.06,489.2,489.06,489.2,0,4,0.0
2022-08-22 10:02:00-04:00,489.16,489.28,489.16,489.28,0,4,0.0
2022-08-22 10:03:00-04:00,489.27,489.44,489.27,489.44,0,4,0.0
2022-08-22 10:04:00-04:00,489.62,489.69,489.6,489.69,0,4,0.0
2022-08-22 10:05:00-04:00,489.73,489.83,489.68,489.83,0,4,0.0
2022-08-22 10:06:00-04:00,489.96,490.05,489.96,490.05,0,4,0.0
2022-08-22 10:07:00-04:00,490.07,490.13,490.04,490.08,0,4,0.0
2022-08-22 10:08:00-04:00,490.0,490.02,489.97,490.02,0,4,0.0
2022-08-22 10:09:00-04:00,489.94,490.07,489.94,490.07,0,4,0.0
2022-08-22 10:10:00-04:00,490.1,490.12,490.04,490.04,0,4,0.0
2022-08-22 10:11:00-04:00,490.07,490.18,490.07,490.18,0,4,0.0
2022-08-22 10:12:00-04:00,490.24,490.42,490.24,490.42,0,4,0.0
2022-08-22 10:13:00-04:00,490.61,490.67,490.58,490.58,0,4,0.0
2022-08-22 10:14:00-04:00,490.51,490.61,490.51,490.61,0,4,0.0
2022-08-22 10:15:00-04:00,490.57,490.69,490.57,490.65,0,4,0.0
2022-08-22 10:16:00-04:00,490.65,490.87,490.65,490.87,0,4,0.0
2022-08-22 10:17:00-04:00,490.83,490.87,490.75,490.87,0,4,0.0
2022-08-22 10:18:00-04:00,490.7,490.74,490.68,490.73,0,4,0.0
2022-08-22 10:19:00-04:00,490.67,490.76,490.66,490.76,0,4,0.0
2022-08-22 10:20:00-04:00,490.77,490.77,490.62,490.62,0,4,0.0
2022-08-22 10:21:00-04:00,490.48,490.48,490.36,490.36,0,4,0.0
2022-08-22 10:22:00-04:00,490.39,490.42,490.36,490.36,0,4,0.0
2022-08-22 10:23:00-04:00,490.32,490.32,489.98,489.98,0,4,0.0
2022-08-22 10:24:00-04:00,489.98,489.98,489.69,489.69,0,4,0.0
2022-08-22 10:25:00-04:00,489.67,489.67,489.55,489.55,0,4,0.0
2022-08-22 10:26:00-04:00,489.66,489.67,489.49,489.49,0,4,0.0
2022-08-22 10:27:00-04:00,489.59,489.72,489.59,489.72,0,4,0.0
2022-08-22 10:28:00-04:00,489.66,489.67,489.61,489.61,0,4,0.0
2022-08-22 10:29:00-04:00,489.49,489.49,489.41,489.41,0,4,0.0
2022-08-22 10:30:00-04:00,489.38,489.45,489.37,489.45,0,4,0.0
2022-08-22 10:31:00-04:00,489.63,489.79,489.63,489.79,0,4,0.0
2022-08-22 10:32:00-04:00,489.74,489.85,489.74,489.85,0,4,0.0
2022-08-22 10:33:00-04:00,489.78,489.82,489.69,489.69,0,4,0.0
2022-08-22 10:34:00-04:00,489.59,489.59,489.39,489.42,0,4,0.0
2022-08-22 10:35:00-04:00,489.49,489.61,489.49,489.56,0,4,0.0
2022-08-22 10:36:00-04:00,489.67,489.87,489.67,489.85,0,4,0.0
2022-08-22 10:37:00-04:00,489.9,490.03,489.9,490.03,0,4,0.0
2022-08-22 10:38:00-04:00,490.19,490.33,490.19,490.31,0,4,0.0
2022-08-22 10:39:00-04:00,490.3,490.34,490.29,490.32,0,4,0.0
2022-08-22 10:40:00-04:00,490.37,490.42,490.37,490.42,0,4,0.0
2022-08-22 10:41:00-04:00,490.6,490.73,490.6,490.73,0,4,0.0
2022-08-22 10:42:00-04:00,490.77,490.77,490.72,490.76,0,4,0.0
2022-08-22 10:43:00-04:00,490.75,490.75,490.62,490.65,0,4,0.0
2022-08-22 10:44:00-04:00,490.68,490.68,490.62,490.62,0,4,0.0
2022-08-22 10:45:00-04:00,490.57,490.59,490.57,490.59,0,4,0.0
2022-08-22 10:46:00-04:00,490.6,490.77,490.6,490.72,0,4,0.0
2022-08-22 10:47:00-04:00,490.75,490.94,490.75,490.94,0,4,0.0
2022-08-22 10:48:00-04:00,491.0,491.05,490.97,491.05,0,4,0.0
2022-08-22 10:49:00-04:00,491.11,491.17,491.11,491.17,0,4,0.0
2022-08-22 10:50:00-04:00,491.1,491.1,490.86,490.86,0,4,0.0
2022-08-22 10:51:00-04:00,490.79,490.79,490.68,490.76,0,4,0.0
2022-08-22 10:52:00-04:00,490.75,490.75,490.71,490.74,0,4,0.0
2022-08-22 10:53:00-04:00,490.74,490.74,490.57,490.57,0,4,0.0
2022-08-22 10:54:00-04:00,490.49,490.49,490.42,490.45,0,4,0.0
2022-08-22 10:55:00-04:00,490.65,490.65,490.51,490.51,0,4,0.0
2022-08-22 10:56:00-04:00,490.47,490.47,490.29,490.29,0,4,0.0
2022-08-22 10:57:00-04:00,490.29,490.29,490.03,490.03,0,4,0.0
2022-08-22 10:58:00-04:00,490.05,490.13,490.05,490.13,0,4,0.0
2022-08-22 10:59:00-04:00,490.13,490.13,490.08,490.09,0,4,0.0
2022-08-22 11:00:00-04:00,490.11,490.11,490.01,490.06,0,4,0.0
2022-08-22 11:01:00-04:00,490.09,490.23,490.09,490.23,0,4,0.0
2022-08-22 11:02:00-04:00,490.25,490.46,490.25,490.46,0,4,0.0
2022-08-22 11:03:00-04:00,490.5,490.6,490.46,490.6,0,4,0.0
2022-08-22 11:04:00-04:00,490.59,490.59,490.55,490.55,0,4,0.0
2022-08-22 11:05:00-04:00,490.6,490.65,490.59,490.65,0,4,0.0
2022-08-22 11:06:00-04:00,490.67,490.76,490.67,490.76,0,4,0.0
2022-08-22 11:07:00-04:00,490.82,490.82,490.79,490.79,0,4,0.0
2022-08-22 11:08:00-04:00,490.81,490.82,490.78,490.78,0,4,0.0
2022-08-22 11:09:00-04:00,490.8,490.83,490.8,490.83,0,4,0.0
2022-08-22 11:10:00-04:00,490.85,490.91,490.85,490.88,0,4,0.0
2022-08-22 11:11:00-04:00,490.88,490.88,490.79,490.81,0,4,0.0
2022-08-22 11:12:00-04:00,490.8,490.8,490.66,490.66,0,4,0.0
2022-08-22 11:13:00-04:00,490.72,490.86,490.72,490.86,0,4,0.0
2022-08-22 11:14:00-04:00,490.84,491.01,490.84,491.01,0,4,0.0
2022-08-22 11:15:00-04:00,491.07,491.21,491.07,491.21,0,4,0.0
2022-08-22 11:16:00-04:00,491.23,491.27,491.23,491.24,0,4,0.0
2022-08-22 11:17:00-04:00,491.19,491.2,491.12,491.12,0,4,0.0
2022-08-22 11:18:00-04:00,491.06,491.13,491.06,491.13,0,4,0.0
2022-08-22 11:19:00-04:00,491.19,491.26,491.19,491.26,0,4,0.0
2022-08-22 11:20:00-04:00,491.27,491.27,491.22,491.22,0,4,0.0
2022-08-22 11:21:00-04:00,491.27,491.4,491.27,491.4,0,4,0.0
2022-08-22 11:22:00-04:00,491.4,491.42,491.36,491.42,0,4,0.0
2022-08-22 11:23:00-04:00,491.44,491.46,491.38,491.38,0,4,0.0
2022-08-22 11:24:00-04:00,491.35,491.48,491.35,491.48,0,4,0.0
2022-08-22 11:25:00-04:00,491.45,491.45,491.33,491.33,0,4,0.0
2022-08-22 11:26:00-04:00,491.36,491.36,491.28,491.28,0,4,0.0
2022-08-22 11:27:00-04:00,491.18,491.21,491.16,491.21,0,4,0.0
2022-08-22 11:28:00-04:00,491.19,491.27,491.18,491.27,0,4,0.0
2022-08-22 11:29:00-04:00,491.27,491.27,491.19,491.19,0,4,0.0
2022-08-22 11:30:00-04:00,491.18,491.18,490.98,490.98,0,4,0.0
2022-08-22 11:31:00-04:00,490.99,491.07,490.93,491.07,0,4,0.0
2022-08-22 11:32:00-04:00,491.17,491.32,491.17,491.32,0,4,0.0
2022-08-22 11:33:00-04:00,491.35,491.5,491.35,491.5,0,4,0.0
2022-08-22 11:34:00-04:00,491.45,491.45,491.26,491.26,0,4,0.0
2022-08-22 11:35:00-04:00,491.38,491.62,491.38,491.62,0,4,0.0
2022-08-22 11:36:00-04:00,491.71,491.72,491.69,491.69,0,4,0.0
2022-08-22 11:37:00-04:00,491.72,491.73,491.61,491.66,0,4,0.0
2022-08-22 11:38:00-04:00,491.61,491.61,491.45,491.5,0,4,0.0
2022-08-22 11:39:00-04:00,491.5,491.53,491.45,491.45,0,4,0.0
2022-08-22 11:40:00-04:00,491.48,491.76,491.48,491.76,0,4,0.0
2022-08-22 11:41:00-04:00,491.73,491.75,491.72,491.72,0,4,0.0
2022-08-22 11:42:00-04:00,491.76,491.8,491.76,491.79,0,4,0.0
2022-08-22 11:43:00-04:00,491.77,491.77,491.69,491.69,0,4,0.0
2022-08-22 11:44:00-04:00,491.64,491.64,491.59,491.59,0,4,0.0
2022-08-22 11:45:00-04:00,491.54,491.57,491.48,491.57,0,4,0.0
2022-08-22 11:46:00-04:00,491.62,491.69,491.62,491.67,0,4,0.0
2022-08-22 11:47:00-04:00,491.64,491.64,491.51,491.51,0,4,0.0
2022-08-22 11:48:00-04:00,491.43,491.43,491.38,491.38,0,4,0.0
2022-08-22 11:49:00-04:00,491.39,491.39,491.32,491.33,0,4,0.0
2022-08-22 11:50:00-04:00,491.38,491.38,491.23,491.28,0,4,0.0
2022-08-22 11:51:00-04:00,491.26,491.3,491.26,491.3,0,4,0.0
2022-08-22 11:52:00-04:00,491.33,491.34,491.3,491.3,0,4,0.0
2022-08-22 11:53:00-04:00,491.39,491.39,491.33,491.37,0,4,0.0
2022-08-22 11:54:00-04:00,491.36,491.39,491.36,491.38,0,4,0.0
2022-08-22 11:55:00-04:00,491.37,491.38,491.36,491.37,0,4,0.0
2022-08-22 11:56:00-04:00,491.4,491.47,491.4,491.47,0,4,0.0
2022-08-22 11:57:00-04:00,491.53,491.54,491.52,491.54,0,4,0.0
2022-08-22 11:58:00-04:00,491.52,491.52,491.43,491.43,0,4,0.0
2022-08-22 11:59:00-04:00,491.41,491.51,491.41,491.51,0,4,0.0
2022-08-22 12:00:00-04:00,491.53,491.56,491.51,491.56,0,4,0.0
2022-08-22 12:01:00-04:00,491.57,491.63,491.57,491.63,0,4,0.0
2022-08-22 12:02:00-04:00,491.65,491.67,491.61,491.67,0,4,0.0
2022-08-22 12:03:00-04:00,491.71,491.77,491.71,491.77,0,4,0.0
2022-08-22 12:04:00-04:00,491.76,491.82,491.75,491.82,0,4,0.0
2022-08-22 12:05:00-04:00,491.8,491.8,491.77,491.77,0,4,0.0
2022-08-22 12:06:00-04:00,491.75,491.81,491.75,491.81,0,4,0.0
2022-08-22 12:07:00-04:00,491.78,491.82,491.76,491.76,0,4,0.0
2022-08-22 12:08:00-04:00,491.63,491.63,491.52,491.52,0,4,0.0
2022-08-22 12:09:00-04:00,491.43,491.43,491.3,491.3,0,4,0.0
2022-08-22 12:10:00-04:00,491.27,491.28,491.26,491.28,0,4,0.0
2022-08-22 12:11:00-04:00,491.23,491.36,491.23,491.34,0,4,0.0
2022-08-22 12:12:00-04:00,491.34,491.34,491.17,491.17,0,4,0.0
2022-08-22 12:13:00-04:00,491.17,491.19,491.17,491.19,0,4,0.0
2022-08-22 12:14:00-04:00,491.18,491.19,491.17,491.19,0,4,0.0
2022-08-22 12:15:00-04:00,491.19,491.2,491.18,491.2,0,4,0.0
2022-08-22 12:16:00-04:00,491.21,491.21,491.17,491.17,0,4,0.0
2022-08-22 12:17:00-04:00,491.18,491.24,491.18,491.24,0,4,0.0
2022-08-22 12:18:00-04:00,491.25,491.27,491.25,491.27,0,4,0.0
2022-08-22 12:19:00-04:00,491.32,491.37,491.32,491.37,0,4,0.0
2022-08-22 12:20:00-04:00,491.39,491.46,491.39,491.46,0,4,0.0
2022-08-22 12:21:00-04:00,491.48,491.57,491.48,491.57,0,4,0.0
2022-08-22 12:22:00-04:00,491.71,491.71,491.69,491.69,0,4,0.0
2022-08-22 12:23:00-04:00,491.72,491.79,491.7,491.79,0,4,0.0
2022-08-22 12:24:00-04:00,491.82,491.92,491.82,491.92,0,4,0.0
2022-08-22 12:25:00-04:00,491.89,491.99,491.89,491.99,0,4,0.0
2022-08-22 12:26:00-04:00,492.11,492.11,491.96,491.96,0,4,0.0
2022-08-22 12:27:00-04:00,491.89,491.89,491.8,491.8,0,4,0.0
2022-08-22 12:28:00-04:00,491.71,491.71,491.5,491.5,0,4,0.0
2022-08-22 12:29:00-04:00,491.51,491.51,491.49,491.51,0,4,0.0
2022-08-22 12:30:00-04:00,491.49,491.52,491.49,491.52,0,4,0.0
2022-08-22 12:31:00-04:00,491.53,491.53,491.48,491.48,0,4,0.0
2022-08-22 12:32:00-04:00,491.43,491.46,491.43,491.45,0,4,0.0
2022-08-22 12:33:00-04:00,491.45,491.5,491.45,491.5,0,4,0.0
2022-08-22 12:34:00-04:00,491.53,491.53,491.49,491.49,0,4,0.0
2022-08-22 12:35:00-04:00,491.46,491.49,491.44,491.49,0,4,0.0
2022-08-22 12:36:00-04:00,491.5,491.5,491.47,491.48,0,4,0.0
2022-08-22 12:37:00-04:00,491.47,491.47,491.44,491.45,0,4,0.0
2022-08-22 12:38:00-04:00,491.46,491.48,491.42,491.47,0,4,0.0
2022-08-22 12:39:00-04:00,491.49,491.53,491.49,491.51,0,4,0.0
2022-08-22 12:40:00-04:00,491.53,491.53,491.43,491.43,0,4,0.0
2022-08-22 12:41:00-04:00,491.39,491.39,491.37,491.37,0,4,0.0
2022-08-22 12:42:00-04:00,491.33,491.33,491.25,491.25,0,4,0.0
2022-08-22 12:43:00-04:00,491.26,491.26,491.24,491.24,0,4,0.0
2022-08-22 12:44:00-04:00,491.23,491.23,491.16,491.16,0,4,0.0
2022-08-22 12:45:00-04:00,491.19,491.19,490.99,490.99,0,4,0.0
2022-08-22 12:46:00-04:00,490.97,490.97,490.94,490.94,0,4,0.0
2022-08-22 12:47:00-04:00,490.93,490.93,490.89,490.89,0,4,0.0
2022-08-22 12:48:00-04:00,490.91,490.95,490.91,490.95,0,4,0.0
2022-08-22 12:49:00-04:00,490.97,491.03,490.97,491.0,0,4,0.0
2022-08-22 12:50:00-04:00,490.98,491.08,490.98,491.08,0,4,0.0
2022-08-22 12:51:00-04:00,491.1,491.11,491.1,491.11,0,4,0.0
2022-08-22 12:52:00-04:00,491.12,491.21,491.12,491.21,0,4,0.0
2022-08-22 12:53:00-04:00,491.2,491.27,491.2,491.26,0,4,0.0
2022-08-22 12:54:00-04:00,491.23,491.25,491.2,491.25,0,4,0.0
2022-08-22 12:55:00-04:00,491.31,491.32,491.3,491.32,0,4,0.0
2022-08-22 12:56:00-04:00,491.33,491.33,491.32,491.33,0,4,0.0
2022-08-22 12:57:00-04:00,491.32,491.32,491.26,491.26,0,4,0.0
2022-08-22 12:58:00-04:00,491.26,491.29,491.26,491.29,0,4,0.0
2022-08-22 12:59:00-04:00,491.34,491.39,491.34,491.39,0,4,0.0
2022-08-22 13:00:00-04:00,491.41,491.41,491.32,491.32,0,4,0.0
2022-08-22 13:01:00-04:00,491.32,491.39,491.32,491.39,0,4,0.0
2022-08-22 13:02:00-04:00,491.37,491.37,491.29,491.29,0,4,0.0
2022-08-22 13:03:00-04:00,491.24,491.25,491.14,491.14,0,4,0.0
2022-08-22 13:04:00-04:00,491.07,491.07,491.02,491.04,0,4,0.0
2022-08-22 13:05:00-04:00,491.03,491.06,491.03,491.04,0,4,0.0
2022-08-22 13:06:00-04:00,491.03,491.03,490.93,490.93,0,4,0.0
2022-08-22 13:07:00-04:00,490.96,491.08,490.96,491.08,0,4,0.0
2022-08-22 13:08:00-04:00,491.07,491.08,491.04,491.04,0,4,0.0
2022-08-22 13:09:00-04:00,491.01,491.04,491.01,491.04,0,4,0.0
2022-08-22 13:10:00-04:00,491.03,491.05,491.02,491.02,0,4,0.0
2022-08-22 13:11:00-04:00,490.96,490.96,490.88,490.88,0,4,0.0
2022-08-22 13:12:00-04:00,490.84,490.84,490.76,490.78,0,4,0.0
2022-08-22 13:13:00-04:00,490.75,490.75,490.75,490.75,0,4,0.0
2022-08-22 13:14:00-04:00,490.78,490.88,490.78,490.88,0,4,0.0
2022-08-22 13:15:00-04:00,490.89,490.89,490.83,490.83,0,4,0.0
2022-08-22 13:16:00-04:00,490.79,490.79,490.77,490.78,0,4,0.0
2022-08-22 13:17:00-04:00,490.75,490.76,490.73,490.73,0,4,0.0
2022-08-22 13:18:00-04:00,490.69,490.74,490.69,490.74,0,4,0.0
2022-08-22 13:19:00-04:00,490.74,490.75,490.74,490.75,0,4,0.0
2022-08-22 13:20:00-04:00,490.76,490.76,490.75,490.76,0,4,0.0
2022-08-22 13:21:00-04:00,490.76,490.78,490.74,490.74,0,4,0.0
2022-08-22 13:22:00-04:00,490.76,490.76,490.75,490.75,0,4,0.0
2022-08-22 13:23:00-04:00,490.68,490.68,490.66,490.66,0,4,0.0
2022-08-22 13:24:00-04:00,490.64,490.64,490.52,490.52,0,4,0.0
2022-08-22 13:25:00-04:00,490.53,490.53,490.51,490.52,0,4,0.0
2022-08-22 13:26:00-04:00,490.54,490.54,490.46,490.46,0,4,0.0
2022-08-22 13:27:00-04:00,490.45,490.45,490.34,490.34,0,4,0.0
2022-08-22 13:28:00-04:00,490.31,490.31,490.17,490.17,0,4,0.0
2022-08-22 13:29:00-04:00,490.18,490.19,490.16,490.18,0,4,0.0
2022-08-22 13:30:00-04:00,490.16,490.16,490.13,490.13,0,4,0.0
2022-08-22 13:31:00-04:00,490.13,490.14,490.12,490.12,0,4,0.0
2022-08-22 13:32:00-04:00,490.01,490.01,489.88,489.88,0,4,0.0
2022-08-22 13:33:00-04:00,489.89,489.95,489.89,489.93,0,4,0.0
2022-08-22 13:34:00-04:00,489.91,489.91,489.78,489.78,0,4,0.0
2022-08-22 13:35:00-04:00,489.76,489.76,489.66,489.66,0,4,0.0
2022-08-22 13:36:00-04:00,489.61,489.61,489.59,489.59,0,4,0.0
2022-08-22 13:37:00-04:00,489.55,489.64,489.55,489.64,0,4,0.0
2022-08-22 13:38:00-04:00,489.7,489.76,489.7,489.72,0,4,0.0
2022-08-22 13:39:00-04:00,489.7,489.7,489.58,489.58,0,4,0.0
2022-08-22 13:40:00-04:00,489.56,489.57,489.56,489.57,0,4,0.0
2022-08-22 13:41:00-04:00,489.57,489.57,489.53,489.53,0,4,0.0
2022-08-22 13:42:00-04:00,489.51,489.51,489.47,489.51,0,4,0.0
2022-08-22 13:43:00-04:00,489.54,489.56,489.53,489.53,0,4,0.0
2022-08-22 13:44:00-04:00,489.52,489.52,489.45,489.45,0,4,0.0
2022-08-22 13:45:00-04:00,489.44,489.44,489.44,489.44,0,4,0.0
2022-08-22 13:46:00-04:00,489.43,489.43,489.29,489.29,0,4,0.0
2022-08-22 13:47:00-04:00,489.29,489.29,489.25,489.25,0,4,0.0
2022-08-22 13:48:00-04:00,489.28,489.38,489.28,489.37,0,4,0.0
2022-08-22 13:49:00-04:00,489.34,489.37,489.32,489.32,0,4,0.0
2022-08-22 13:50:00-04:00,489.27,489.41,489.27,489.41,0,4,0.0
2022-08-22 13:51:00-04:00,489.43,489.46,489.43,489.43,0,4,0.0
2022-08-22 13:52:00-04:00,489.41,489.41,489.35,489.35,0,4,0.0
2022-08-22 13:53:00-04:00,489.39,489.4,489.39,489.4,0,4,0.0
2022-08-22 13:54:00-04:00,489.44,489.46,489.44,489.45,0,4,0.0
2022-08-22 13:55:00-04:00,489.41,489.41,489.26,489.26,0,4,0.0
2022-08-22 13:56:00-04:00,489.24,489.24,489.19,489.19,0,4,0.0
2022-08-22 13:57:00-04:00,489.14,489.14,489.12,489.13,0,4,0.0
2022-08-22 13:58:00-04:00,489.12,489.16,489.1,489.1,0,4,0.0
2022-08-22 13:59:00-04:00,489.11,489.12,489.1,489.1,0,4,0.0
2022-08-22 14:00:00-04:00,489.13,489.24,489.13,489.24,0,4,0.0
2022-08-22 14:01:00-04:00,489.24,489.26,489.23,489.23,0,4,0.0
2022-08-22 14:02:00-04:00,489.22,489.24,489.19,489.24,0,4,0.0
2022-08-22 14:03:00-04:00,489.21,489.28,489.2,489.28,0,4,0.0
2022-08-22 14:04:00-04:00,489.27,489.27,489.24,489.24,0,4,0.0
2022-08-22 14:05:00-04:00,489.22,489.22,489.14,489.16,0,4,0.0
2022-08-22 14:06:00-04:00,489.17,489.2,489.17,489.2,0,4,0.0
2022-08-22 14:07:00-04:00,489.21,489.21,489.12,489.12,0,4,0.0
2022-08-22 14:08:00-04:00,489.09,489.09,489.01,489.01,0,4,0.0
2022-08-22 14:09:00-04:00,489.03,489.03,489.0,489.02,0,4,0.0
2022-08-22 14:10:00-04:00,489.02,489.09,489.02,489.04,0,4,0.0
2022-08-22 14:11:00-04:00,488.98,488.98,488.94,488.94,0,4,0.0
2022-08-22 14:12:00-04:00,488.94,488.94,488.9,488.9,0,4,0.0
2022-08-22 14:13:00-04:00,488.88,488.94,488.84,488.94,0,4,0.0
2022-08-22 14:14:00-04:00,488.91,488.94,488.91,488.94,0,4,0.0
2022-08-22 14:15:00-04:00,488.96,489.03,488.95,489.03,0,4,0.0
2022-08-22 14:16:00-04:00,489.04,489.1,489.02,489.1,0,4,0.0
2022-08-22 14:17:00-04:00,489.2,489.33,489.2,489.29,0,4,0.0
2022-08-22 14:18:00-04:00,489.24,489.28,489.24,489.28,0,4,0.0
2022-08-22 14:19:00-04:00,489.29,489.32,489.28,489.32,0,4,0.0
2022-08-22 14:20:00-04:00,489.41,489.42,489.39,489.39,0,4,0.0
2022-08-22 14:21:00-04:00,489.39,489.43,489.39,489.42,0,4,0.0
2022-08-22 14:22:00-04:00,489.5,489.51,489.44,489.44,0,4,0.0
2022-08-22 14:23:00-04:00,489.44,489.46,489.44,489.44,0,4,0.0
2022-08-22 14:24:00-04:00,489.43,489.43,489.36,489.36,0,4,0.0
2022-08-22 14:25:00-04:00,489.39,489.39,489.35,489.35,0,4,0.0
2022-08-22 14:26:00-04:00,489.35,489.37,489.33,489.33,0,4,0.0
2022-08-22 14:27:00-04:00,489.31,489.31,489.24,489.25,0,4,0.0
2022-08-22 14:28:00-04:00,489.26,489.33,489.26,489.33,0,4,0.0
2022-08-22 14:29:00-04:00,489.3,489.31,489.3,489.3,0,4,0.0
2022-08-22 14:30:00-04:00,489.29,489.35,489.29,489.35,0,4,0.0
2022-08-22 14:31:00-04:00,489.39,489.39,489.26,489.26,0,4,0.0
2022-08-22 14:32:00-04:00,489.27,489.27,489.24,489.26,0,4,0.0
2022-08-22 14:33:00-04:00,489.27,489.34,489.27,489.34,0,4,0.0
2022-08-22 14:34:00-04:00,489.37,489.38,489.36,489.38,0,4,0.0
2022-08-22 14:35:00-04:00,489.4,489.4,489.38,489.38,0,4,0.0
2022-08-22 14:36:00-04:00,489.35,489.36,489.33,489.34,0,4,0.0
2022-08-22 14:37:00-04:00,489.34,489.39,489.34,489.39,0,4,0.0
2022-08-22 14:38:00-04:00,489.43,489.45,489.42,489.43,0,4,0.0
2022-08-22 14:39:00-04:00,489.44,489.44,489.42,489.43,0,4,0.0
2022-08-22 14:40:00-04:00,489.39,489.4,489.35,489.35,0,4,0.0
2022-08-22 14:41:00-04:00,489.35,489.35,489.3,489.3,0,4,0.0
2022-08-22 14:42:00-04:00,489.24,489.24,489.23,489.24,0,4,0.0
2022-08-22 14:43:00-04:00,489.23,489.23,489.21,489.21,0,4,0.0
2022-08-22 14:44:00-04:00,489.23,489.23,489.18,489.18,0,4,0.0
2022-08-22 14:45:00-04:00,489.17,489.18,489.14,489.14,0,4,0.0
2022-08-22 14:46:00-04:00,489.13,489.15,489.13,489.13,0,4,0.0
2022-08-22 14:47:00-04:00,489.18,489.31,489.18,489.31,0,4,0.0
2022-08-22 14:48:00-04:00,489.3,489.34,489.3,489.34,0,4,0.0
2022-08-22 14:49:00-04:00,489.31,489.33,489.3,489.33,0,4,0.0
2022-08-22 14:50:00-04:00,489.34,489.38,489.34,489.38,0,4,0.0
2022-08-22 14:51:00-04:00,489.41,489.45,489.41,489.44,0,4,0.0
2022-08-22 14:52:00-04:00,489.44,489.44,489.4,489.41,0,4,0.0
2022-08-22 14:53:00-04:00,489.42,489.42,489.32,489.32,0,4,0.0
2022-08-22 14:54:00-04:00,489.31,489.31,489.28,489.28,0,4,0.0
2022-08-22 14:55:00-04:00,489.24,489.24,489.17,489.17,0,4,0.0
2022-08-22 14:56:00-04:00,489.17,489.18,489.16,489.16,0,4,0.0
2022-08-22 14:57:00-04:00,489.11,489.11,489.06,489.06,0,4,0.0
2022-08-22 14:58:00-04:00,489.07,489.12,489.07,489.12,0,4,0.0
2022-08-22 14:59:00-04:00,489.12,489.26,489.12,489.26,0,4,0.0
2022-08-22 15:00:00-04:00,489.28,489.44,489.28,489.43,0,4,0.0
2022-08-22 15:01:00-04:00,489.45,489.58,489.45,489.58,0,4,0.0
2022-08-22 15:02:00-04:00,489.6,489.66,489.6,489.66,0,4,0.0
2022-08-22 15:03:00-04:00,489.65,489.66,489.58,489.58,0,4,0.0
2022-08-22 15:04:00-04:00,489.55,489.55,489.44,489.45,0,4,0.0
2022-08-22 15:05:00-04:00,489.42,489.42,489.38,489.42,0,4,0.0
2022-08-22 15:06:00-04:00,489.43,489.56,489.43,489.56,0,4,0.0
2022-08-22 15:07:00-04:00,489.54,489.59,489.54,489.59,0,4,0.0
2022-08-22 15:08:00-04:00,489.59,489.6,489.58,489.58,0,4,0.0
