,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index
,open,high,low,close,volume,num_trds,value
2022-08-22 09:31:00-04:00,4176.43,4176.96,4174.39,4176.54,0,60,0.0
2022-08-22 09:32:00-04:00,4176.48,4176.88,4173.58,4174.54,0,60,0.0
2022-08-22 09:33:00-04:00,4174.16,4174.72,4171.93,4171.98,0,60,0.0
2022-08-22 09:34:00-04:00,4172.27,4172.5,4167.76,4167.79,0,60,0.0
2022-08-22 09:35:00-04:00,4167.8,4168.08,4165.17,4167.22,0,60,0.0
2022-08-22 09:36:00-04:00,4166.85,4167.41,4165.46,4166.45,0,60,0.0
2022-08-22 09:37:00-04:00,4166.16,4168.86,4165.69,4168.41,0,60,0.0
2022-08-22 09:38:00-04:00,4168.35,4169.59,4168.17,4168.8,0,60,0.0
2022-08-22 09:39:00-04:00,4168.48,4169.24,4168.32,4168.42,0,60,0.0
2022-08-22 09:40:00-04:00,4168.65,4168.65,4167.54,4167.93,0,60,0.0
2022-08-22 09:41:00-04:00,4167.76,4168.27,4167.03,4167.47,0,60,0.0
2022-08-22 09:42:00-04:00,4167.6,4171.25,4167.6,4170.75,0,60,0.0
2022-08-22 09:43:00-04:00,4170.83,4174.27,4170.43,4174.27,0,60,0.0
2022-08-22 09:44:00-04:00,4174.24,4175.14,4172.79,4173.49,0,60,0.0
2022-08-22 09:45:00-04:00,4173.16,4173.27,4170.91,4172.67,0,60,0.0
2022-08-22 09:46:00-04:00,4172.72,4172.94,4170.96,4171.26,0,60,0.0
2022-08-22 09:47:00-04:00,4171.43,4172.31,4169.11,4169.11,0,60,0.0
2022-08-22 09:48:00-04:00,4169.21,4169.21,4167.39,4167.5,0,60,0.0
2022-08-22 09:49:00-04:00,4167.41,4167.92,4164.63,4164.87,0,60,0.0
2022-08-22 09:50:00-04:00,4164.12,4164.71,4162.69,4164.71,0,60,0.0
2022-08-22 09:51:00-04:00,4164.66,4164.69,4162.74,4162.74,0,60,0.0
2022-08-22 09:52:00-04:00,4162.72,4164.11,4162.51,4164.08,0,60,0.0
2022-08-22 09:53:00-04:00,4164.15,4165.46,4164.15,4165.46,0,60,0.0
2022-08-22 09:54:00-04:00,4165.36,4167.93,4165.36,4167.36,0,60,0.0
2022-08-22 09:55:00-04:00,4167.39,4168.66,4167.39,4168.38,0,60,0.0
2022-08-22 09:56:00-04:00,4168.32,4169.21,4167.69,4169.21,0,60,0.0
2022-08-22 09:57:00-04:00,4169.2,4169.29,4167.85,4168.55,0,60,0.0
2022-08-22 09:58:00-04:00,4168.66,4169.4,4168.0,4169.26,0,60,0.0
2022-08-22 09:59:00-04:00,4169.19,4169.85,4168.36,4168.36,0,60,0.0
2022-08-22 10:00:00-04:00,4167.74,4167.74,4163.71,4164.89,0,60,0.0
2022-08-22 10:01:00-04:00,4164.55,4165.19,4164.12,4164.19,0,60,0.0
2022-08-22 10:02:00-04:00,4163.96,4164.3,4163.39,4164.19,0,60,0.0
2022-08-22 10:03:00-04:00,4164.13,4165.74,4164.13,4165.74,0,60,0.0
2022-08-22 10:04:00-04:00,4165.72,4167.68,4165.72,4166.82,0,60,0.0
2022-08-22 10:05:00-04:00,4166.99,4167.47,4166.05,4166.68,0,60,0.0
2022-08-22 10:06:00-04:00,4166.55,4167.24,4165.67,4166.4,0,60,0.0
2022-08-22 10:07:00-04:00,4166.3,4166.3,4164.68,4164.72,0,60,0.0
2022-08-22 10:08:00-04:00,4164.66,4164.66,4163.03,4163.03,0,60,0.0
2022-08-22 10:09:00-04:00,4162.99,4164.43,4161.23,4164.43,0,60,0.0
2022-08-22 10:10:00-04:00,4164.41,4165.5,4161.69,4161.7,0,60,0.0
2022-08-22 10:11:00-04:00,4161.87,4163.0,4161.87,4162.57,0,60,0.0
2022-08-22 10:12:00-04:00,4162.48,4162.57,4160.89,4162.49,0,60,0.0
2022-08-22 10:13:00-04:00,4162.49,4162.89,4160.97,4160.97,0,60,0.0
2022-08-22 10:14:00-04:00,4160.94,4162.05,4160.94,4161.64,0,60,0.0
2022-08-22 10:15:00-04:00,4161.59,4162.24,4159.61,4160.35,0,60,0.0
2022-08-22 10:16:00-04:00,4160.11,4162.32,4160.04,4161.91,0,60,0.0
2022-08-22 10:17:00-04:00,4162.03,4162.65,4161.49,4161.79,0,60,0.0
2022-08-22 10:18:00-04:00,4161.82,4161.92,4159.3,4159.64,0,60,0.0
2022-08-22 10:19:00-04:00,4159.64,4159.8,4158.5,4159.58,0,60,0.0
2022-08-22 10:20:00-04:00,4159.8,4159.8,4157.95,4158.27,0,60,0.0
2022-08-22 10:21:00-04:00,4158.12,4158.15,4157.14,4157.84,0,60,0.0
2022-08-22 10:22:00-04:00,4157.8,4158.62,4157.27,4157.27,0,60,0.0
2022-08-22 10:23:00-04:00,4157.19,4157.46,4155.26,4155.26,0,60,0.0
2022-08-22 10:24:00-04:00,4155.15,4155.54,4153.43,4153.52,0,60,0.0
2022-08-22 10:25:00-04:00,4153.38,4155.53,4153.01,4154.42,0,60,0.0
2022-08-22 10:26:00-04:00,4154.55,4155.92,4154.55,4155.54,0,60,0.0
2022-08-22 10:27:00-04:00,4155.71,4158.26,4155.55,4158.12,0,60,0.0
2022-08-22 10:28:00-04:00,4158.18,4158.26,4155.98,4156.35,0,60,0.0
2022-08-22 10:29:00-04:00,4156.26,4156.31,4154.96,4154.96,0,60,0.0
2022-08-22 10:30:00-04:00,4154.85,4156.16,4154.27,4156.16,0,60,0.0
2022-08-22 10:31:00-04:00,4156.37,4158.03,4156.37,4157.46,0,60,0.0
2022-08-22 10:32:00-04:00,4157.06,4157.16,4155.6,4155.63,0,60,0.0
2022-08-22 10:33:00-04:00,4155.41,4156.12,4154.39,4154.39,0,60,0.0
2022-08-22 10:34:00-04:00,4154.27,4154.27,4151.38,4152.62,0,60,0.0
2022-08-22 10:35:00-04:00,4152.63,4154.17,4152.63,4153.08,0,60,0.0
2022-08-22 10:36:00-04:00,4153.14,4156.11,4153.14,4154.48,0,60,0.0
2022-08-22 10:37:00-04:00,4154.47,4155.97,4154.43,4154.61,0,60,0.0
2022-08-22 10:38:00-04:00,4154.6,4156.63,4154.38,4155.81,0,60,0.0
2022-08-22 10:39:00-04:00,4155.84,4156.65,4155.66,4156.15,0,60,0.0
2022-08-22 10:40:00-04:00,4156.15,4157.94,4155.66,4157.92,0,60,0.0
2022-08-22 10:41:00-04:00,4157.96,4159.62,4157.96,4159.29,0,60,0.0
2022-08-22 10:42:00-04:00,4159.26,4160.33,4159.26,4159.52,0,60,0.0
2022-08-22 10:43:00-04:00,4159.37,4159.89,4157.86,4158.23,0,60,0.0
2022-08-22 10:44:00-04:00,4158.14,4158.3,4156.8,4156.8,0,60,0.0
2022-08-22 10:45:00-04:00,4156.82,4158.64,4156.67,4158.64,0,60,0.0
2022-08-22 10:46:00-04:00,4158.75,4159.33,4158.01,4158.24,0,60,0.0
2022-08-22 10:47:00-04:00,4158.41,4160.15,4158.41,4159.61,0,60,0.0
2022-08-22 10:48:00-04:00,4159.8,4160.36,4159.23,4159.95,0,60,0.0
2022-08-22 10:49:00-04:00,4159.92,4159.93,4158.75,4159.01,0,60,0.0
2022-08-22 10:50:00-04:00,4159.05,4159.05,4156.87,4156.99,0,60,0.0
2022-08-22 10:51:00-04:00,4156.83,4156.83,4155.24,4155.73,0,60,0.0
2022-08-22 10:52:00-04:00,4155.75,4156.04,4154.21,4154.9,0,60,0.0
2022-08-22 10:53:00-04:00,4154.89,4155.06,4153.66,4153.66,0,60,0.0
2022-08-22 10:54:00-04:00,4153.4,4154.11,4152.85,4153.9,0,60,0.0
2022-08-22 10:55:00-04:00,4153.84,4154.97,4152.8,4153.04,0,60,0.0
2022-08-22 10:56:00-04:00,4153.03,4153.06,4150.65,4151.1,0,60,0.0
2022-08-22 10:57:00-04:00,4151.04,4151.52,4150.45,4151.0,0,60,0.0
2022-08-22 10:58:00-04:00,4150.96,4151.2,4150.36,4150.36,0,60,0.0
2022-08-22 10:59:00-04:00,4150.19,4150.61,4149.39,4149.44,0,60,0.0
2022-08-22 11:00:00-04:00,4149.46,4150.19,4149.41,4150.02,0,60,0.0
2022-08-22 11:01:00-04:00,4150.04,4151.26,4150.04,4151.15,0,60,0.0
2022-08-22 11:02:00-04:00,4151.05,4153.33,4150.87,4153.15,0,60,0.0
2022-08-22 11:03:00-04:00,4153.37,4155.21,4153.01,4154.78,0,60,0.0
2022-08-22 11:04:00-04:00,4154.68,4154.69,4153.26,4154.08,0,60,0.0
2022-08-22 11:05:00-04:00,4154.13,4155.04,4153.64,4154.49,0,60,0.0
2022-08-22 11:06:00-04:00,4154.46,4155.61,4154.4,4155.33,0,60,0.0
2022-08-22 11:07:00-04:00,4155.1,4155.1,4153.73,4153.73,0,60,0.0
2022-08-22 11:08:00-04:00,4153.65,4154.13,4153.51,4153.51,0,60,0.0
2022-08-22 11:09:00-04:00,4153.58,4154.25,4153.58,4154.21,0,60,0.0
2022-08-22 11:10:00-04:00,4154.21,4155.04,4153.52,4153.52,0,60,0.0
2022-08-22 11:11:00-04:00,4153.44,4153.81,4152.83,4152.83,0,60,0.0
2022-08-22 11:12:00-04:00,4152.86,4153.05,4151.42,4152.87,0,60,0.0
2022-08-22 11:13:00-04:00,4153.24,4154.75,4153.24,4154.74,0,60,0.0
2022-08-22 11:14:00-04:00,4154.84,4155.97,4154.79,4155.77,0,60,0.0
2022-08-22 11:15:00-04:00,4155.54,4156.98,4155.4,4156.82,0,60,0.0
2022-08-22 11:16:00-04:00,4156.83,4158.24,4156.81,4158.18,0,60,0.0
2022-08-22 11:17:00-04:00,4158.12,4158.22,4156.79,4156.9,0,60,0.0
2022-08-22 11:18:00-04:00,4156.9,4157.28,4156.47,4157.13,0,60,0.0
2022-08-22 11:19:00-04:00,4157.06,4158.04,4157.06,4157.64,0,60,0.0
2022-08-22 11:20:00-04:00,4157.64,4158.87,4157.64,4158.58,0,60,0.0
2022-08-22 11:21:00-04:00,4158.75,4159.25,4158.75,4159.25,0,60,0.0
2022-08-22 11:22:00-04:00,4159.23,4159.5,4158.01,4158.24,0,60,0.0
2022-08-22 11:23:00-04:00,4158.3,4158.59,4157.79,4157.79,0,60,0.0
2022-08-22 11:24:00-04:00,4157.71,4158.22,4157.53,4157.96,0,60,0.0
2022-08-22 11:25:00-04:00,4157.78,4158.34,4156.36,4156.79,0,60,0.0
2022-08-22 11:26:00-04:00,4156.75,4158.07,4156.75,4157.13,0,60,0.0
2022-08-22 11:27:00-04:00,4157.09,4157.09,4155.96,4156.8,0,60,0.0
2022-08-22 11:28:00-04:00,4156.79,4157.02,4156.27,4156.71,0,60,0.0
2022-08-22 11:29:00-04:00,4156.68,4157.54,4156.06,4156.06,0,60,0.0
2022-08-22 11:30:00-04:00,4156.15,4156.63,4155.27,4155.27,0,60,0.0
2022-08-22 11:31:00-04:00,4155.2,4156.06,4154.16,4156.06,0,60,0.0
2022-08-22 11:32:00-04:00,4156.25,4158.6,4156.25,4158.43,0,60,0.0
2022-08-22 11:33:00-04:00,4158.49,4159.31,4158.31,4159.12,0,60,0.0
2022-08-22 11:34:00-04:00,4159.16,4159.41,4158.33,4159.0,0,60,0.0
2022-08-22 11:35:00-04:00,4159.06,4160.67,4159.06,4160.58,0,60,0.0
2022-08-22 11:36:00-04:00,4160.59,4161.51,4160.58,4161.24,0,60,0.0
2022-08-22 11:37:00-04:00,4161.18,4161.65,4160.35,4160.35,0,60,0.0
2022-08-22 11:38:00-04:00,4160.19,4160.19,4158.52,4158.52,0,60,0.0
2022-08-22 11:39:00-04:00,4158.52,4159.5,4158.52,4159.22,0,60,0.0
2022-08-22 11:40:00-04:00,4159.26,4161.99,4159.25,4161.99,0,60,0.0
2022-08-22 11:41:00-04:00,4162.17,4162.27,4161.39,4161.62,0,60,0.0
2022-08-22 11:42:00-04:00,4161.71,4162.52,4161.33,4161.87,0,60,0.0
2022-08-22 11:43:00-04:00,4161.85,4162.32,4160.62,4160.62,0,60,0.0
2022-08-22 11:44:00-04:00,4160.61,4160.61,4159.62,4159.64,0,60,0.0
2022-08-22 11:45:00-04:00,4159.61,4160.65,4159.22,4160.65,0,60,0.0
2022-08-22 11:46:00-04:00,4160.62,4161.24,4160.62,4160.69,0,60,0.0
2022-08-22 11:47:00-04:00,4160.73,4161.0,4158.12,4158.17,0,60,0.0
2022-08-22 11:48:00-04:00,4158.19,4158.5,4157.17,4157.58,0,60,0.0
2022-08-22 11:49:00-04:00,4157.61,4158.74,4157.2,4158.73,0,60,0.0
2022-08-22 11:50:00-04:00,4159.37,4161.18,4159.23,4161.18,0,60,0.0
2022-08-22 11:51:00-04:00,4161.23,4161.93,4160.85,4161.01,0,60,0.0
2022-08-22 11:52:00-04:00,4161.09,4161.21,4160.5,4160.85,0,60,0.0
2022-08-22 11:53:00-04:00,4160.89,4161.27,4159.79,4160.86,0,60,0.0
2022-08-22 11:54:00-04:00,4160.89,4161.31,4160.78,4161.1,0,60,0.0
2022-08-22 11:55:00-04:00,4161.11,4161.52,4160.67,4161.42,0,60,0.0
2022-08-22 11:56:00-04:00,4161.42,4162.34,4161.11,4162.26,0,60,0.0
2022-08-22 11:57:00-04:00,4162.2,4162.84,4161.5,4161.65,0,60,0.0
2022-08-22 11:58:00-04:00,4161.67,4161.68,4159.71,4159.71,0,60,0.0
2022-08-22 11:59:00-04:00,4159.76,4161.34,4159.68,4160.73,0,60,0.0
2022-08-22 12:00:00-04:00,4160.75,4160.82,4159.81,4160.57,0,60,0.0
2022-08-22 12:01:00-04:00,4160.52,4162.15,4160.16,4162.13,0,60,0.0
2022-08-22 12:02:00-04:00,4162.19,4162.81,4161.5,4162.53,0,60,0.0
2022-08-22 12:03:00-04:00,4162.49,4163.1,4162.35,4162.77,0,60,0.0
2022-08-22 12:04:00-04:00,4162.79,4162.79,4161.06,4161.08,0,60,0.0
2022-08-22 12:05:00-04:00,4161.13,4161.35,4160.77,4161.25,0,60,0.0
2022-08-22 12:06:00-04:00,4161.33,4162.03,4161.12,4161.45,0,60,0.0
2022-08-22 12:07:00-04:00,4161.45,4161.5,4159.47,4159.48,0,60,0.0
2022-08-22 12:08:00-04:00,4159.44,4159.48,4157.77,4158.16,0,60,0.0
2022-08-22 12:09:00-04:00,4158.11,4158.11,4156.96,4157.05,0,60,0.0
2022-08-22 12:10:00-04:00,4157.12,4157.4,4156.78,4156.98,0,60,0.0
2022-08-22 12:11:00-04:00,4157.0,4157.63,4156.67,4156.67,0,60,0.0
2022-08-22 12:12:00-04:00,4156.56,4156.66,4155.76,4156.19,0,60,0.0
2022-08-22 12:13:00-04:00,4156.25,4157.46,4156.15,4157.06,0,60,0.0
2022-08-22 12:14:00-04:00,4157.08,4157.08,4155.67,4156.0,0,60,0.0
2022-08-22 12:15:00-04:00,4155.95,4157.09,4155.9,4156.94,0,60,0.0
2022-08-22 12:16:00-04:00,4157.02,4157.41,4156.23,4156.23,0,60,0.0
2022-08-22 12:17:00-04:00,4156.03,4157.37,4156.03,4157.05,0,60,0.0
2022-08-22 12:18:00-04:00,4156.97,4158.48,4156.94,4158.48,0,60,0.0
2022-08-22 12:19:00-04:00,4158.51,4158.52,4157.43,4157.99,0,60,0.0
2022-08-22 12:20:00-04:00,4157.95,4160.24,4157.94,4160.24,0,60,0.0
2022-08-22 12:21:00-04:00,4160.28,4161.13,4159.92,4161.13,0,60,0.0
2022-08-22 12:22:00-04:00,4161.15,4161.42,4159.97,4159.98,0,60,0.0
2022-08-22 12:23:00-04:00,4159.93,4160.81,4159.45,4160.81,0,60,0.0
2022-08-22 12:24:00-04:00,4160.96,4163.04,4160.96,4162.53,0,60,0.0
2022-08-22 12:25:00-04:00,4162.58,4163.01,4162.49,4162.96,0,60,0.0
2022-08-22 12:26:00-04:00,4162.97,4162.97,4161.62,4161.62,0,60,0.0
2022-08-22 12:27:00-04:00,4161.58,4161.58,4159.54,4159.54,0,60,0.0
2022-08-22 12:28:00-04:00,4159.47,4159.47,4157.04,4157.08,0,60,0.0
2022-08-22 12:29:00-04:00,4157.07,4157.66,4157.07,4157.39,0,60,0.0
2022-08-22 12:30:00-04:00,4157.35,4158.39,4157.12,4158.39,0,60,0.0
2022-08-22 12:31:00-04:00,4158.5,4158.53,4157.04,4157.19,0,60,0.0
2022-08-22 12:32:00-04:00,4157.01,4157.43,4156.55,4157.13,0,60,0.0
2022-08-22 12:33:00-04:00,4157.16,4158.42,4157.11,4158.38,0,60,0.0
2022-08-22 12:34:00-04:00,4158.38,4158.38,4157.36,4157.56,0,60,0.0
2022-08-22 12:35:00-04:00,4157.51,4158.3,4157.41,4158.29,0,60,0.0
2022-08-22 12:36:00-04:00,4158.6,4158.99,4158.34,4158.91,0,60,0.0
2022-08-22 12:37:00-04:00,4158.82,4159.67,4158.82,4159.67,0,60,0.0
2022-08-22 12:38:00-04:00,4159.7,4160.94,4159.32,4160.94,0,60,0.0
2022-08-22 12:39:00-04:00,4161.06,4161.35,4160.57,4160.68,0,60,0.0
2022-08-22 12:40:00-04:00,4160.7,4160.7,4158.37,4158.38,0,60,0.0
2022-08-22 12:41:00-04:00,4158.35,4158.63,4158.28,4158.36,0,60,0.0
2022-08-22 12:42:00-04:00,4158.36,4158.36,4157.12,4157.43,0,60,0.0
2022-08-22 12:43:00-04:00,4157.39,4157.52,4157.01,4157.02,0,60,0.0
2022-08-22 12:44:00-04:00,4157.02,4157.02,4155.2,4155.2,0,60,0.0
2022-08-22 12:45:00-04:00,4155.18,4155.24,4153.47,4153.72,0,60,0.0
2022-08-22 12:46:00-04:00,4153.71,4154.4,4153.2,4153.62,0,60,0.0
2022-08-22 12:47:00-04:00,4153.62,4154.33,4153.53,4154.07,0,60,0.0
2022-08-22 12:48:00-04:00,4154.07,4155.89,4154.07,4155.8,0,60,0.0
2022-08-22 12:49:00-04:00,4155.88,4157.4,4155.88,4156.6,0,60,0.0
2022-08-22 12:50:00-04:00,4156.61,4156.61,4155.72,4156.34,0,60,0.0
2022-08-22 12:51:00-04:00,4156.34,4156.64,4156.12,4156.12,0,60,0.0
2022-08-22 12:52:00-04:00,4156.12,4157.45,4156.12,4157.12,0,60,0.0
2022-08-22 12:53:00-04:00,4157.11,4157.3,4156.94,4156.99,0,60,0.0
2022-08-22 12:54:00-04:00,4156.67,4157.28,4156.36,4157.28,0,60,0.0
2022-08-22 12:55:00-04:00,4157.32,4157.52,4157.04,4157.25,0,60,0.0
2022-08-22 12:56:00-04:00,4157.27,4157.37,4156.93,4157.09,0,60,0.0
2022-08-22 12:57:00-04:00,4157.24,4157.38,4155.68,4155.68,0,60,0.0
2022-08-22 12:58:00-04:00,4155.61,4156.78,4155.61,4156.77,0,60,0.0
2022-08-22 12:59:00-04:00,4156.79,4157.78,4156.79,4157.52,0,60,0.0
2022-08-22 13:00:00-04:00,4157.49,4157.84,4156.31,4156.31,0,60,0.0
2022-08-22 13:01:00-04:00,4156.32,4157.4,4156.07,4157.19,0,60,0.0
2022-08-22 13:02:00-04:00,4157.2,4157.2,4155.79,4156.11,0,60,0.0
2022-08-22 13:03:00-04:00,4156.11,4156.11,4154.26,4154.41,0,60,0.0
2022-08-22 13:04:00-04:00,4154.4,4154.4,4153.27,4153.4,0,60,0.0
2022-08-22 13:05:00-04:00,4153.39,4153.7,4152.7,4152.95,0,60,0.0
2022-08-22 13:06:00-04:00,4152.96,4153.37,4152.83,4152.93,0,60,0.0
2022-08-22 13:07:00-04:00,4152.83,4153.34,4152.67,4152.67,0,60,0.0
2022-08-22 13:08:00-04:00,4152.61,4153.23,4152.33,4152.48,0,60,0.0
2022-08-22 13:09:00-04:00,4152.39,4153.52,4152.22,4153.22,0,60,0.0
2022-08-22 13:10:00-04:00,4152.9,4153.18,4152.3,4152.3,0,60,0.0
2022-08-22 13:11:00-04:00,4152.33,4152.35,4149.57,4150.01,0,60,0.0
2022-08-22 13:12:00-04:00,4150.01,4150.56,4149.61,4150.52,0,60,0.0
2022-08-22 13:13:00-04:00,4150.28,4150.65,4150.05,4150.47,0,60,0.0
2022-08-22 13:14:00-04:00,4150.47,4151.73,4150.39,4151.67,0,60,0.0
2022-08-22 13:15:00-04:00,4151.66,4152.02,4150.6,4150.6,0,60,0.0
2022-08-22 13:16:00-04:00,4150.36,4151.11,4150.01,4150.84,0,60,0.0
2022-08-22 13:17:00-04:00,4150.83,4151.18,4150.14,4150.19,0,60,0.0
2022-08-22 13:18:00-04:00,4150.2,4151.41,4150.01,4151.01,0,60,0.0
2022-08-22 13:19:00-04:00,4151.01,4151.73,4150.88,4150.96,0,60,0.0
2022-08-22 13:20:00-04:00,4150.81,4151.88,4150.76,4151.54,0,60,0.0
2022-08-22 13:21:00-04:00,4151.56,4151.68,4150.62,4150.91,0,60,0.0
2022-08-22 13:22:00-04:00,4150.86,4151.13,4150.48,4150.48,0,60,0.0
2022-08-22 13:23:00-04:00,4150.38,4150.38,4149.57,4149.7,0,60,0.0
2022-08-22 13:24:00-04:00,4149.63,4149.71,4148.25,4148.6,0,60,0.0
2022-08-22 13:25:00-04:00,4148.59,4148.83,4147.78,4147.9,0,60,0.0
2022-08-22 13:26:00-04:00,4147.93,4149.74,4147.75,4149.51,0,60,0.0
2022-08-22 13:27:00-04:00,4149.52,4149.64,4148.42,4148.78,0,60,0.0
2022-08-22 13:28:00-04:00,4148.77,4148.77,4146.99,4147.17,0,60,0.0
2022-08-22 13:29:00-04:00,4147.29,4147.91,4147.26,4147.5,0,60,0.0
2022-08-22 13:30:00-04:00,4147.27,4147.3,4146.81,4146.82,0,60,0.0
2022-08-22 13:31:00-04:00,4146.81,4146.81,4145.25,4145.25,0,60,0.0
2022-08-22 13:32:00-04:00,4145.26,4145.26,4144.18,4144.18,0,60,0.0
2022-08-22 13:33:00-04:00,4144.21,4144.4,4143.89,4143.89,0,60,0.0
2022-08-22 13:34:00-04:00,4143.9,4143.99,4142.51,4142.53,0,60,0.0
2022-08-22 13:35:00-04:00,4142.53,4142.61,4141.74,4141.74,0,60,0.0
2022-08-22 13:36:00-04:00,4141.62,4142.68,4141.37,4141.88,0,60,0.0
2022-08-22 13:37:00-04:00,4141.9,4142.61,4141.82,4142.61,0,60,0.0
2022-08-22 13:38:00-04:00,4143.05,4143.72,4142.88,4142.88,0,60,0.0
2022-08-22 13:39:00-04:00,4142.89,4143.78,4142.55,4142.55,0,60,0.0
2022-08-22 13:40:00-04:00,4142.54,4143.14,4142.28,4142.9,0,60,0.0
2022-08-22 13:41:00-04:00,4142.88,4143.67,4142.83,4143.39,0,60,0.0
2022-08-22 13:42:00-04:00,4143.45,4143.61,4143.12,4143.45,0,60,0.0
2022-08-22 13:43:00-04:00,4143.53,4144.12,4143.53,4143.93,0,60,0.0
2022-08-22 13:44:00-04:00,4143.97,4143.97,4142.97,4143.18,0,60,0.0
2022-08-22 13:45:00-04:00,4143.19,4143.82,4142.84,4143.21,0,60,0.0
2022-08-22 13:46:00-04:00,4143.22,4143.97,4142.59,4142.71,0,60,0.0
2022-08-22 13:47:00-04:00,4142.71,4143.36,4142.65,4142.98,0,60,0.0
2022-08-22 13:48:00-04:00,4142.96,4143.92,4142.96,4143.27,0,60,0.0
2022-08-22 13:49:00-04:00,4143.23,4143.8,4142.67,4142.82,0,60,0.0
2022-08-22 13:50:00-04:00,4142.74,4143.27,4141.85,4143.09,0,60,0.0
2022-08-22 13:51:00-04:00,4143.09,4143.53,4142.83,4142.84,0,60,0.0
2022-08-22 13:52:00-04:00,4142.83,4142.87,4141.75,4142.18,0,60,0.0
2022-08-22 13:53:00-04:00,4142.19,4142.28,4141.76,4141.96,0,60,0.0
2022-08-22 13:54:00-04:00,4141.97,4142.84,4141.93,4142.58,0,60,0.0
2022-08-22 13:55:00-04:00,4142.3,4142.36,4140.93,4141.03,0,60,0.0
2022-08-22 13:56:00-04:00,4140.84,4141.53,4140.42,4140.69,0,60,0.0
2022-08-22 13:57:00-04:00,4140.6,4140.71,4140.07,4140.63,0,60,0.0
2022-08-22 13:58:00-04:00,4140.59,4140.6,4139.1,4139.15,0,60,0.0
2022-08-22 13:59:00-04:00,4139.14,4140.26,4139.09,4139.85,0,60,0.0
2022-08-22 14:00:00-04:00,4139.79,4140.02,4139.06,4140.02,0,60,0.0
2022-08-22 14:01:00-04:00,4140.05,4140.72,4139.77,4139.77,0,60,0.0
2022-08-22 14:02:00-04:00,4139.72,4139.72,4138.91,4139.36,0,60,0.0
2022-08-22 14:03:00-04:00,4139.31,4139.31,4138.44,4138.44,0,60,0.0
2022-08-22 14:04:00-04:00,4138.42,4139.09,4138.31,4138.37,0,60,0.0
2022-08-22 14:05:00-04:00,4138.36,4139.7,4137.98,4139.7,0,60,0.0
2022-08-22 14:06:00-04:00,4139.78,4139.99,4139.27,4139.74,0,60,0.0
2022-08-22 14:07:00-04:00,4139.67,4140.36,4139.56,4140.0,0,60,0.0
2022-08-22 14:08:00-04:00,4139.66,4139.69,4138.17,4138.51,0,60,0.0
2022-08-22 14:09:00-04:00,4138.51,4138.96,4138.03,4138.1,0,60,0.0
2022-08-22 14:10:00-04:00,4138.06,4138.89,4137.32,4137.51,0,60,0.0
2022-08-22 14:11:00-04:00,4137.53,4137.9,4137.34,4137.45,0,60,0.0
2022-08-22 14:12:00-04:00,4137.45,4138.41,4137.35,4138.37,0,60,0.0
2022-08-22 14:13:00-04:00,4138.4,4139.58,4138.06,4139.55,0,60,0.0
2022-08-22 14:14:00-04:00,4139.47,4139.72,4138.91,4139.65,0,60,0.0
2022-08-22 14:15:00-04:00,4139.67,4140.08,4139.38,4139.38,0,60,0.0
2022-08-22 14:16:00-04:00,4139.28,4139.55,4138.36,4139.55,0,60,0.0
2022-08-22 14:17:00-04:00,4139.54,4140.74,4139.54,4139.84,0,60,0.0
2022-08-22 14:18:00-04:00,4139.49,4139.61,4139.03,4139.52,0,60,0.0
2022-08-22 14:19:00-04:00,4139.48,4140.62,4139.47,4140.48,0,60,0.0
2022-08-22 14:20:00-04:00,4140.43,4141.01,4140.15,4140.76,0,60,0.0
2022-08-22 14:21:00-04:00,4140.7,4141.24,4140.55,4141.24,0,60,0.0
2022-08-22 14:22:00-04:00,4141.17,4141.61,4140.81,4141.24,0,60,0.0
2022-08-22 14:23:00-04:00,4141.2,4141.47,4140.55,4140.65,0,60,0.0
2022-08-22 14:24:00-04:00,4140.45,4140.45,4139.74,4139.83,0,60,0.0
2022-08-22 14:25:00-04:00,4139.73,4140.54,4139.73,4139.88,0,60,0.0
2022-08-22 14:26:00-04:00,4139.89,4140.89,4139.81,4139.81,0,60,0.0
2022-08-22 14:27:00-04:00,4139.46,4139.53,4139.0,4139.48,0,60,0.0
2022-08-22 14:28:00-04:00,4139.45,4140.11,4139.09,4140.07,0,60,0.0
2022-08-22 14:29:00-04:00,4140.19,4140.34,4138.95,4139.2,0,60,0.0
2022-08-22 14:30:00-04:00,4139.15,4139.6,4138.39,4139.6,0,60,0.0
2022-08-22 14:31:00-04:00,4139.63,4139.84,4137.88,4138.21,0,60,0.0
2022-08-22 14:32:00-04:00,4138.18,4138.19,4137.24,4137.6,0,60,0.0
2022-08-22 14:33:00-04:00,4137.68,4138.96,4137.68,4138.48,0,60,0.0
2022-08-22 14:34:00-04:00,4138.43,4138.44,4137.46,4137.63,0,60,0.0
2022-08-22 14:35:00-04:00,4137.63,4138.28,4137.63,4138.09,0,60,0.0
2022-08-22 14:36:00-04:00,4138.04,4138.04,4136.54,4136.69,0,60,0.0
2022-08-22 14:37:00-04:00,4136.7,4138.46,4136.68,4137.8,0,60,0.0
2022-08-22 14:38:00-04:00,4137.79,4137.99,4137.29,4137.29,0,60,0.0
2022-08-22 14:39:00-04:00,4137.14,4137.37,4136.92,4136.95,0,60,0.0
