,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index
,open,high,low,close,volume,num_trds,value
2022-09-30 11:49:00-04:00,1434.43,1434.43,1434.08,1434.08,0,4,0.0
2022-09-30 11:50:00-04:00,1433.65,1433.79,1433.65,1433.79,0,4,0.0
2022-09-30 11:51:00-04:00,1433.8,1433.8,1433.31,1433.31,0,4,0.0
2022-09-30 11:52:00-04:00,1433.25,1433.25,1432.99,1433.17,0,4,0.0
2022-09-30 11:53:00-04:00,1433.59,1433.59,1433.25,1433.25,0,4,0.0
2022-09-30 11:54:00-04:00,1432.56,1432.64,1432.56,1432.63,0,4,0.0
2022-09-30 11:55:00-04:00,1432.49,1432.81,1432.49,1432.76,0,4,0.0
2022-09-30 11:56:00-04:00,1432.88,1432.88,1432.78,1432.78,0,4,0.0
2022-09-30 11:57:00-04:00,1432.85,1432.85,1432.79,1432.83,0,4,0.0
2022-09-30 11:58:00-04:00,1432.91,1433.17,1432.91,1433.17,0,4,0.0
2022-09-30 11:59:00-04:00,1433.18,1433.2,1433.15,1433.18,0,4,0.0
2022-09-30 12:00:00-04:00,1433.21,1433.23,1432.92,1432.92,0,4,0.0
2022-09-30 12:01:00-04:00,1432.46,1432.46,1432.0,1432.03,0,4,0.0
2022-09-30 12:02:00-04:00,1432.18,1432.26,1432.03,1432.03,0,4,0.0
2022-09-30 12:03:00-04:00,1431.9,1432.12,1431.9,1432.12,0,4,0.0
2022-09-30 12:04:00-04:00,1432.46,1432.48,1432.22,1432.22,0,4,0.0
2022-09-30 12:05:00-04:00,1432.21,1432.45,1432.21,1432.45,0,4,0.0
2022-09-30 12:06:00-04:00,1432.59,1432.64,1432.53,1432.53,0,4,0.0
2022-09-30 12:07:00-04:00,1432.44,1432.44,1432.15,1432.15,0,4,0.0
2022-09-30 12:08:00-04:00,1432.14,1432.14,1431.31,1431.31,0,4,0.0
2022-09-30 12:09:00-04:00,1430.97,1430.97,1430.51,1430.51,0,4,0.0
2022-09-30 12:10:00-04:00,1430.42,1430.83,1430.39,1430.83,0,4,0.0
2022-09-30 12:11:00-04:00,1430.93,1430.97,1430.45,1430.45,0,4,0.0
2022-09-30 12:12:00-04:00,1430.51,1430.62,1430.46,1430.46,0,4,0.0
2022-09-30 12:13:00-04:00,1430.42,1430.42,1429.94,1429.94,0,4,0.0
2022-09-30 12:14:00-04:00,1429.7,1429.77,1429.68,1429.77,0,4,0.0
2022-09-30 12:15:00-04:00,1429.78,1430.04,1429.78,1430.04,0,4,0.0
2022-09-30 12:16:00-04:00,1430.05,1430.15,1430.02,1430.15,0,4,0.0
2022-09-30 12:17:00-04:00,1430.4,1432.05,1430.4,1432.05,0,4,0.0
2022-09-30 12:18:00-04:00,1432.82,1434.12,1432.82,1434.12,0,4,0.0
2022-09-30 12:19:00-04:00,1433.07,1433.14,1432.67,1433.14,0,4,0.0
2022-09-30 12:20:00-04:00,1433.32,1433.32,1432.35,1432.39,0,4,0.0
2022-09-30 12:21:00-04:00,1432.42,1432.43,1432.27,1432.43,0,4,0.0
2022-09-30 12:22:00-04:00,1432.48,1432.48,1432.29,1432.39,0,4,0.0
2022-09-30 12:23:00-04:00,1432.6,1432.63,1432.58,1432.58,0,4,0.0
2022-09-30 12:24:00-04:00,1433.01,1433.36,1432.89,1432.89,0,4,0.0
2022-09-30 12:25:00-04:00,1432.78,1433.63,1432.78,1433.63,0,4,0.0
2022-09-30 12:26:00-04:00,1433.5,1433.5,1433.28,1433.28,0,4,0.0
2022-09-30 12:27:00-04:00,1433.2,1433.49,1433.2,1433.29,0,4,0.0
2022-09-30 12:28:00-04:00,1433.33,1433.55,1433.33,1433.45,0,4,0.0
2022-09-30 12:29:00-04:00,1432.9,1433.01,1432.86,1432.86,0,4,0.0
2022-09-30 12:30:00-04:00,1433.07,1433.38,1433.07,1433.38,0,4,0.0
2022-09-30 12:31:00-04:00,1433.35,1433.45,1433.35,1433.39,0,4,0.0
2022-09-30 12:32:00-04:00,1433.39,1433.83,1433.36,1433.83,0,4,0.0
2022-09-30 12:33:00-04:00,1433.9,1433.9,1433.73,1433.73,0,4,0.0
2022-09-30 12:34:00-04:00,1433.63,1434.08,1433.63,1434.08,0,4,0.0
2022-09-30 12:35:00-04:00,1434.11,1434.28,1434.11,1434.28,0,4,0.0
2022-09-30 12:36:00-04:00,1434.16,1434.27,1434.07,1434.27,0,4,0.0
2022-09-30 12:37:00-04:00,1434.3,1434.34,1434.3,1434.32,0,4,0.0
2022-09-30 12:38:00-04:00,1434.03,1434.32,1434.03,1434.32,0,4,0.0
2022-09-30 12:39:00-04:00,1434.28,1434.28,1434.01,1434.1,0,4,0.0
2022-09-30 12:40:00-04:00,1434.08,1434.17,1434.02,1434.17,0,4,0.0
2022-09-30 12:41:00-04:00,1434.28,1434.5,1434.28,1434.5,0,4,0.0
2022-09-30 12:42:00-04:00,1434.19,1434.46,1434.19,1434.42,0,4,0.0
2022-09-30 12:43:00-04:00,1434.39,1434.47,1434.39,1434.42,0,4,0.0
2022-09-30 12:44:00-04:00,1434.5,1434.95,1434.5,1434.83,0,4,0.0
2022-09-30 12:45:00-04:00,1434.6,1434.6,1434.0,1434.0,0,4,0.0
2022-09-30 12:46:00-04:00,1434.03,1434.17,1434.03,1434.17,0,4,0.0
2022-09-30 12:47:00-04:00,1434.26,1434.26,1434.0,1434.0,0,4,0.0
2022-09-30 12:48:00-04:00,1434.09,1434.13,1433.87,1433.87,0,4,0.0
2022-09-30 12:49:00-04:00,1433.78,1433.78,1433.43,1433.43,0,4,0.0
2022-09-30 12:50:00-04:00,1433.46,1433.46,1433.3,1433.3,0,4,0.0
2022-09-30 12:51:00-04:00,1433.15,1433.15,1432.8,1432.8,0,4,0.0
2022-09-30 12:52:00-04:00,1432.63,1432.63,1432.32,1432.36,0,4,0.0
2022-09-30 12:53:00-04:00,1432.27,1432.27,1432.16,1432.21,0,4,0.0
2022-09-30 12:54:00-04:00,1432.19,1432.27,1432.19,1432.2,0,4,0.0
2022-09-30 12:55:00-04:00,1432.27,1432.48,1432.27,1432.48,0,4,0.0
2022-09-30 12:56:00-04:00,1432.48,1432.93,1432.48,1432.9,0,4,0.0
2022-09-30 12:57:00-04:00,1432.74,1432.74,1432.71,1432.71,0,4,0.0
2022-09-30 12:58:00-04:00,1432.68,1432.68,1432.56,1432.63,0,4,0.0
2022-09-30 12:59:00-04:00,1432.69,1432.7,1432.53,1432.53,0,4,0.0
2022-09-30 13:00:00-04:00,1432.46,1432.46,1431.7,1431.7,0,4,0.0
2022-09-30 13:01:00-04:00,1431.35,1431.35,1431.02,1431.02,0,4,0.0
2022-09-30 13:02:00-04:00,1430.59,1430.97,1430.59,1430.97,0,4,0.0
2022-09-30 13:03:00-04:00,1431.19,1431.22,1431.11,1431.11,0,4,0.0
2022-09-30 13:04:00-04:00,1431.11,1431.18,1431.11,1431.18,0,4,0.0
2022-09-30 13:05:00-04:00,1431.16,1431.22,1431.16,1431.2,0,4,0.0
2022-09-30 13:06:00-04:00,1431.54,1431.95,1431.54,1431.95,0,4,0.0
2022-09-30 13:07:00-04:00,1432.06,1432.15,1432.06,1432.11,0,4,0.0
2022-09-30 13:08:00-04:00,1431.71,1431.82,1431.71,1431.82,0,4,0.0
2022-09-30 13:09:00-04:00,1431.98,1431.98,1431.92,1431.95,0,4,0.0
2022-09-30 13:10:00-04:00,1432.02,1432.13,1431.8,1432.13,0,4,0.0
2022-09-30 13:11:00-04:00,1432.15,1432.39,1432.15,1432.39,0,4,0.0
2022-09-30 13:12:00-04:00,1432.48,1432.67,1432.48,1432.67,0,4,0.0
2022-09-30 13:13:00-04:00,1432.73,1432.73,1432.58,1432.58,0,4,0.0
2022-09-30 13:14:00-04:00,1431.77,1431.77,1431.28,1431.28,0,4,0.0
2022-09-30 13:15:00-04:00,1431.26,1431.44,1431.26,1431.44,0,4,0.0
2022-09-30 13:16:00-04:00,1431.5,1431.5,1431.24,1431.28,0,4,0.0
2022-09-30 13:17:00-04:00,1431.06,1431.06,1430.89,1430.89,0,4,0.0
2022-09-30 13:18:00-04:00,1430.89,1430.89,1430.73,1430.73,0,4,0.0
2022-09-30 13:19:00-04:00,1430.66,1430.89,1430.64,1430.89,0,4,0.0
2022-09-30 13:20:00-04:00,1430.94,1431.03,1430.94,1430.99,0,4,0.0
2022-09-30 13:21:00-04:00,1431.14,1431.77,1431.14,1431.77,0,4,0.0
2022-09-30 13:22:00-04:00,1431.81,1431.81,1431.61,1431.61,0,4,0.0
2022-09-30 13:23:00-04:00,1431.44,1431.44,1431.26,1431.26,0,4,0.0
2022-09-30 13:24:00-04:00,1431.05,1431.05,1430.87,1430.87,0,4,0.0
2022-09-30 13:25:00-04:00,1430.91,1430.95,1430.62,1430.62,0,4,0.0
2022-09-30 13:26:00-04:00,1430.67,1431.11,1430.67,1431.11,0,4,0.0
2022-09-30 13:27:00-04:00,1431.7,1431.87,1431.7,1431.87,0,4,0.0
2022-09-30 13:28:00-04:00,1432.06,1432.36,1432.06,1432.36,0,4,0.0
2022-09-30 13:29:00-04:00,1432.72,1432.74,1432.35,1432.35,0,4,0.0
2022-09-30 13:30:00-04:00,1432.21,1432.45,1432.21,1432.44,0,4,0.0
2022-09-30 13:31:00-04:00,1432.21,1432.26,1432.2,1432.23,0,4,0.0
2022-09-30 13:32:00-04:00,1432.24,1432.28,1431.97,1431.97,0,4,0.0
2022-09-30 13:33:00-04:00,1431.77,1431.77,1431.36,1431.52,0,4,0.0
2022-09-30 13:34:00-04:00,1431.53,1431.6,1431.5,1431.5,0,4,0.0
2022-09-30 13:35:00-04:00,1431.2,1431.2,1430.69,1430.69,0,4,0.0
2022-09-30 13:36:00-04:00,1430.55,1430.55,1430.37,1430.39,0,4,0.0
2022-09-30 13:37:00-04:00,1430.15,1430.22,1430.11,1430.22,0,4,0.0
2022-09-30 13:38:00-04:00,1430.3,1430.52,1430.19,1430.19,0,4,0.0
2022-09-30 13:39:00-04:00,1430.19,1430.27,1430.19,1430.27,0,4,0.0
2022-09-30 13:40:00-04:00,1430.23,1430.23,1430.04,1430.04,0,4,0.0
2022-09-30 13:41:00-04:00,1429.8,1430.33,1429.8,1430.33,0,4,0.0
2022-09-30 13:42:00-04:00,1430.26,1430.39,1430.24,1430.39,0,4,0.0
2022-09-30 13:43:00-04:00,1430.29,1430.29,1430.18,1430.25,0,4,0.0
2022-09-30 13:44:00-04:00,1430.26,1430.3,1430.05,1430.05,0,4,0.0
2022-09-30 13:45:00-04:00,1429.94,1429.96,1429.66,1429.66,0,4,0.0
2022-09-30 13:46:00-04:00,1429.52,1429.52,1429.38,1429.38,0,4,0.0
2022-09-30 13:47:00-04:00,1429.34,1429.34,1429.1,1429.1,0,4,0.0
2022-09-30 13:48:00-04:00,1428.79,1428.79,1428.65,1428.65,0,4,0.0
2022-09-30 13:49:00-04:00,1428.57,1428.57,1428.45,1428.48,0,4,0.0
2022-09-30 13:50:00-04:00,1428.45,1428.45,1427.93,1427.93,0,4,0.0
2022-09-30 13:51:00-04:00,1427.98,1428.82,1427.98,1428.82,0,4,0.0
2022-09-30 13:52:00-04:00,1428.88,1428.98,1428.75,1428.75,0,4,0.0
2022-09-30 13:53:00-04:00,1428.92,1429.25,1428.92,1429.22,0,4,0.0
2022-09-30 13:54:00-04:00,1429.39,1429.39,1429.27,1429.31,0,4,0.0
2022-09-30 13:55:00-04:00,1429.22,1429.44,1429.21,1429.42,0,4,0.0
2022-09-30 13:56:00-04:00,1429.38,1429.38,1429.04,1429.04,0,4,0.0
2022-09-30 13:57:00-04:00,1429.07,1429.07,1428.99,1428.99,0,4,0.0
2022-09-30 13:58:00-04:00,1428.67,1428.67,1428.19,1428.19,0,4,0.0
2022-09-30 13:59:00-04:00,1428.02,1428.05,1427.56,1427.56,0,4,0.0
2022-09-30 14:00:00-04:00,1427.14,1427.14,1426.65,1426.78,0,4,0.0
2022-09-30 14:01:00-04:00,1426.78,1426.8,1426.47,1426.8,0,4,0.0
2022-09-30 14:02:00-04:00,1426.99,1426.99,1425.96,1425.96,0,4,0.0
2022-09-30 14:03:00-04:00,1425.74,1425.91,1425.74,1425.81,0,4,0.0
2022-09-30 14:04:00-04:00,1425.69,1425.69,1425.07,1425.07,0,4,0.0
2022-09-30 14:05:00-04:00,1425.52,1425.52,1425.08,1425.08,0,4,0.0
2022-09-30 14:06:00-04:00,1424.95,1425.12,1424.95,1425.12,0,4,0.0
2022-09-30 14:07:00-04:00,1425.22,1426.37,1425.22,1426.37,0,4,0.0
2022-09-30 14:08:00-04:00,1426.47,1426.81,1426.47,1426.81,0,4,0.0
2022-09-30 14:09:00-04:00,1426.87,1426.9,1426.78,1426.78,0,4,0.0
2022-09-30 14:10:00-04:00,1426.8,1427.13,1426.8,1427.0,0,4,0.0
2022-09-30 14:11:00-04:00,1427.31,1427.46,1427.31,1427.45,0,4,0.0
2022-09-30 14:12:00-04:00,1427.51,1427.83,1427.5,1427.5,0,4,0.0
2022-09-30 14:13:00-04:00,1427.54,1427.7,1427.54,1427.66,0,4,0.0
2022-09-30 14:14:00-04:00,1427.46,1427.46,1427.32,1427.36,0,4,0.0
2022-09-30 14:15:00-04:00,1427.23,1427.7,1427.23,1427.7,0,4,0.0
2022-09-30 14:16:00-04:00,1428.31,1428.71,1428.31,1428.62,0,4,0.0
2022-09-30 14:17:00-04:00,1428.75,1428.75,1428.49,1428.49,0,4,0.0
2022-09-30 14:18:00-04:00,1428.57,1428.57,1427.49,1427.49,0,4,0.0
2022-09-30 14:19:00-04:00,1427.3,1427.3,1426.92,1426.92,0,4,0.0
2022-09-30 14:20:00-04:00,1426.9,1427.19,1426.9,1427.19,0,4,0.0
2022-09-30 14:21:00-04:00,1427.13,1427.13,1426.25,1426.25,0,4,0.0
2022-09-30 14:22:00-04:00,1426.14,1426.14,1425.98,1425.98,0,4,0.0
2022-09-30 14:23:00-04:00,1426.09,1426.09,1425.78,1425.78,0,4,0.0
2022-09-30 14:24:00-04:00,1425.64,1425.64,1425.5,1425.5,0,4,0.0
2022-09-30 14:25:00-04:00,1425.17,1425.17,1424.73,1424.73,0,4,0.0
2022-09-30 14:26:00-04:00,1424.62,1424.74,1424.62,1424.74,0,4,0.0
2022-09-30 14:27:00-04:00,1424.55,1424.55,1424.36,1424.36,0,4,0.0
2022-09-30 14:28:00-04:00,1424.21,1424.21,1423.72,1423.72,0,4,0.0
2022-09-30 14:29:00-04:00,1423.59,1423.76,1423.59,1423.76,0,4,0.0
2022-09-30 14:30:00-04:00,1423.92,1424.28,1423.84,1424.28,0,4,0.0
2022-09-30 14:31:00-04:00,1424.17,1424.17,1423.93,1424.06,0,4,0.0
2022-09-30 14:32:00-04:00,1424.29,1424.3,1423.77,1423.77,0,4,0.0
2022-09-30 14:33:00-04:00,1423.69,1423.69,1423.21,1423.24,0,4,0.0
2022-09-30 14:34:00-04:00,1423.6,1424.56,1423.6,1424.56,0,4,0.0
2022-09-30 14:35:00-04:00,1424.35,1424.35,1423.75,1423.75,0,4,0.0
2022-09-30 14:36:00-04:00,1423.69,1423.69,1423.35,1423.35,0,4,0.0
2022-09-30 14:37:00-04:00,1423.24,1423.34,1423.24,1423.32,0,4,0.0
2022-09-30 14:38:00-04:00,1423.27,1423.45,1423.23,1423.23,0,4,0.0
2022-09-30 14:39:00-04:00,1423.19,1423.19,1422.74,1423.04,0,4,0.0
2022-09-30 14:40:00-04:00,1423.01,1423.01,1422.8,1422.83,0,4,0.0
2022-09-30 14:41:00-04:00,1422.7,1422.84,1422.65,1422.71,0,4,0.0
2022-09-30 14:42:00-04:00,1422.75,1422.88,1422.03,1422.03,0,4,0.0
2022-09-30 14:43:00-04:00,1421.98,1421.98,1421.46,1421.46,0,4,0.0
2022-09-30 14:44:00-04:00,1421.31,1421.73,1421.31,1421.73,0,4,0.0
2022-09-30 14:45:00-04:00,1421.74,1421.74,1421.58,1421.61,0,4,0.0
2022-09-30 14:46:00-04:00,1421.43,1421.43,1421.11,1421.11,0,4,0.0
2022-09-30 14:47:00-04:00,1420.86,1421.0,1420.03,1420.03,0,4,0.0
2022-09-30 14:48:00-04:00,1419.28,1419.72,1419.21,1419.72,0,4,0.0
2022-09-30 14:49:00-04:00,1420.0,1420.64,1419.94,1420.64,0,4,0.0
2022-09-30 14:50:00-04:00,1420.34,1420.34,1419.85,1419.91,0,4,0.0
2022-09-30 14:51:00-04:00,1420.02,1420.09,1420.0,1420.09,0,4,0.0
2022-09-30 14:52:00-04:00,1420.26,1420.71,1420.26,1420.71,0,4,0.0
2022-09-30 14:53:00-04:00,1420.96,1421.23,1420.94,1421.23,0,4,0.0
2022-09-30 14:54:00-04:00,1421.12,1421.12,1420.86,1420.86,0,4,0.0
2022-09-30 14:55:00-04:00,1420.8,1420.8,1420.11,1420.11,0,4,0.0
2022-09-30 14:56:00-04:00,1419.89,1420.08,1419.87,1420.08,0,4,0.0
2022-09-30 14:57:00-04:00,1419.93,1419.93,1419.69,1419.69,0,4,0.0
2022-09-30 14:58:00-04:00,1419.7,1419.96,1419.52,1419.96,0,4,0.0
2022-09-30 14:59:00-04:00,1420.12,1420.16,1419.68,1419.68,0,4,0.0
2022-09-30 15:00:00-04:00,1419.41,1420.36,1419.41,1420.36,0,4,0.0
2022-09-30 15:01:00-04:00,1420.85,1421.26,1420.85,1421.26,0,4,0.0
2022-09-30 15:02:00-04:00,1422.07,1423.27,1422.07,1423.25,0,4,0.0
2022-09-30 15:03:00-04:00,1423.14,1423.21,1423.14,1423.21,0,4,0.0
2022-09-30 15:04:00-04:00,1423.16,1423.16,1422.24,1422.24,0,4,0.0
2022-09-30 15:05:00-04:00,1422.15,1422.89,1422.12,1422.89,0,4,0.0
2022-09-30 15:06:00-04:00,1423.17,1423.26,1423.09,1423.1,0,4,0.0
2022-09-30 15:07:00-04:00,1422.83,1422.83,1422.7,1422.76,0,4,0.0
2022-09-30 15:08:00-04:00,1422.72,1422.72,1422.02,1422.02,0,4,0.0
2022-09-30 15:09:00-04:00,1421.82,1421.82,1421.65,1421.7,0,4,0.0
2022-09-30 15:10:00-04:00,1421.88,1422.63,1421.88,1422.62,0,4,0.0
2022-09-30 15:11:00-04:00,1422.75,1422.75,1422.39,1422.39,0,4,0.0
2022-09-30 15:12:00-04:00,1421.99,1421.99,1420.95,1421.0,0,4,0.0
2022-09-30 15:13:00-04:00,1420.93,1420.93,1420.26,1420.26,0,4,0.0
2022-09-30 15:14:00-04:00,1419.99,1420.31,1419.99,1420.26,0,4,0.0
2022-09-30 15:15:00-04:00,1419.68,1419.68,1419.3,1419.64,0,4,0.0
2022-09-30 15:16:00-04:00,1420.4,1421.4,1420.4,1421.4,0,4,0.0
2022-09-30 15:17:00-04:00,1421.26,1421.26,1420.92,1420.92,0,4,0.0
2022-09-30 15:18:00-04:00,1420.75,1420.75,1420.55,1420.74,0,4,0.0
2022-09-30 15:19:00-04:00,1420.94,1421.35,1420.9,1421.35,0,4,0.0
2022-09-30 15:20:00-04:00,1421.46,1421.81,1421.42,1421.81,0,4,0.0
2022-09-30 15:21:00-04:00,1421.63,1421.63,1420.64,1420.64,0,4,0.0
2022-09-30 15:22:00-04:00,1420.53,1420.84,1420.34,1420.84,0,4,0.0
2022-09-30 15:23:00-04:00,1420.81,1420.92,1420.78,1420.92,0,4,0.0
2022-09-30 15:24:00-04:00,1421.12,1421.12,1421.04,1421.08,0,4,0.0
2022-09-30 15:25:00-04:00,1420.67,1420.67,1420.07,1420.07,0,4,0.0
2022-09-30 15:26:00-04:00,1420.09,1420.09,1419.64,1419.86,0,4,0.0
2022-09-30 15:27:00-04:00,1419.81,1419.81,1419.3,1419.3,0,4,0.0
2022-09-30 15:28:00-04:00,1418.98,1419.36,1418.61,1419.36,0,4,0.0
2022-09-30 15:29:00-04:00,1419.45,1420.98,1419.45,1420.98,0,4,0.0
2022-09-30 15:30:00-04:00,1421.42,1422.6,1421.3,1422.6,0,4,0.0
2022-09-30 15:31:00-04:00,1423.19,1423.19,1422.25,1422.25,0,4,0.0
2022-09-30 15:32:00-04:00,1422.28,1422.28,1419.86,1419.86,0,4,0.0
2022-09-30 15:33:00-04:00,1419.84,1419.84,1419.42,1419.42,0,4,0.0
2022-09-30 15:34:00-04:00,1419.28,1419.71,1419.28,1419.71,0,4,0.0
2022-09-30 15:35:00-04:00,1419.57,1419.57,1419.28,1419.28,0,4,0.0
2022-09-30 15:36:00-04:00,1418.9,1419.25,1418.9,1419.25,0,4,0.0
2022-09-30 15:37:00-04:00,1419.08,1420.72,1419.08,1420.48,0,4,0.0
2022-09-30 15:38:00-04:00,1419.32,1419.32,1418.6,1418.6,0,4,0.0
2022-09-30 15:39:00-04:00,1419.03,1419.75,1419.03,1419.54,0,4,0.0
2022-09-30 15:40:00-04:00,1419.6,1419.99,1419.6,1419.99,0,4,0.0
2022-09-30 15:41:00-04:00,1420.12,1420.49,1420.12,1420.35,0,4,0.0
2022-09-30 15:42:00-04:00,1420.71,1420.71,1419.81,1419.81,0,4,0.0
2022-09-30 15:43:00-04:00,1420.03,1420.54,1420.03,1420.32,0,4,0.0
2022-09-30 15:44:00-04:00,1420.4,1420.4,1419.93,1420.26,0,4,0.0
2022-09-30 15:45:00-04:00,1419.81,1420.17,1419.81,1419.87,0,4,0.0
2022-09-30 15:46:00-04:00,1419.54,1419.54,1419.47,1419.47,0,4,0.0
2022-09-30 15:47:00-04:00,1420.33,1420.54,1420.33,1420.54,0,4,0.0
2022-09-30 15:48:00-04:00,1421.6,1421.6,1420.93,1421.06,0,4,0.0
2022-09-30 15:49:00-04:00,1420.73,1420.73,1420.04,1420.04,0,4,0.0
2022-09-30 15:50:00-04:00,1417.54,1417.54,1416.28,1416.46,0,4,0.0
2022-09-30 15:51:00-04:00,1416.59,1416.59,1415.71,1415.71,0,4,0.0
2022-09-30 15:52:00-04:00,1415.59,1416.0,1415.41,1416.0,0,4,0.0
2022-09-30 15:53:00-04:00,1415.94,1415.94,1414.88,1415.2,0,4,0.0
2022-09-30 15:54:00-04:00,1415.52,1415.62,1415.21,1415.21,0,4,0.0
2022-09-30 15:55:00-04:00,1415.39,1415.39,1412.94,1412.94,0,4,0.0
2022-09-30 15:56:00-04:00,1412.91,1412.91,1412.41,1412.41,0,4,0.0
2022-09-30 15:57:00-04:00,1412.26,1412.33,1412.11,1412.11,0,4,0.0
2022-09-30 15:58:00-04:00,1411.58,1412.32,1411.5,1411.5,0,4,0.0
2022-09-30 15:59:00-04:00,1412.0,1412.52,1411.17,1412.52,0,4,0.0
2022-09-30 16:00:00-04:00,1411.89,1411.89,1411.89,1411.89,0,4,0.0
2022-09-30 16:01:00-04:00,1411.89,1411.89,1411.89,1411.89,0,4,0.0
2022-09-30 16:02:00-04:00,1411.89,1411.89,1411.89,1411.89,0,4,0.0
2022-09-30 16:03:00-04:00,1411.73,1411.73,1411.56,1411.56,0,4,0.0
2022-09-30 16:04:00-04:00,1411.44,1411.44,1411.38,1411.38,0,4,0.0
2022-09-30 16:05:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:06:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:07:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:08:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:09:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:10:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:11:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:12:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:13:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:14:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:15:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:16:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:17:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:18:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:19:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:20:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:21:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:22:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:23:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:24:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:25:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:26:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:27:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:28:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:29:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:30:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:31:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:32:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:33:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:34:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:35:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:36:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:37:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:38:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:39:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:40:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:41:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:42:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:43:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:44:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:45:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:46:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:47:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:48:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:49:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:50:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:51:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:52:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:53:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:54:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:55:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:56:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
2022-09-30 16:57:00-04:00,1411.36,1411.36,1411.36,1411.36,0,4,0.0
